relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
drug_drug,synergistic interaction,19022,DB00419,drug,Miglustat,DrugBank,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank
pathway_protein,interacts with,49621,8610,biological_process,lipid biosynthetic process,GO,6862,10457,gene/protein,GPNMB,NCBI
pathway_protein,interacts with,63115,R-HSA-191273,pathway,Cholesterol biosynthesis,REACTOME,6862,10457,gene/protein,GPNMB,NCBI
drug_effect,side effect,22992,DB05025,drug,Arimoclomol,DrugBank,34957,15092_24662_22205,disease,urticaria,MONDO_grouped
drug_effect,side effect,22992,DB05025,drug,Arimoclomol,DrugBank,44212,10481,disease,angioedema,MONDO
drug_effect,side effect,22992,DB05025,drug,Arimoclomol,DrugBank,48292,9408,biological_process,response to heat,GO
molfunc_protein,interacts with,114376,90120,biological_process,lysosome to ER cholesterol transport,GO,3180,4864,gene/protein,NPC1,NCBI
drug_effect,side effect,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank,106759,10878,biological_process,cholesterol storage,GO
drug_effect,side effect,25942,764,effect/phenotype,Peripheral axonal degeneration,HPO,25942,764,effect/phenotype,Peripheral axonal degeneration,HPO
disease_disease,parent-child,96390,4466,disease,neuronitis,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_disease,parent-child,43536,15611,disease,neutral lipid storage disease,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,43269,24238,disease,cerebral degeneration,MONDO
anatomy_protein_present,expression present,64985,1886,anatomy,choroid plexus,UBERON,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,24633,12649,effect/phenotype,Increased inflammatory response,HPO,3180,4864,gene/protein,NPC1,NCBI
anatomy_protein_present,expression present,64088,955,anatomy,brain,UBERON,3180,4864,gene/protein,NPC1,NCBI
anatomy_protein_present,expression present,65134,2037,anatomy,cerebellum,UBERON,3180,4864,gene/protein,NPC1,NCBI
anatomy_protein_present,expression present,67390,4703,anatomy,dorsal thalamus,UBERON,3180,4864,gene/protein,NPC1,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,44734,800105,disease,catatonia,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,47562,50890,biological_process,cognition,GO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,83240,7010,effect/phenotype,Poor fine motor coordination,HPO
disease_disease,parent-child,40618,6025,disease,autosomal recessive disease,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81952,3593,effect/phenotype,Infantile onset,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,28742,31058,effect/phenotype,Impairment of activities of daily living,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,29292,33665,effect/phenotype,Diminished health-related quality of life,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24813,572,effect/phenotype,Visual loss,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,91987,5200273,effect/phenotype,Pathological sadness,HPO
phenotype_protein,associated with,47562,50890,biological_process,cognition,GO,649,933,gene/protein,CD22,NCBI
cellcomp_cellcomp,parent-child,48794,48144,biological_process,fibroblast proliferation,GO,48794,48144,biological_process,fibroblast proliferation,GO
cellcomp_protein,interacts with,129331,5764,cellular component,lysosome,GO,3180,4864,gene/protein,NPC1,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,40636,24237,disease,inherited neurodegenerative disorder,MONDO
phenotype_protein,associated with,26339,11992,effect/phenotype,Abnormal neutrophil morphology,HPO,3180,4864,gene/protein,NPC1,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24928,9830,effect/phenotype,Peripheral neuropathy,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,83331,7307,effect/phenotype,Rapid neurologic deterioration,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,29460,34685,effect/phenotype,Abnormal liver enzyme activity or concentration,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25252,1508,effect/phenotype,Failure to thrive,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25526,12448,effect/phenotype,Delayed myelination,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,86730,30081,effect/phenotype,Punctate periventricular T2 hyperintense foci,HPO
anatomy_protein_present,expression present,65203,2107,anatomy,liver,UBERON,3180,4864,gene/protein,NPC1,NCBI
phenotype_phenotype,parent-child,89708,34355,effect/phenotype,White cerebellum sign,HPO,25166,1251,effect/phenotype,Ataxia,HPO
phenotype_phenotype,parent-child,89708,34355,effect/phenotype,White cerebellum sign,HPO,25619,1260,effect/phenotype,Dysarthria,HPO
phenotype_phenotype,parent-child,89708,34355,effect/phenotype,White cerebellum sign,HPO,81569,2524,effect/phenotype,Cataplexy,HPO
indication,indication,22992,DB05025,drug,Arimoclomol,DrugBank,40608,2320,disease,congenital nervous system disorder,MONDO
bioprocess_protein,interacts with,1618,2475,gene/protein,MTOR,NCBI,129332,8610,biological process,lipid biosynthetic process,GO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,26305,6254,effect/phenotype,Elevated circulating alpha-fetoprotein concentration,HPO
disease_protein,associated with,129333,5154,disease,liver disorder,MONDO,26305,6254,effect/phenotype,Elevated circulating alpha-fetoprotein concentration,HPO
cellcomp_protein,interacts with,6962,10577,gene/protein,NPC2,NCBI,129331,5764,cellular component,lysosome,GO
phenotype_protein,associated with,2835,4249,gene/protein,MGAT5,NCBI,25531,1270,effect/phenotype,Motor delay,HPO
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,43387,17739,disease,disorder of lysosomal-related organelles,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,92645,6000611,effect/phenotype,Elevated circulating chitotriosidase activity,HPO
bioprocess_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,109016,97707,biological_process,ferroptosis,GO
phenotype_phenotype,parent-child,80764,2067,effect/phenotype,Bradykinesia,HPO,81571,2527,effect/phenotype,Falls,HPO
phenotype_phenotype,parent-child,15469,DB01235,drug,Levodopa,DrugBank,25577,100660,effect/phenotype,Dyskinesia,HPO
disease_phenotype_positive,phenotype present,25450,11458,effect/phenotype,Abdominal symptom,HPO,25450,11458,effect/phenotype,Abdominal symptom,HPO
bioprocess_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,52369,90385,biological_process,phagosome-lysosome fusion,GO
phenotype_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,84990,11343,effect/phenotype,Moderate global developmental delay,HPO
phenotype_protein,associated with,6962,10577,gene/protein,NPC2,NCBI,84990,11343,effect/phenotype,Moderate global developmental delay,HPO
phenotype_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,92344,6000289,effect/phenotype,Epiglottic enlargement,HPO
bioprocess_protein,interacts with,679,968,gene/protein,CD68,NCBI,46794,6935,biological_process,chemotaxis,GO
bioprocess_protein,interacts with,679,968,gene/protein,CD68,NCBI,48337,8037,biological_process,cell recognition,GO
bioprocess_protein,interacts with,14792,54209,gene/protein,TREM2,NCBI,46794,6935,biological_process,chemotaxis,GO
bioprocess_protein,interacts with,14792,54209,gene/protein,TREM2,NCBI,48337,8037,biological_process,cell recognition,GO
phenotype_phenotype,parent-child,28409,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO,87962,32014,effect/phenotype,Dysmetric vertical saccades,HPO
phenotype_phenotype,parent-child,87962,32014,effect/phenotype,Dysmetric vertical saccades,HPO,87963,32015,effect/phenotype,Dysmetric horizontal saccades,HPO
drug_drug,synergistic interaction,93192,6001185,effect/phenotype,Elevated circulating glucosylsphingosine concentration,HPO,93192,6001185,effect/phenotype,Elevated circulating glucosylsphingosine concentration,HPO
drug_effect,side effect,43536,15611,disease,neutral lipid storage disease,MONDO,43536,15611,disease,neutral lipid storage disease,MONDO
drug_effect,side effect,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank,129335,31410,cellular component,cytoplasmic vesicle,GO
drug_effect,side effect,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank,129331,5764,cellular component,lysosome,GO
exposure_cellcomp,interacts with,15736,DB08804,drug,Nandrolone decanoate,DrugBank,15736,DB08804,drug,Nandrolone decanoate,DrugBank
cellcomp_protein,interacts with,10404,56901,gene/protein,NDUFA4L2,NCBI,59066,5764,cellular_component,lysosome,GO
protein_protein,ppi,3180,4864,gene/protein,NPC1,NCBI,10630,57519,gene/protein,STARD9,NCBI
phenotype_protein,associated with,25636,2180,effect/phenotype,Neurodegeneration,HPO,10630,57519,gene/protein,STARD9,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,662,950,gene/protein,SCARB2,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2603,3920,gene/protein,LAMP2,NCBI
indication,indication,62326,D008094,exposure,Lithium,CTD,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
drug_effect,side effect,62326,D008094,exposure,Lithium,CTD,44039,16593,disease,acquired ataxia,MONDO
protein_protein,ppi,844,1201,gene/protein,CLN3,NCBI,6962,10577,gene/protein,NPC2,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81451,2073,effect/phenotype,Progressive cerebellar ataxia,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25975,40130,effect/phenotype,Abnormal circulating iron concentration,HPO
protein_protein,ppi,6069,9437,gene/protein,NCR1,NCBI,607,873,gene/protein,CBR1,NCBI
bioprocess_protein,interacts with,6069,9437,gene/protein,NCR1,NCBI,49502,30301,biological_process,cholesterol transport,GO
bioprocess_protein,interacts with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,3180,4864,gene/protein,NPC1,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,6069,9437,gene/protein,NCR1,NCBI
drug_protein,target,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,123244,4503,molecular_function,tyrosinase activity,GO,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,123244,4503,molecular_function,tyrosinase activity,GO
phenotype_phenotype,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,92220,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,83319,7272,effect/phenotype,Progressive psychomotor deterioration,HPO
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,10508,57118,gene/protein,CAMK1D,NCBI
anatomy_anatomy,parent-child,65224,2130,anatomy,cerebellar nuclear complex,UBERON,65134,2037,anatomy,cerebellum,UBERON
drug_effect,side effect,81555,2465,effect/phenotype,Poor speech,HPO,81555,2465,effect/phenotype,Poor speech,HPO
protein_protein,ppi,1634,2524,gene/protein,FUT2,NCBI,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,1634,2524,gene/protein,FUT2,NCBI,91838,4000186,effect/phenotype,Elevated erythrocyte adenosine triphosphate concentration,HPO
phenotype_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,89792,34456,effect/phenotype,Elevated circulating glutathione concentration,HPO
protein_protein,ppi,3180,4864,gene/protein,NPC1,NCBI,6862,10457,gene/protein,GPNMB,NCBI
bioprocess_protein,interacts with,52918,36465,biological_process,synaptic vesicle recycling,GO,3180,4864,gene/protein,NPC1,NCBI
drug_protein,target,17053,DB01043,drug,Memantine,DrugBank,3180,4864,gene/protein,NPC1,NCBI
drug_protein,target,15878,DB00482,drug,Celecoxib,DrugBank,3180,4864,gene/protein,NPC1,NCBI
disease_phenotype_positive,phenotype present,25593,4302,effect/phenotype,Functional motor deficit,HPO,25593,4302,effect/phenotype,Functional motor deficit,HPO
phenotype_protein,associated with,46319,61900,biological_process,glial cell activation,GO,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,83334,7313,effect/phenotype,Cerebral degeneration,HPO,3180,4864,gene/protein,NPC1,NCBI
bioprocess_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,28171,33429,effect/phenotype,Neuroinflammation,HPO
bioprocess_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,62921,R-HSA-109581,pathway,Apoptosis,REACTOME
molfunc_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,114376,90120,biological_process,lysosome to ER cholesterol transport,GO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,29375,34057,effect/phenotype,Fetal anomaly,HPO
disease_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,91011,100708,effect/phenotype,Abnormal microglia morphology,HPO
phenotype_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,91011,100708,effect/phenotype,Abnormal microglia morphology,HPO
bioprocess_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,128247,R-HSA-5620971,pathway,Pyroptosis,REACTOME
phenotype_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,25251,11420,effect/phenotype,Age of death,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,26981,32243,effect/phenotype,Abnormal tissue metabolite concentration,HPO
protein_protein,ppi,6962,10577,gene/protein,NPC2,NCBI,6069,9437,gene/protein,NCR1,NCBI
cellcomp_protein,interacts with,6069,9437,gene/protein,NCR1,NCBI,59158,5774,cellular_component,vacuolar membrane,GO
cellcomp_protein,interacts with,6069,9437,gene/protein,NCR1,NCBI,59034,5765,cellular_component,lysosomal membrane,GO
drug_effect,side effect,16748,DB01698,drug,Rutin,DrugBank,25853,3107,effect/phenotype,Abnormal circulating cholesterol concentration,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,30090,1922,effect/phenotype,Vacuolated lymphocytes,HPO
disease_phenotype_positive,phenotype present,129319,2561,disease,lysosomal storage disease,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_protein,associated with,6962,10577,gene/protein,NPC2,NCBI,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
cellcomp_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,129331,5764,cellular component,lysosome,GO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,85788,12695,effect/phenotype,Decreased thalamic volume,HPO
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,4709,7039,gene/protein,TGFA,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2071,3122,gene/protein,HLA-DRA,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,5606,8742,gene/protein,TNFSF12,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1317,1950,gene/protein,EGF,NCBI
phenotype_protein,associated with,93192,6001185,effect/phenotype,Elevated circulating glucosylsphingosine concentration,HPO,6962,10577,gene/protein,NPC2,NCBI
phenotype_protein,associated with,19066,DB03203,drug,Sphingosine,DrugBank,6962,10577,gene/protein,NPC2,NCBI
bioprocess_protein,interacts with,129330,266,biological process,mitochondrial fission,GO,6962,10577,gene/protein,NPC2,NCBI
protein_protein,ppi,3180,4864,gene/protein,NPC1,NCBI,4716,7046,gene/protein,TGFBR1,NCBI
protein_protein,ppi,3180,4864,gene/protein,NPC1,NCBI,2721,4092,gene/protein,SMAD7,NCBI
protein_protein,ppi,3180,4864,gene/protein,NPC1,NCBI,10527,57154,gene/protein,SMURF1,NCBI
anatomy_protein_absent,expression absent,63861,120,anatomy,blood brain barrier,UBERON,6962,10577,gene/protein,NPC2,NCBI
disease_phenotype_positive,phenotype present,40872,100038,disease,complex neurodevelopmental disorder,MONDO,41660,5027,disease,epilepsy,MONDO
disease_phenotype_positive,phenotype present,40872,100038,disease,complex neurodevelopmental disorder,MONDO,25593,4302,effect/phenotype,Functional motor deficit,HPO
phenotype_protein,associated with,11508,79947,gene/protein,DHDDS,NCBI,49386,19915,biological_process,lipid storage,GO
phenotype_protein,associated with,11508,79947,gene/protein,DHDDS,NCBI,106759,10878,biological_process,cholesterol storage,GO
drug_effect,side effect,19022,DB00419,drug,Miglustat,DrugBank,26786,2344,effect/phenotype,Progressive neurologic deterioration,HPO
drug_effect,side effect,19022,DB00419,drug,Miglustat,DrugBank,89239,33744,effect/phenotype,Global cerebellar dysplasia,HPO
protein_protein,ppi,3642,5538,gene/protein,PPT1,NCBI,3180,4864,gene/protein,NPC1,NCBI
indication,indication,22867,DB17021,drug,JQ1,DrugBank,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
drug_protein,target,22867,DB17021,drug,JQ1,DrugBank,3180,4864,gene/protein,NPC1,NCBI
drug_effect,side effect,22867,DB17021,drug,JQ1,DrugBank,82031,3831,effect/phenotype,Typified by age-related disease onset,HPO
indication,indication,15332,DB00625,drug,Efavirenz,DrugBank,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
drug_drug,synergistic interaction,15332,DB00625,drug,Efavirenz,DrugBank,19022,DB00419,drug,Miglustat,DrugBank
drug_effect,side effect,15332,DB00625,drug,Efavirenz,DrugBank,45861,7612,biological_process,learning,GO
drug_effect,side effect,15332,DB00625,drug,Efavirenz,DrugBank,46704,7613,biological_process,memory,GO
anatomy_anatomy,parent-child,1706,2629,gene/protein,GBA1,NCBI,65520,2435,anatomy,striatum,UBERON
anatomy_anatomy,parent-child,12743,120892,gene/protein,LRRK2,NCBI,65520,2435,anatomy,striatum,UBERON
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,85477,12184,effect/phenotype,Increased HDL cholesterol concentration,HPO
phenotype_protein,associated with,80512,43726,disease,multiple organ dysfunction syndrome,MONDO,3180,4864,gene/protein,NPC1,NCBI
exposure_bioprocess,interacts with,19067,DB04540,drug,Cholesterol,DrugBank,129338,1558,biological process,regulation of cell growth,GO
disease_disease,parent-child,129337,9757,disease,"Niemann-Pick disease, type C1",MONDO,129319,2561,disease,lysosomal storage disease,MONDO
phenotype_protein,associated with,26056,3812,effect/phenotype,Phenotypic variability,HPO,3180,4864,gene/protein,NPC1,NCBI
disease_phenotype_positive,phenotype present,129336,18982,disease,Niemann-Pick disease type C,MONDO,26692,1399,effect/phenotype,Hepatic failure,HPO
disease_phenotype_positive,phenotype present,129336,18982,disease,Niemann-Pick disease type C,MONDO,91242,410170,effect/phenotype,Hippocampal atrophy,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,91242,410170,effect/phenotype,Hippocampal atrophy,HPO
cellcomp_protein,interacts with,129339,8333,cellular component,endosome to lysosome transport,GO,129339,8333,cellular component,endosome to lysosome transport,GO
drug_protein,target,19022,DB00419,drug,Miglustat,DrugBank,10743,57704,gene/protein,GBA2,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,59211,44232,cellular_component,organelle membrane contact site,GO
disease_phenotype_positive,phenotype present,129336,18982,disease,Niemann-Pick disease type C,MONDO,129319,2561,disease,lysosomal storage disease,MONDO
cellcomp_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,129340,43226,cellular component,organelle,GO
bioprocess_protein,interacts with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24820,496,effect/phenotype,Abnormality of eye movement,HPO
disease_phenotype_positive,phenotype present,129336,18982,disease,Niemann-Pick disease type C,MONDO,24820,496,effect/phenotype,Abnormality of eye movement,HPO
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,83061,6566,effect/phenotype,Neonatal cholestatic liver disease,HPO
disease_disease,parent-child,129319,2561,disease,lysosomal storage disease,MONDO,129337,9757,disease,"Niemann-Pick disease, type C1",MONDO
disease_phenotype_positive,phenotype present,129319,2561,disease,lysosomal storage disease,MONDO,44353,15459,disease,nasopharyngeal carcinoma,MONDO
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,40618,6025,disease,autosomal recessive disease,MONDO
disease_protein,associated with,129337,9757,disease,"Niemann-Pick disease, type C1",MONDO,129341,18279,biological process,protein N-linked glycosylation via asparagine,GO
disease_protein,associated with,129342,1903831,biological process,signal transduction involved in cellular response to ammonium ion,GO,129341,18279,biological process,protein N-linked glycosylation via asparagine,GO
bioprocess_protein,interacts with,129341,18279,biological process,protein N-linked glycosylation via asparagine,GO,2601,3916,gene/protein,LAMP1,NCBI
disease_phenotype_positive,phenotype present,129341,18279,biological process,protein N-linked glycosylation via asparagine,GO,2835,4249,gene/protein,MGAT5,NCBI
drug_drug,synergistic interaction,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank,19022,DB00419,drug,Miglustat,DrugBank
disease_phenotype_negative,phenotype absent,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,109529,97750,biological_process,endosome membrane tubulation,GO
bioprocess_protein,interacts with,129343,97750,biological process,endosome membrane tubulation,GO,10630,57519,gene/protein,STARD9,NCBI
bioprocess_protein,interacts with,129343,97750,biological process,endosome membrane tubulation,GO,3180,4864,gene/protein,NPC1,NCBI
drug_effect,side effect,62326,D008094,exposure,Lithium,CTD,49292,42755,biological_process,eating behavior,GO
bioprocess_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,129344,33344,biological process,cholesterol efflux,GO
bioprocess_protein,interacts with,6962,10577,gene/protein,NPC2,NCBI,129344,33344,biological process,cholesterol efflux,GO
bioprocess_protein,interacts with,129337,9757,disease,"Niemann-Pick disease, type C1",MONDO,129345,46624,biological process,sphingolipid transporter activity,GO
cellcomp_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,129346,5765,cellular component,lysosomal membrane,GO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,80512,43726,disease,multiple organ dysfunction syndrome,MONDO
phenotype_protein,associated with,1634,2524,gene/protein,FUT2,NCBI,86419,25464,effect/phenotype,Increased reactive oxygen species production,HPO
disease_phenotype_positive,phenotype present,129347,9756,disease,Niemann-Pick disease type A,MONDO,129334,100464,disease,acid sphingomyelinase deficiency,MONDO
disease_phenotype_positive,phenotype present,129348,11871,disease,Niemann-Pick disease type B,MONDO,129334,100464,disease,acid sphingomyelinase deficiency,MONDO
bioprocess_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,129349,70508,biological process,cholesterol import,GO
phenotype_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,26230,32245,effect/phenotype,Abnormal metabolism,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,125125,97418,cellular_component,neurofibrillary tangle,GO
phenotype_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,129350,43277,biological process,apoptotic cell clearance,GO
bioprocess_protein,interacts with,3180,4864,gene/protein,NPC1,NCBI,129351,6869,biological process,lipid transport,GO
disease_phenotype_positive,phenotype present,129336,18982,disease,Niemann-Pick disease type C,MONDO,25150,100543,effect/phenotype,Cognitive impairment,HPO
disease_phenotype_positive,phenotype present,129336,18982,disease,Niemann-Pick disease type C,MONDO,81569,2524,effect/phenotype,Cataplexy,HPO
disease_phenotype_positive,phenotype present,34062,10006_17406,disease,Sandhoff disease,MONDO_grouped,81837,3333,effect/phenotype,Increased serum beta-hexosaminidase,HPO
disease_protein,associated with,34940,18177,disease,glioblastoma,MONDO,2035,3073,gene/protein,HEXA,NCBI
disease_protein,associated with,34940,18177,disease,glioblastoma,MONDO,2036,3074,gene/protein,HEXB,NCBI
disease_disease,parent-child,129319,2561,disease,lysosomal storage disease,MONDO,41532,19255,disease,sphingolipidosis,MONDO
disease_disease,parent-child,30301,10100,disease,Tay-Sachs disease,MONDO,42636,20128,disease,motor neuron disorder,MONDO
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,25636,2180,effect/phenotype,Neurodegeneration,HPO
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,26278,256,effect/phenotype,Macrocephaly,HPO
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,90308,40078,effect/phenotype,Axonal degeneration,HPO
disease_phenotype_positive,phenotype present,44140,17719,disease,gangliosidosis,MONDO,26278,256,effect/phenotype,Macrocephaly,HPO
disease_phenotype_positive,phenotype present,44140,17719,disease,gangliosidosis,MONDO,24732,1252,effect/phenotype,Hypotonia,HPO
disease_disease,parent-child,30301,10100,disease,Tay-Sachs disease,MONDO,40617,5066,disease,metabolic disease,MONDO
disease_disease,parent-child,30301,10100,disease,Tay-Sachs disease,MONDO,34062,10006_17406,disease,Sandhoff disease,MONDO_grouped
disease_protein,associated with,30301,10100,disease,Tay-Sachs disease,MONDO,4408,6622,gene/protein,SNCA,NCBI
disease_protein,associated with,30301,10100,disease,Tay-Sachs disease,MONDO,246,348,gene/protein,APOE,NCBI
disease_protein,associated with,30301,10100,disease,Tay-Sachs disease,MONDO,672,960,gene/protein,CD44,NCBI
disease_protein,associated with,30301,10100,disease,Tay-Sachs disease,MONDO,2434,3693,gene/protein,ITGB5,NCBI
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,28171,33429,effect/phenotype,Neuroinflammation,HPO
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,27852,11112,effect/phenotype,Abnormal circulating cytokine concentration,HPO
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,88040,32122,effect/phenotype,Very low visual acuity,HPO
