row_index,disease_cohort,source_file,entity1,entity2,Relation,PMID,relation_integrated,display_relation,x_id,x_type,x_name,x_source,y_id,y_type,y_name,y_source,entity1_resolve_method,entity2_resolve_method,already_in_base_kg
951,NPC,20260508-NMP_final.csv,NPC1,cholesterol homeostasis, bioprocess_protein,41013744,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,42632,biological_process,cholesterol homeostasis,GO,name,name,True
953,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,metabolite characteristics,disease_phenotype_positive,39452896,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,32243,effect/phenotype,Abnormal tissue metabolite concentration,HPO,name,suggested_name,False
954,NPC,20260508-NMP_final.csv,NPC2,NCR1,protein_protein,39455279,protein_protein,ppi,10577,gene/protein,NPC2,NCBI,9437,gene/protein,NCR1,NCBI,name,name,False
955,NPC,20260508-NMP_final.csv,NCR1,vacuolar membrane,cellcomp_protein,39455279,cellcomp_protein,interacts with,9437,gene/protein,NCR1,NCBI,5774,cellular_component,vacuolar membrane,GO,name,name,False
956,NPC,20260508-NMP_final.csv,NCR1,lysosomal membrane,cellcomp_protein,39455279,cellcomp_protein,interacts with,9437,gene/protein,NCR1,NCBI,5765,cellular_component,lysosomal membrane,GO,name,name,False
962,NPC,20260508-NMP_final.csv,Rutin,cholesterol levels,drug_effect,39518914,drug_effect,side effect,DB01698,drug,Rutin,DrugBank,3107,effect/phenotype,Abnormal circulating cholesterol concentration,HPO,name,suggested_name,False
963,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,lysosomal enlargement,disease_phenotype_positive,39502943,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1922,effect/phenotype,Vacuolated lymphocytes,HPO,name,cui_xref,False
965,NPC,20260508-NMP_final.csv,lysosomal storage disorder,Niemann-Pick Disease Type C,disease_phenotype_positive,39557950,disease_phenotype_positive,phenotype present,2561,disease,lysosomal storage disease,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,suggested_name,name,False
968,NPC,20260508-NMP_final.csv,NPC2,Niemann-Pick Disease Type C,disease_protein,39557950,disease_protein,associated with,10577,gene/protein,NPC2,NCBI,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,name,name,False
971,NPC,20260508-NMP_final.csv,NPC1,Lysosomes,cellcomp_protein,39557950,cellcomp_protein,interacts with,4864,gene/protein,NPC1,NCBI,5764,cellular component,lysosome,GO,name,cui_go,False
980,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,reduced thalamic volumes,disease_phenotype_positive,39689839,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,12695,effect/phenotype,Decreased thalamic volume,HPO,name,suggested_name,False
981,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,TGFA,disease_protein,39689839,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7039,gene/protein,TGFA,NCBI,name,name,False
982,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,HLA-DRA,disease_protein,39689839,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,3122,gene/protein,HLA-DRA,NCBI,name,name,False
983,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,TNFSF12,disease_protein,39689839,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,8742,gene/protein,TNFSF12,NCBI,name,name,False
984,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,EGF,disease_protein,39689839,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1950,gene/protein,EGF,NCBI,name,name,False
991,NPC,20260508-NMP_final.csv,glucosylsphingosine,NPC2,phenotype_protein,39747180,phenotype_protein,associated with,6001185,effect/phenotype,Elevated circulating glucosylsphingosine concentration,HPO,10577,gene/protein,NPC2,NCBI,suggested_name,name,False
992,NPC,20260508-NMP_final.csv,sphingosine,NPC2,phenotype_protein,39747180,phenotype_protein,associated with,DB03203,drug,Sphingosine,DrugBank,10577,gene/protein,NPC2,NCBI,name,name,False
993,NPC,20260508-NMP_final.csv,mitochondrial function,NPC2, bioprocess_protein,39747180,bioprocess_protein,interacts with,266,biological process,mitochondrial fission,GO,10577,gene/protein,NPC2,NCBI,cui_go,name,False
995,NPC,20260508-NMP_final.csv,hepatocellular carcinoma,NPC1,disease_protein,39762312,disease_protein,associated with,8606_7256_20588_800183,disease,hepatocellular carcinoma,MONDO_grouped,4864,gene/protein,NPC1,NCBI,name,name,True
996,NPC,20260508-NMP_final.csv,NPC1,TGFBR1,protein_protein,39762312,protein_protein,ppi,4864,gene/protein,NPC1,NCBI,7046,gene/protein,TGFBR1,NCBI,name,name,False
997,NPC,20260508-NMP_final.csv,NPC1,SMAD7,protein_protein,39762312,protein_protein,ppi,4864,gene/protein,NPC1,NCBI,4092,gene/protein,SMAD7,NCBI,name,name,False
998,NPC,20260508-NMP_final.csv,NPC1,SMURF1,protein_protein,39762312,protein_protein,ppi,4864,gene/protein,NPC1,NCBI,57154,gene/protein,SMURF1,NCBI,name,name,False
999,NPC,20260508-NMP_final.csv,SMAD7,SMURF1,protein_protein,39762312,protein_protein,ppi,4092,gene/protein,SMAD7,NCBI,57154,gene/protein,SMURF1,NCBI,name,name,True
1000,NPC,20260508-NMP_final.csv,TGFBR1,SMAD7,protein_protein,39762312,protein_protein,ppi,7046,gene/protein,TGFBR1,NCBI,4092,gene/protein,SMAD7,NCBI,name,name,True
1001,NPC,20260508-NMP_final.csv,TGFBR1,SMURF1,protein_protein,39762312,protein_protein,ppi,7046,gene/protein,TGFBR1,NCBI,57154,gene/protein,SMURF1,NCBI,name,name,True
1003,NPC,20260508-NMP_final.csv,blood-brain barrier,NPC2,anatomy_protein_absent,39891227,anatomy_protein_absent,expression absent,120,anatomy,blood brain barrier,UBERON,10577,gene/protein,NPC2,NCBI,suggested_name,name,False
1004,NPC,20260508-NMP_final.csv,brain,NPC2,anatomy_protein_present,39891227,anatomy_protein_present,expression present,955,anatomy,brain,UBERON,10577,gene/protein,NPC2,NCBI,name,name,True
1005,NPC,20260508-NMP_final.csv,DHDDS,NPC2,protein_protein,40003936,protein_protein,ppi,79947,gene/protein,DHDDS,NCBI,10577,gene/protein,NPC2,NCBI,name,name,True
1007,NPC,20260508-NMP_final.csv,neurodevelopmental disorders,epilepsy,disease_phenotype_positive,40003936,disease_phenotype_positive,phenotype present,100038,disease,complex neurodevelopmental disorder,MONDO,5027,disease,epilepsy,MONDO,suggested_name,name,False
1008,NPC,20260508-NMP_final.csv,neurodevelopmental disorders,motor impairments,disease_phenotype_positive,40003936,disease_phenotype_positive,phenotype present,100038,disease,complex neurodevelopmental disorder,MONDO,4302,effect/phenotype,Functional motor deficit,HPO,suggested_name,suggested_name,False
1011,NPC,20260508-NMP_final.csv,DHDDS,lipid storage,phenotype_protein,40003936,phenotype_protein,associated with,79947,gene/protein,DHDDS,NCBI,19915,biological_process,lipid storage,GO,name,name,False
1012,NPC,20260508-NMP_final.csv,DHDDS,cholesterol storage,phenotype_protein,40003936,phenotype_protein,associated with,79947,gene/protein,DHDDS,NCBI,10878,biological_process,cholesterol storage,GO,name,name,False
1013,NPC,20260508-NMP_final.csv,miglustat,decelerated disease progression,drug_effect,40009086,drug_effect,side effect,DB00419,drug,Miglustat,DrugBank,2344,effect/phenotype,Progressive neurologic deterioration,HPO,name,suggested_name,False
1020,NPC,20260508-NMP_final.csv,miglustat,cerebellar hypometabolism progression,drug_effect,40009086,drug_effect,side effect,DB00419,drug,Miglustat,DrugBank,33744,effect/phenotype,Global cerebellar dysplasia,HPO,name,suggested_name,False
1024,NPC,20260508-NMP_final.csv,Ppt1,NPC1,protein_protein,40333988,protein_protein,ppi,5538,gene/protein,PPT1,NCBI,4864,gene/protein,NPC1,NCBI,name,name,False
1029,NPC,20260508-NMP_final.csv,JQ1,Niemann-Pick Disease Type C,indication,40565243,indication,indication,DB17021,drug,JQ1,DrugBank,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,name,name,False
1032,NPC,20260508-NMP_final.csv,JQ1,NPC1,drug_protein,40565243,drug_protein,target,DB17021,drug,JQ1,DrugBank,4864,gene/protein,NPC1,NCBI,name,name,False
1033,NPC,20260508-NMP_final.csv,JQ1,patien-dependent manner,drug_effect,40565243,drug_effect,side effect,DB17021,drug,JQ1,DrugBank,3831,effect/phenotype,Typified by age-related disease onset,HPO,name,cui_xref,False
1037,NPC,20260508-NMP_final.csv,efavirenz,Niemann-Pick disease type C,indication,40701909,indication,indication,DB00625,drug,Efavirenz,DrugBank,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,name,name,False
1040,NPC,20260508-NMP_final.csv,efavirenz,miglustat,drug_drug,40701909,drug_drug,synergistic interaction,DB00625,drug,Efavirenz,DrugBank,DB00419,drug,Miglustat,DrugBank,name,name,False
1041,NPC,20260508-NMP_final.csv,efavirenz,preservation of learning,drug_effect,40701909,drug_effect,side effect,DB00625,drug,Efavirenz,DrugBank,7612,biological_process,learning,GO,name,suggested_name,False
1042,NPC,20260508-NMP_final.csv,efavirenz,preservation of memory,drug_effect,40701909,drug_effect,side effect,DB00625,drug,Efavirenz,DrugBank,7613,biological_process,memory,GO,name,suggested_name,False
1044,NPC,20260508-NMP_final.csv,GBA1,striatum,anatomy_anatomy,40737317,anatomy_anatomy,parent-child,2629,gene/protein,GBA1,NCBI,2435,anatomy,striatum,UBERON,name,name,False
1045,NPC,20260508-NMP_final.csv,LRRK2,striatum,anatomy_anatomy,40737317,anatomy_anatomy,parent-child,120892,gene/protein,LRRK2,NCBI,2435,anatomy,striatum,UBERON,name,name,False
1052,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,increased cholesterol,disease_phenotype_positive,40869913,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,12184,effect/phenotype,Increased HDL cholesterol concentration,HPO,name,suggested_name,False
1062,NPC,NPC_additional_relations_v2.csv,systemic organ lesions,NPC1,phenotype_protein,38087834,phenotype_protein,associated with,43726,disease,multiple organ dysfunction syndrome,MONDO,4864,gene/protein,NPC1,NCBI,cui_umls_name,name,False
1068,NPC,NPC_additional_relations_v2.csv,cholesterol,cellular and systemic growth control,exposure_bioprocess,35245460,exposure_bioprocess,interacts with,DB04540,drug,Cholesterol,DrugBank,1558,biological process,regulation of cell growth,GO,name,new_cui,False
1071,NPC,NPC_additional_relations_v2.csv,Niemann-Pick Disease Type C1,lysomsomal storage disorder,disease_disease,35081253,disease_disease,parent-child,9757,disease,"Niemann-Pick disease, type C1",MONDO,2561,disease,lysosomal storage disease,MONDO,cui_xref,cui_xref,False
1074,NPC,NPC_additional_relations_v2.csv,highly heterogeneous phenotypes,NPC1,phenotype_protein,38131230,phenotype_protein,associated with,3812,effect/phenotype,Phenotypic variability,HPO,4864,gene/protein,NPC1,NCBI,cui_xref,name,False
1086,NPC,NPC_additional_relations_v2.csv,Niemann Pick type C disease,liver failure developed,disease_phenotype_positive,36265573,disease_phenotype_positive,phenotype present,18982,disease,Niemann-Pick disease type C,MONDO,1399,effect/phenotype,Hepatic failure,HPO,cui_xref,cui_xref,False
1089,NPC,NPC_additional_relations_v2.csv,Niemann Pick type C disease,hippocampal subregional atrophy,disease_phenotype_positive,34146215,disease_phenotype_positive,phenotype present,18982,disease,Niemann-Pick disease type C,MONDO,410170,effect/phenotype,Hippocampal atrophy,HPO,cui_xref,cui_xref,False
1090,NPC,NPC_additional_relations_v2.csv,Niemann Pick type C disease,smaller whole hippocampi volumes,disease_phenotype_positive,34146215,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,410170,effect/phenotype,Hippocampal atrophy,HPO,cui_umls_name,cui_umls_name,False
1091,NPC,NPC_additional_relations_v2.csv,endo-lysosomal network,endo-lysosomal network,cellcomp_protein,40026274,cellcomp_protein,interacts with,8333,cellular component,endosome to lysosome transport,GO,8333,cellular component,endosome to lysosome transport,GO,new_cui,cui_go,False
1100,NPC,NPC_additional_relations_v2.csv,miglustat,glucocerbrosi-dase 2,drug_protein,38302739,drug_protein,target,DB00419,drug,Miglustat,DrugBank,57704,gene/protein,GBA2,NCBI,name,cui_umls_name,False
1101,NPC,NPC_additional_relations_v2.csv,Niemann-Pick Disease Type C,increased membrane contact sites,disease_phenotype_positive,38302739,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,44232,cellular_component,organelle membrane contact site,GO,name,cui_umls_name,False
1103,NPC,NPC_additional_relations_v2.csv,Niemann-Pick type C disease,autosomal recessive lysosomal disorder,disease_phenotype_positive,34455703,disease_phenotype_positive,phenotype present,18982,disease,Niemann-Pick disease type C,MONDO,2561,disease,lysosomal storage disease,MONDO,cui_xref,cui_umls_name,False
1106,NPC,NPC_additional_relations_v2.csv,NPC1,cellular organelles,cellcomp_protein,34455703,cellcomp_protein,interacts with,4864,gene/protein,NPC1,NCBI,43226,cellular component,organelle,GO,name,cui_go,False
1114,NPC,NPC_additional_relations_v2.csv,Niemann-Pick Disease Type C,oculomotor dysfunction,bioprocess_protein,34086834,bioprocess_protein,interacts with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,496,effect/phenotype,Abnormality of eye movement,HPO,name,cui_xref,False
1115,NPC,NPC_additional_relations_v2.csv,Niemann-Pick type C,oculomotor dysfunction,disease_phenotype_positive,34086834,disease_phenotype_positive,phenotype present,18982,disease,Niemann-Pick disease type C,MONDO,496,effect/phenotype,Abnormality of eye movement,HPO,cui_xref,cui_xref,False
1118,NPC,NPC_additional_relations_v2.csv,Niemann-Pick disease type C,early cholestatic disease,disease_disease,34138521,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,6566,effect/phenotype,Neonatal cholestatic liver disease,HPO,name,cui_umls_name,False
1131,NPC,NPC_additional_relations_v2.csv,rare lysosomal storage disorder,Niemann-Pick Disease Type C1,disease_disease,34830064,disease_disease,parent-child,2561,disease,lysosomal storage disease,MONDO,9757,disease,"Niemann-Pick disease, type C1",MONDO,cui_xref,cui_xref,False
1134,NPC,NPC_additional_relations_v2.csv,lysosomal storage defects,NPC,disease_phenotype_positive,35016719,disease_phenotype_positive,phenotype present,2561,disease,lysosomal storage disease,MONDO,15459,disease,nasopharyngeal carcinoma,MONDO,cui_xref,cui_umls_name,False
1135,NPC,NPC_additional_relations_v2.csv,Niemann-Pick disease type C,an autosomal recessive hereditary disease,disease_disease,36199263,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,6025,disease,autosomal recessive disease,MONDO,name,cui_xref,False
1136,NPC,NPC_additional_relations_v2.csv,N-butyldeoxynojirimycin,glucosyl ceramide synthase,drug_protein,35140266,drug_protein,target,DB00419,drug,Miglustat,DrugBank,7357,gene/protein,UGCG,NCBI,cui_drugbank,cui_umls_name,True
1141,NPC,NPC_additional_relations_v2.csv,Niemann-Pick Disease Type C1,complex asparagine-linked glycosylation,disease_protein,35563467,disease_protein,associated with,9757,disease,"Niemann-Pick disease, type C1",MONDO,18279,biological process,protein N-linked glycosylation via asparagine,GO,cui_xref,new_cui,False
1142,NPC,NPC_additional_relations_v2.csv,cellular signaling,complex asparagine-linked glycosylation,disease_protein,35563467,disease_protein,associated with,1903831,biological process,signal transduction involved in cellular response to ammonium ion,GO,18279,biological process,protein N-linked glycosylation via asparagine,GO,new_cui,cui_go,False
1144,NPC,NPC_additional_relations_v2.csv,complex asparagine-linked glycosylation,"lysosome-associated membrane
protein 1",bioprocess_protein,35563467,bioprocess_protein,interacts with,18279,biological process,protein N-linked glycosylation via asparagine,GO,3916,gene/protein,LAMP1,NCBI,cui_go,cui_hgnc,False
1145,NPC,NPC_additional_relations_v2.csv,complex asparagine-linked glycosylation,MGAT5,disease_phenotype_positive,35563467,disease_phenotype_positive,phenotype present,18279,biological process,protein N-linked glycosylation via asparagine,GO,4249,gene/protein,MGAT5,NCBI,cui_go,name,False
1165,NPC,NPC_additional_relations_v2.csv,2-hydroxypropyl-ß-cyclodextrin,miglustat,drug_drug,36614015,drug_drug,synergistic interaction,DB15379,drug,Hydroxypropyl betadex,DrugBank,DB00419,drug,Miglustat,DrugBank,cui_drugbank,name,False
1166,NPC,NPC_additional_relations_v2.csv,Niemann-Pick Disease Type C,late endosome tubulation,disease_phenotype_negative,36861884,disease_phenotype_negative,phenotype absent,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,97750,biological_process,endosome membrane tubulation,GO,name,cui_umls_name,False
1167,NPC,NPC_additional_relations_v2.csv,late endosome tubulation,StARD9,bioprocess_protein,36861884,bioprocess_protein,interacts with,97750,biological process,endosome membrane tubulation,GO,57519,gene/protein,STARD9,NCBI,new_cui,name,False
1168,NPC,NPC_additional_relations_v2.csv,late endosome tubulation,NPC1,bioprocess_protein,36861884,bioprocess_protein,interacts with,97750,biological process,endosome membrane tubulation,GO,4864,gene/protein,NPC1,NCBI,cui_go,name,False
1170,NPC,NPC_additional_relations_v2.csv,Lithium,improved feeding phenotypes,drug_effect,37128603,drug_effect,side effect,D008094,exposure,Lithium,CTD,42755,biological_process,eating behavior,GO,name,cui_umls_name,False
1172,NPC,NPC_additional_relations_v2.csv,NPC1,cholesterol egress,bioprocess_protein,37440478,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,33344,biological process,cholesterol efflux,GO,name,new_cui,False
1173,NPC,NPC_additional_relations_v2.csv,NPC2,cholesterol egress,bioprocess_protein,37440478,bioprocess_protein,interacts with,10577,gene/protein,NPC2,NCBI,33344,biological process,cholesterol efflux,GO,name,cui_go,False
1174,NPC,NPC_additional_relations_v2.csv,Niemann-Pick disease type C1,intracellular sphingolipid transport,bioprocess_protein,37423302,bioprocess_protein,interacts with,9757,disease,"Niemann-Pick disease, type C1",MONDO,46624,biological process,sphingolipid transporter activity,GO,cui_xref,new_cui,False
1175,NPC,NPC_additional_relations_v2.csv,NPC1,lysosome limiting membrane,cellcomp_protein,37423302,cellcomp_protein,interacts with,4864,gene/protein,NPC1,NCBI,5765,cellular component,lysosomal membrane,GO,name,new_cui,False
1180,NPC,NPC_additional_relations_v2.csv,Niemann-Pick disease type C,progressive major organ failure,disease_phenotype_positive,37670901,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,43726,disease,multiple organ dysfunction syndrome,MONDO,name,cui_umls_name,False
1183,NPC,NPC_additional_relations_v2.csv,Fut2,elevated levels of reactive oxygen species,phenotype_protein,38550777,phenotype_protein,associated with,2524,gene/protein,FUT2,NCBI,25464,effect/phenotype,Increased reactive oxygen species production,HPO,name,cui_xref,False
1188,NPC,NPC_additional_relations_v2.csv,Niemann-Pick disease type A,enzyme acid sphingomyelinase deficiency,disease_phenotype_positive,38826605,disease_phenotype_positive,phenotype present,9756,disease,Niemann-Pick disease type A,MONDO,100464,disease,acid sphingomyelinase deficiency,MONDO,new_cui,cui_umls_name,False
1189,NPC,NPC_additional_relations_v2.csv,Niemann-Pick disease type B,enzyme acid sphingomyelinase deficiency,disease_phenotype_positive,38826605,disease_phenotype_positive,phenotype present,11871,disease,Niemann-Pick disease type B,MONDO,100464,disease,acid sphingomyelinase deficiency,MONDO,new_cui,cui_umls_name,False
1193,NPC,NPC_additional_relations_v2.csv,NPC1,cholesterol acquisition,bioprocess_protein,39183751,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,70508,biological process,cholesterol import,GO,name,new_cui,False
1201,NPC,NPC_additional_relations_v2.csv,NPC1,altered metabolites,phenotype_protein,39452896,phenotype_protein,associated with,4864,gene/protein,NPC1,NCBI,32245,effect/phenotype,Abnormal metabolism,HPO,name,cui_xref,False
1203,NPC,NPC_additional_relations_v2.csv,Niemann-Pick Disease Type C,neurofibrillary tangle pathology,disease_phenotype_positive,39502943,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,97418,cellular_component,neurofibrillary tangle,GO,name,cui_umls_name,False
1206,NPC,NPC_additional_relations_v2.csv,NPC1,macrophage efferocytosis,phenotype_protein,39547438,phenotype_protein,associated with,4864,gene/protein,NPC1,NCBI,43277,biological process,apoptotic cell clearance,GO,name,new_cui,False
1213,NPC,NPC_additional_relations_v2.csv,NPC1,lipid transport pathway,bioprocess_protein,40257496,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,6869,biological process,lipid transport,GO,name,new_cui,False
1215,NPC,NPC_additional_relations_v2.csv,Niemann Pick Type C,coginitive decline,disease_phenotype_positive,40525490,disease_phenotype_positive,phenotype present,18982,disease,Niemann-Pick disease type C,MONDO,100543,effect/phenotype,Cognitive impairment,HPO,cui_xref,cui_xref,False
1216,NPC,NPC_additional_relations_v2.csv,Niemann Pick Type C,gelastic cataplexy,disease_phenotype_positive,40525490,disease_phenotype_positive,phenotype present,18982,disease,Niemann-Pick disease type C,MONDO,2524,effect/phenotype,Cataplexy,HPO,cui_xref,cui_xref,False
1224,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,HEXA,disease_protein,10.1016/j.ymgme.2021.05.001,disease_protein,associated with,10100,disease,Tay-Sachs disease,MONDO,3073,gene/protein,HEXA,NCBI,name,name,True
1225,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,enzyme β-hexosaminidase deficiency,disease_phenotype_positive,10.3390/ijms22136751,disease_phenotype_positive,phenotype present,10100,disease,Tay-Sachs disease,MONDO,3333,effect/phenotype,Increased serum beta-hexosaminidase,HPO,name,suggested_name,True
1226,Tay-Sachs,20260521-Tay-Sachs_final.csv,Sandhoff disease,enzyme β-hexosaminidase deficiency,disease_phenotype_positive,10.3390/ijms22136751,disease_phenotype_positive,phenotype present,10006_17406,disease,Sandhoff disease,MONDO_grouped,3333,effect/phenotype,Increased serum beta-hexosaminidase,HPO,name,suggested_name,False
1228,Tay-Sachs,20260521-Tay-Sachs_final.csv,glioblastoma multiforme,HEXA,disease_protein,10.3389/fonc.2021.685893,disease_protein,associated with,18177,disease,glioblastoma,MONDO,3073,gene/protein,HEXA,NCBI,cui_umls_name,name,False
1229,Tay-Sachs,20260521-Tay-Sachs_final.csv,glioblastoma multiforme,HEXB,disease_protein,10.3389/fonc.2021.685893,disease_protein,associated with,18177,disease,glioblastoma,MONDO,3074,gene/protein,HEXB,NCBI,cui_umls_name,name,False
1231,Tay-Sachs,20260521-Tay-Sachs_final.csv,Sandhoff disease,HEXB,disease_protein,10.1007/s12031-021-01907-6,disease_protein,associated with,10006_17406,disease,Sandhoff disease,MONDO_grouped,3074,gene/protein,HEXB,NCBI,name,name,True
1232,Tay-Sachs,20260521-Tay-Sachs_final.csv,Metachromatic leukodystrophy,ARSA,disease_protein,10.1007/s12031-021-01907-6,disease_protein,associated with,14379_17809_16833_18868,disease,metachromatic leukodystrophy,MONDO_grouped,410,gene/protein,ARSA,NCBI,name,name,True
1233,Tay-Sachs,20260521-Tay-Sachs_final.csv,lysosomal storage disease,sphingolipidosis,disease_disease,10.1007/s12031-021-01907-6,disease_disease,parent-child,2561,disease,lysosomal storage disease,MONDO,19255,disease,sphingolipidosis,MONDO,name,name,False
1237,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,lower motor neuron disease,disease_disease,10.1007/s10072-021-05757-3,disease_disease,parent-child,10100,disease,Tay-Sachs disease,MONDO,20128,disease,motor neuron disorder,MONDO,name,cui_xref,False
1239,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,neurodegeneration,disease_phenotype_positive,10.5546/aap.2022.eng.e25,disease_phenotype_positive,phenotype present,10100,disease,Tay-Sachs disease,MONDO,2180,effect/phenotype,Neurodegeneration,HPO,name,name,False
1240,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,macrocephaly,disease_phenotype_positive,10.5546/aap.2022.eng.e25,disease_phenotype_positive,phenotype present,10100,disease,Tay-Sachs disease,MONDO,256,effect/phenotype,Macrocephaly,HPO,name,name,False
1241,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,cherry-red spot,disease_phenotype_positive,10.5546/aap.2022.eng.e25,disease_phenotype_positive,phenotype present,10100,disease,Tay-Sachs disease,MONDO,10729,effect/phenotype,Cherry red spot of the macula,HPO,name,suggested_name,True
1246,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,axonal degeneration,disease_phenotype_positive,10.3389/fmolb.2022.892248,disease_phenotype_positive,phenotype present,10100,disease,Tay-Sachs disease,MONDO,40078,effect/phenotype,Axonal degeneration,HPO,name,name,False
1249,Tay-Sachs,20260521-Tay-Sachs_final.csv,gangliosidoses,macrocephaly,disease_phenotype_positive,10.1016/j.gim.2022.09.001,disease_phenotype_positive,phenotype present,17719,disease,gangliosidosis,MONDO,256,effect/phenotype,Macrocephaly,HPO,suggested_name,name,False
1250,Tay-Sachs,20260521-Tay-Sachs_final.csv,gangliosidoses,hypotonia,disease_phenotype_positive,10.1016/j.gim.2022.09.001,disease_phenotype_positive,phenotype present,17719,disease,gangliosidosis,MONDO,1252,effect/phenotype,Hypotonia,HPO,suggested_name,name,False
1257,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,metabolic disease,disease_disease,10.3390/jpm13081222,disease_disease,parent-child,10100,disease,Tay-Sachs disease,MONDO,5066,disease,metabolic disease,MONDO,name,name,False
1265,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,seizures,disease_phenotype_positive,10.7759/cureus.51797,disease_phenotype_positive,phenotype present,10100,disease,Tay-Sachs disease,MONDO,1250,effect/phenotype,Seizure,HPO,name,cui_xref,True
1267,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,Sandhoff disease,disease_disease,10.1515/nipt-2023-0027,disease_disease,parent-child,10100,disease,Tay-Sachs disease,MONDO,10006_17406,disease,Sandhoff disease,MONDO_grouped,name,name,False
1271,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,SNCA,disease_protein,10.1371/journal.pone.0319401,disease_protein,associated with,10100,disease,Tay-Sachs disease,MONDO,6622,gene/protein,SNCA,NCBI,name,name,False
1272,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,APOE,disease_protein,10.1371/journal.pone.0319401,disease_protein,associated with,10100,disease,Tay-Sachs disease,MONDO,348,gene/protein,APOE,NCBI,name,name,False
1273,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,CD44,disease_protein,10.1371/journal.pone.0319401,disease_protein,associated with,10100,disease,Tay-Sachs disease,MONDO,960,gene/protein,CD44,NCBI,name,name,False
1274,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,ITGB5,disease_protein,10.1371/journal.pone.0319401,disease_protein,associated with,10100,disease,Tay-Sachs disease,MONDO,3693,gene/protein,ITGB5,NCBI,name,name,False
1277,Tay-Sachs,20260521-Tay-Sachs_final.csv,Tay-Sachs disease,neuroinflammation,disease_phenotype_positive,10.1007/s12031-025-02395-8,disease_phenotype_positive,phenotype present,10100,disease,Tay-Sachs disease,MONDO,33429,effect/phenotype,Neuroinflammation,HPO,name,name,False
