Unnamed: 0.1,Unnamed: 0,anchor_group_name,legacy_lookup_status,legacy_conflict_names,Expert review,anchor_group_idx,decision_auto,proposed_group_name_auto,cutoff,cluster_size,cluster_member_idx,cluster_member_name,reviewer_final_group_name,cui,member_name
11,286,"Charcot-Marie-Tooth disease, axonal, autosomal recessive, type 2a2b;",found,,no,2534.0,yes,"Charcot-Marie-Tooth disease, axonal, autosomal recessive",0.98,2.0,2534|4628,"Charcot-Marie-Tooth disease, axonal, autosomal recessive, type 2a2b;",,C4310725,"Charcot-Marie-Tooth disease, axonal, autosomal recessive, type 2a2b;"
12,286,"Charcot-Marie-Tooth disease, axonal, autosomal recessive, type 2a2b;",found,,no,2534.0,yes,"Charcot-Marie-Tooth disease, axonal, autosomal recessive",0.98,2.0,2534|4628,"Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, autosomal recessive",,C4729446,"Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, autosomal recessive"
13,313,inflammatory poikiloderma with hair abnormalities and acral keratoses,missing,,no,3016.0,yes,inflammatory poikiloderma with hair abnormalities and acral keratoses,0.98,2.0,3016|17112,inflammatory poikiloderma with hair abnormalities and acral keratoses || focal palmoplantar keratoderma with joint keratoses,,C5774293,inflammatory poikiloderma with hair abnormalities and acral keratoses
13,313,inflammatory poikiloderma with hair abnormalities and acral keratoses,missing,,no,3016.0,yes,inflammatory poikiloderma with hair abnormalities and acral keratoses,0.98,2.0,3016|17112,inflammatory poikiloderma with hair abnormalities and acral keratoses || focal palmoplantar keratoderma with joint keratoses,,C4755302,focal palmoplantar keratoderma with joint keratoses
14,327,obsessive-compulsive disorder,found,,no,3184.0,yes,obsessive-compulsive disorder,0.98,2.0,3184|18387,obsessive-compulsive disorder || obsessive-compulsive personality disorder,,C0028768,obsessive-compulsive disorder
14,327,obsessive-compulsive disorder,found,,no,3184.0,yes,obsessive-compulsive disorder,0.98,2.0,3184|18387,obsessive-compulsive disorder || obsessive-compulsive personality disorder,,C0009595,obsessive-compulsive personality disorder
15,350,familial cylindromatosis,missing,,no,3542.0,yes,familial cylindromatosis,0.98,2.0,3542|13522,familial cylindromatosis || familial polycythemia,,C1851526,familial cylindromatosis
15,350,familial cylindromatosis,missing,,no,3542.0,yes,familial cylindromatosis,0.98,2.0,3542|13522,familial cylindromatosis || familial polycythemia,,C0152264,familial polycythemia
16,358,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",missing,,no,3635.0,yes,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",0.98,2.0,3635|24440,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities || neurodegeneration, infantile-onset, with optic atrophy and brain abnormalities",,C4310634,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities"
16,358,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",missing,,no,3635.0,yes,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",0.98,2.0,3635|24440,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities || neurodegeneration, infantile-onset, with optic atrophy and brain abnormalities",,C5975477,"neurodegeneration, infantile-onset, with optic atrophy and brain abnormalities"
17,370,MEGF10-related myopathy,missing,,no,3973.0,yes,MEGF10-related myopathy,0.98,2.0,3973|5172,MEGF10-related myopathy || MEGF8-related Carpenter syndrome,,not found,MEGF10-related myopathy
17,370,MEGF10-related myopathy,missing,,no,3973.0,yes,MEGF10-related myopathy,0.98,2.0,3973|5172,MEGF10-related myopathy || MEGF8-related Carpenter syndrome,,not found,MEGF8-related Carpenter syndrome
18,380,craniofacial dyssynostosis,missing,,no,4127.0,yes,craniofacial dyssynostosis,0.98,2.0,4127|13601,craniofacial dyssynostosis || craniofacial dystonia,,C1857511,craniofacial dyssynostosis
18,380,craniofacial dyssynostosis,missing,,no,4127.0,yes,craniofacial dyssynostosis,0.98,2.0,4127|13601,craniofacial dyssynostosis || craniofacial dystonia,,C4023011,craniofacial dystonia
19,381,"ptosis, hereditary congenital",found,,no,4131.0,yes,"ptosis, hereditary congenital",0.98,2.0,4131|5037,"ptosis, hereditary congenital || facial paresis, hereditary congenital",,C1867438,"ptosis, hereditary congenital"
19,381,"ptosis, hereditary congenital",found,,no,4131.0,yes,"ptosis, hereditary congenital",0.98,2.0,4131|5037,"ptosis, hereditary congenital || facial paresis, hereditary congenital",,C1858717,"facial paresis, hereditary congenital"
20,384,neuroferritinopathy,missing,,no,4253.0,yes,neuroferritinopathy,0.98,2.0,4253|10825,neuroferritinopathy || neurocristopathy,,C1853578,neuroferritinopathy
20,384,neuroferritinopathy,missing,,no,4253.0,yes,neuroferritinopathy,0.98,2.0,4253|10825,neuroferritinopathy || neurocristopathy,,not found,neurocristopathy
21,429,familial visceral amyloidosis,missing,,no,5418.0,yes,familial visceral amyloidosis,0.98,2.0,5418|9279,familial visceral amyloidosis || familial visceral myopathy,,C0268389,familial visceral amyloidosis
21,429,familial visceral amyloidosis,missing,,no,5418.0,yes,familial visceral amyloidosis,0.98,2.0,5418|9279,familial visceral amyloidosis || familial visceral myopathy,,C0266833,familial visceral myopathy
22,435,CBL-related disorder,missing,,no,5581.0,yes,CBL-related disorder,0.98,2.0,5581|13688,CBL-related disorder || CTSC-related disorder,,not found,CBL-related disorder
22,435,CBL-related disorder,missing,,no,5581.0,yes,CBL-related disorder,0.98,2.0,5581|13688,CBL-related disorder || CTSC-related disorder,,not found,CTSC-related disorder
23,444,Pick disease,missing,,no,5886.0,yes,Pick disease,0.98,2.0,5886|6707,Pick disease || Coats disease,,C0236642,Pick disease
23,444,Pick disease,missing,,no,5886.0,yes,Pick disease,0.98,2.0,5886|6707,Pick disease || Coats disease,,C0154832,Coats disease
24,485,osteoporosis,missing,,no,6911.0,yes,osteoporosis,0.98,2.0,6911|13614,osteoporosis || osteopetrosis,,C0029456,osteoporosis
24,485,osteoporosis,missing,,no,6911.0,yes,osteoporosis,0.98,2.0,6911|13614,osteoporosis || osteopetrosis,,C0029454,osteopetrosis
25,557,yellow fever,missing,,no,8678.0,yes,yellow fever,0.98,2.0,8678|10686,yellow fever || spotted fever,,C0043395,yellow fever
25,557,yellow fever,missing,,no,8678.0,yes,yellow fever,0.98,2.0,8678|10686,yellow fever || spotted fever,,C0038041,spotted fever
26,578,cystinosis,missing,,no,8840.0,yes,cystinosis,0.98,2.0,8840|10848,cystinosis || cystitis,,C4316899,cystinosis
26,578,cystinosis,missing,,no,8840.0,yes,cystinosis,0.98,2.0,8840|10848,cystinosis || cystitis,,C0010692,cystitis
27,584,idiopathic pulmonary fibrosis,missing,,no,8920.0,yes,idiopathic pulmonary fibrosis,0.98,3.0,8920|21445|25382,"idiopathic pulmonary fibrosis || idiopathic pulmonary artery dilatation || idiopathic pulmonary fibrosis, dog",,C1800706,idiopathic pulmonary fibrosis
27,584,idiopathic pulmonary fibrosis,missing,,no,8920.0,yes,idiopathic pulmonary fibrosis,0.98,3.0,8920|21445|25382,"idiopathic pulmonary fibrosis || idiopathic pulmonary artery dilatation || idiopathic pulmonary fibrosis, dog",,C1384816,idiopathic pulmonary artery dilatation
27,584,idiopathic pulmonary fibrosis,missing,,no,8920.0,yes,idiopathic pulmonary fibrosis,0.98,3.0,8920|21445|25382,"idiopathic pulmonary fibrosis || idiopathic pulmonary artery dilatation || idiopathic pulmonary fibrosis, dog",,not found,"idiopathic pulmonary fibrosis, dog"
28,586,pleomorphic liposarcoma,missing,,no,8963.0,yes,pleomorphic liposarcoma,0.98,3.0,8963|15533|17277,pleomorphic liposarcoma || pleomorphic carcinoma || pleomorphic lipoma,,C0205825,pleomorphic liposarcoma
28,586,pleomorphic liposarcoma,missing,,no,8963.0,yes,pleomorphic liposarcoma,0.98,3.0,8963|15533|17277,pleomorphic liposarcoma || pleomorphic carcinoma || pleomorphic lipoma,,C0334233,pleomorphic carcinoma
28,586,pleomorphic liposarcoma,missing,,no,8963.0,yes,pleomorphic liposarcoma,0.98,3.0,8963|15533|17277,pleomorphic liposarcoma || pleomorphic carcinoma || pleomorphic lipoma,,C0205823,pleomorphic lipoma
29,594,bullous lichen planus,conflict,lichen myxedematosus|lichen planus,no,9054.0,yes,bullous lichen planus,0.98,4.0,9054|21611|21612|22119,bullous lichen planus || linear lichen planus || actinic lichen planus || nodular lichen myxedematosus,,C0023648,bullous lichen planus
29,594,bullous lichen planus,conflict,lichen myxedematosus|lichen planus,no,9054.0,yes,bullous lichen planus,0.98,4.0,9054|21611|21612|22119,bullous lichen planus || linear lichen planus || actinic lichen planus || nodular lichen myxedematosus,,C0023650,linear lichen planus
29,594,bullous lichen planus,conflict,lichen myxedematosus|lichen planus,no,9054.0,yes,bullous lichen planus,0.98,4.0,9054|21611|21612|22119,bullous lichen planus || linear lichen planus || actinic lichen planus || nodular lichen myxedematosus,,C0406365,actinic lichen planus
29,594,bullous lichen planus,conflict,lichen myxedematosus|lichen planus,no,9054.0,yes,bullous lichen planus,0.98,4.0,9054|21611|21612|22119,bullous lichen planus || linear lichen planus || actinic lichen planus || nodular lichen myxedematosus,,C4273968,nodular lichen myxedematosus
30,599,lichen amyloidosis,found,,no,9104.0,yes,lichen amyloidosis,0.98,2.0,9104|14637,lichen amyloidosis || lichen myxedematosus,,C5779561,lichen amyloidosis
30,599,lichen amyloidosis,found,,no,9104.0,yes,lichen amyloidosis,0.98,2.0,9104|14637,lichen amyloidosis || lichen myxedematosus,,C5848049,lichen myxedematosus
31,661,familial melanoma,missing,,no,9855.0,yes,familial melanoma,0.98,2.0,9855|22833,familial melanoma || familial prostate carcinoma,,C2314896,familial melanoma
31,661,familial melanoma,missing,,no,9855.0,yes,familial melanoma,0.98,2.0,9855|22833,familial melanoma || familial prostate carcinoma,,not found,familial prostate carcinoma
32,737,anemia,missing,,no,10504.0,yes,anemia,0.98,2.0,10504|16531,anemia || anuria,,C0002871,anemia
