node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert,group_id_source
100073,disease,methicillin-resistant staphylococcus aureus infectious disease,MONDO,methicillin-resistant staphylococcus aureus infectious disease,methicillin-resistant staphylococcus aureus infectious disease,,
21104,disease,alcoholic fatty liver disease,MONDO,alcoholic fatty liver disease,alcoholic fatty liver disease,,
5582,disease,binge eating disorder,MONDO,binge eating disorder,binge eating disorder,,
3482,disease,Pediculus humanus corporis infestation,MONDO,Pediculus humanus corporis infestation,Pediculus humanus corporis infestation,,
6120,disease,C-cell hyperplasia,MONDO,C-cell hyperplasia,C-cell hyperplasia,,
44903,disease,myelofibrosis,MONDO,myelofibrosis,myelofibrosis,,
1239,disease,anemia of prematurity,MONDO,anemia of prematurity,anemia of prematurity,,
1555,disease,neonatal thyrotoxicosis,MONDO,neonatal thyrotoxicosis,neonatal thyrotoxicosis,,
5556,disease,lupus nephritis,MONDO,lupus nephritis,lupus nephritis,,
5890,disease,osteitis fibrosa,MONDO,osteitis fibrosa,osteitis fibrosa,,
5670,disease,blackwater fever,MONDO,blackwater fever,blackwater fever,,
23597,disease,laryngeal papillomatosis,MONDO,laryngeal papillomatosis,laryngeal papillomatosis,,
850353,disease,castration-resistant prostate carcinoma,MONDO,castration-resistant prostate carcinoma,castration-resistant prostate carcinoma,,
4728,disease,diabetic macular edema,MONDO,diabetic macular edema,diabetic macular edema,,
600008,disease,cytokine release syndrome,MONDO,cytokine release syndrome,cytokine release syndrome,,
450,disease,secondary progressive multiple sclerosis,MONDO,secondary progressive multiple sclerosis,secondary progressive multiple sclerosis,,
41447,disease,metastatic malignant neoplasm in the colon,MONDO,metastatic malignant neoplasm in the colon,metastatic malignant neoplasm in the colon,,
1821,disease,hypoactive sexual desire disorder,MONDO,hypoactive sexual desire disorder,hypoactive sexual desire disorder,,
35735,disease,acquired hemophilia A,MONDO,acquired hemophilia,acquired hemophilia,19139_35735_35736,bert_join
451,disease,primary progressive multiple sclerosis,MONDO,primary progressive multiple sclerosis,primary progressive multiple sclerosis,,
20334,disease,mast cell leukemia,MONDO,mast cell leukemia,mast cell leukemia,,
15597,disease,pustulosis palmaris et plantaris,MONDO,pustulosis palmaris et plantaris,pustulosis palmaris et plantaris,,
2048,disease,thrombocytopenia due to immune destruction,MONDO,thrombocytopenia,thrombocytopenia,7075_12775_14837_8555_958333_44316_10120_30867_14536_958325_10744_958000_10743_957572_10308_957578_19031_2049_589_24280_1010080_1010662_1010659_1010660_1010661_2048_8556_1012895,bert_join
2594,disease,monkeypox,MONDO,monkeypox,monkeypox,,
5720,disease,cowpox,MONDO,cowpox,cowpox,,
19467,disease,CD4+/CD56+ hematodermic neoplasm,MONDO,CD4+/CD56+ hematodermic neoplasm,CD4+/CD56+ hematodermic neoplasm,,
100482,disease,extensively drug-resistant tuberculosis,MONDO,extensively drug-resistant tuberculosis,extensively drug-resistant tuberculosis,,
6805,disease,intermediate coronary syndrome,MONDO,intermediate coronary syndrome,intermediate coronary syndrome,,
1261,disease,Mobitz type II atrioventricular block,MONDO,Mobitz type II atrioventricular block,Mobitz type II atrioventricular block,,
20806,disease,sinoatrial block,MONDO,sinoatrial block,sinoatrial block,,
100481,disease,active tuberculosis,MONDO,active tuberculosis,active tuberculosis,,
1866,disease,bipolar I disorder,MONDO,bipolar I disorder,bipolar I disorder,,
18485,disease,"glycogen storage disease due to acid maltase deficiency, late-onset",MONDO,glycogen storage disease,glycogen storage disease,13291_13587_9868_9288_12693_10392_9295_13047_13091_13046_9293_9216_10598_9291_9287_9865_10362_9292_9294_9290_12747_2413_20693_17694_16527_6938_23258_700291_514_1011419_18485_17697_17698_17700_17695_17696_17699_17701_100439_800302_1010698_1010699_1010703_1010704_1010717_1010849_1010850_1010851_1010852_1010853_1011518_1012605_1012606_1012607,bert_join
100431,disease,migraine without aura,MONDO,migraine without aura,migraine without aura,,
5367,disease,heroin dependence,MONDO,heroin dependence,heroin dependence,,
5416,disease,"osteoarthritis, knee",MONDO,"osteoarthritis, knee",osteoarthritis,2257_5178_1331_1010266_1012186_5416_6629_24378_17461_6630_6632_3716_6631,bert_join
6624,disease,overactive bladder,MONDO,overactive bladder,overactive bladder,,
6629,disease,"osteoarthritis, hip",MONDO,"osteoarthritis, hip",osteoarthritis,2257_5178_1331_1010266_1012186_5416_6629_24378_17461_6630_6632_3716_6631,bert_join
5689,disease,cannabis dependence,MONDO,cannabis dependence,cannabis dependence,,
1119,disease,premature menopause,MONDO,premature menopause,premature menopause,,
1957,disease,critical illness polyneuropathy,MONDO,critical illness polyneuropathy,critical illness polyneuropathy,,
2046,disease,alcohol abuse,MONDO,alcohol abuse,alcohol abuse,,
495,disease,oppositional defiant disorder,MONDO,oppositional defiant disorder,oppositional defiant disorder,,
16216,disease,adult hepatocellular carcinoma,MONDO,adult hepatocellular carcinoma,adult hepatocellular carcinoma,,
2698,disease,testicular gonadoblastoma,MONDO,testicular gonadoblastoma,testicular gonadoblastoma,,
748,disease,mastoiditis,MONDO,mastoiditis,mastoiditis,,
1210,disease,enophthalmos,MONDO,enophthalmos,enophthalmos,,
20356,disease,coloboma of iris,MONDO,coloboma of iris,coloboma of iris,,
4585,disease,polyhydramnios,MONDO,polyhydramnios,polyhydramnios,,
20439,disease,patent foramen ovale,MONDO,patent foramen ovale,patent foramen ovale,,
6795,disease,hypersplenism,MONDO,hypersplenism,hypersplenism,,
1552,disease,dyscalculia,MONDO,dyscalculia,dyscalculia,,
21643,disease,mesenteric varices,MONDO,mesenteric varices,well differentiated papillary mesothelioma,6861_3688_21643,bert_join
1911,disease,tracheal calcification,MONDO,tracheal calcification,tracheal calcification,,
5541,disease,spondylolysis,MONDO,spondylolysis,spondylolysis,,
20419,disease,pulmonary artery hypoplasia,MONDO,pulmonary artery hypoplasia,pulmonary artery hypoplasia,,
6498,disease,adenomatous colon polyp,MONDO,adenomatous colon polyp,adenomatous colon polyp,,
6345,disease,palmar fibromatosis,MONDO,palmar fibromatosis,palmar fibromatosis,,
138,disease,metaphyseal chondrodysplasia,MONDO,metaphyseal chondrodysplasia,metaphyseal chondrodysplasia,7982_9597_10280_8340_1010296_138_4328,bert_join
3362,disease,cutaneous leiomyosarcoma,MONDO,cutaneous leiomyosarcoma,cutaneous leiomyosarcoma,,
17106,disease,retrocerebellar cyst,MONDO,retrocerebellar cyst,retrocerebellar cyst,,
1065,disease,supine hypotensive syndrome,MONDO,supine hypotensive syndrome,supine hypotensive syndrome,,
6354,disease,parathyroid hyperplasia,MONDO,parathyroid hyperplasia,prolactin producing pituitary gland tumor,17733_21064_37735_6354,bert_join
6637,disease,acute kidney tubular necrosis,MONDO,acute kidney tubular necrosis,acute kidney tubular necrosis,,
6726,disease,diaphragmatic eventration,MONDO,diaphragmatic eventration,diaphragmatic eventration,,
6123,disease,cardiac rhabdomyoma,MONDO,cardiac rhabdomyoma,cardiac rhabdomyoma,,
3304,disease,plexiform neurofibroma,MONDO,plexiform neurofibroma,plexiform neurofibroma,,
7122,disease,anisocoria,MONDO,anisocoria,anisocoria,,
5997,disease,tricuspid valve stenosis,MONDO,tricuspid valve stenosis,tricuspid valve stenosis,,
5489,disease,dyslexia,MONDO,dyslexia,dyslexia,,
671,disease,finger agnosia,MONDO,finger agnosia,finger agnosia,,
3038,disease,dysgraphia,MONDO,dysgraphia,dysgraphia,,
680,disease,astereognosia,MONDO,astereognosia,astereognosia,,
1617,disease,transient global amnesia,MONDO,transient global amnesia,transient global amnesia,,
19665,disease,monostotic fibrous dysplasia,MONDO,monostotic fibrous dysplasia,monostotic fibrous dysplasia,,
2660,disease,blepharochalasis,MONDO,blepharochalasis,blepharochalasis,,
19808,disease,aortic valve atresia,MONDO,aortic valve atresia,aortic valve atresia,,
15249,disease,mitral atresia disorder,MONDO,mitral atresia disorder,mitral atresia disorder,,
20429,disease,cor triatriatum dexter,MONDO,cor triatriatum dexter,cor triatriatum dexter,,
20398,disease,congenital mitral stenosis,MONDO,congenital mitral stenosis,congenital mitral stenosis,,
19807,disease,mesocardia,MONDO,mesocardia,mesocardia,,
21902,disease,aortopulmonary window,MONDO,aortopulmonary window,aortopulmonary window,,
18936,disease,osteoblastoma,MONDO,osteoblastoma,osteoblastoma,,
18815,disease,aneurysmal bone cyst,MONDO,aneurysmal bone cyst,aneurysmal bone cyst,,
12494,disease,testicular microlithiasis,MONDO,testicular microlithiasis,testicular microlithiasis,,
1882,disease,bacteriuria,MONDO,bacteriuria,bacteriuria,,
1478,disease,anisometropia,MONDO,anisometropia,anisometropia,,
4697,disease,esophageal leukoplakia,MONDO,esophageal leukoplakia,esophageal leukoplakia,,
8095,disease,nevus anemicus,MONDO,nevus anemicus,nevus anemicus,,
1447,disease,detrusor sphincter dyssynergia,MONDO,detrusor sphincter dyssynergia,detrusor sphincter dyssynergia,,
1603,disease,paralytic lagophthalmos,MONDO,paralytic lagophthalmos,paralytic lagophthalmos,,
1623,disease,cicatricial lagophthalmos,MONDO,cicatricial lagophthalmos,cicatricial lagophthalmos,,
6190,disease,endolymphatic sac tumor,MONDO,endolymphatic sac tumor,endolymphatic sac tumor,,
541,disease,jejunal adenocarcinoma,MONDO,jejunal adenocarcinoma,jejunal adenocarcinoma,,
2205,disease,vulvar melanoma,MONDO,vulvar melanoma,vulvar melanoma,,
4997,disease,chondroblastoma,MONDO,chondroblastoma,chondroblastoma,,
15386,disease,epignathus,MONDO,epignathus,epignathus,,
6714,disease,coronary aneurysm,MONDO,coronary aneurysm,coronary aneurysm,,
20773,disease,cerebrospinal fluid rhinorrhea,MONDO,cerebrospinal fluid rhinorrhea,cerebrospinal fluid rhinorrhea,,
21718,disease,polyneuritis,MONDO,polyneuritis,polyneuritis,,
7074,disease,ainhum,MONDO,ainhum,ainhum,,
24246,disease,syringofibroadenoma,MONDO,syringofibroadenoma,syringofibroadenoma,,
3367,disease,gastric leiomyosarcoma,MONDO,gastric leiomyosarcoma,gastric leiomyosarcoma,,
1143,disease,paralytic strabismus,MONDO,paralytic strabismus,paralytic strabismus,,
3805,disease,malignant pericardial mesothelioma,MONDO,malignant pericardial mesothelioma,malignant pericardial mesothelioma,,
18193,disease,testicular teratoma,MONDO,testicular teratoma,testicular teratoma,,
21642,disease,vulval varices,MONDO,vulval varices,vulval varices,,
6947,disease,renovascular hypertension,MONDO,renovascular hypertension,renovascular hypertension,,
6589,disease,occupational dermatitis,MONDO,occupational dermatitis,occupational dermatitis,,
17087,disease,neurenteric cyst,MONDO,neurenteric cyst,neurenteric cyst,,
6995,disease,tethered spinal cord syndrome,MONDO,tethered spinal cord syndrome,tethered spinal cord syndrome,,
24377,disease,"circadian rhythm sleep disorder, delayed sleep phase type",MONDO,"circadian rhythm sleep disorder, delayed sleep phase type","circadian rhythm sleep disorder, delayed sleep phase type",,
24378,disease,"circadian rhythm sleep disorder, advanced sleep phase type",MONDO,"circadian rhythm sleep disorder, advanced sleep phase type",osteoarthritis,2257_5178_1331_1010266_1012186_5416_6629_24378_17461_6630_6632_3716_6631,bert_join
3197,disease,granular cell carcinoma,MONDO,granular cell carcinoma,granular cell carcinoma,,
17461,disease,familial isolated clinodactyly of fingers,MONDO,familial isolated clinodactyly of fingers,osteoarthritis,2257_5178_1331_1010266_1012186_5416_6629_24378_17461_6630_6632_3716_6631,bert_join
20531,disease,long chain acyl-CoA dehydrogenase deficiency,MONDO,long chain acyl-CoA dehydrogenase deficiency,long chain acyl-CoA dehydrogenase deficiency,,
3969,disease,amphetamine abuse,MONDO,amphetamine abuse,amphetamine abuse,,
3012,disease,sarcomatoid renal cell carcinoma,MONDO,sarcomatoid renal cell carcinoma,sarcomatoid renal cell carcinoma,,
5220,disease,collecting duct carcinoma,MONDO,collecting duct carcinoma,collecting duct carcinoma,,
8705,disease,lysosomal acid phosphatase deficiency,MONDO,lysosomal acid phosphatase deficiency,lysosomal acid phosphatase deficiency,,
6044,disease,nephrosclerosis,MONDO,nephrosclerosis,nephrosclerosis,,
5396,disease,thoracic aortic aneurysm,MONDO,thoracic aortic aneurysm,thoracic aortic aneurysm,,
800357,disease,"hyperpigmentation, progressive cribriform and zosteriform",MONDO,"hyperpigmentation, progressive cribriform and zosteriform","hyperpigmentation, progressive cribriform and zosteriform",,
7648,disease,hereditary diffuse gastric adenocarcinoma,MONDO,hereditary diffuse gastric adenocarcinoma,hereditary diffuse gastric adenocarcinoma,,
800350,disease,left ventricular noncompaction 4,MONDO,left ventricular noncompaction,left ventricular noncompaction,14163_14042_12285_11403_14152_18901_800350_800351_800346,bert_join
20354,disease,coloboma of choroid and retina,MONDO,coloboma of choroid and retina,coloboma of choroid and retina,,
16693,disease,subependymal giant cell astrocytoma,MONDO,subependymal giant cell astrocytoma,subependymal giant cell astrocytoma,,
3999,disease,juvenile pilocytic astrocytoma,MONDO,juvenile pilocytic astrocytoma,juvenile pilocytic astrocytoma,2913_2578_1011458_1011690_3999,bert_join
16687,disease,protoplasmic astrocytoma,MONDO,protoplasmic astrocytoma,retinal degeneration,5650_4580_5434_16687,bert_join
16689,disease,gemistocytic astrocytoma,MONDO,gemistocytic astrocytoma,gemistocytic astrocytoma,,
16688,disease,fibrillary astrocytoma,MONDO,fibrillary astrocytoma,fibrillary astrocytoma,,
13213,disease,"hearing loss, cisplatin-induced, susceptibility to",MONDO,"hearing loss, cisplatin-induced, susceptibility to","hearing loss, cisplatin-induced, susceptibility to",,
14265,disease,Alzheimer disease 18,MONDO,Alzheimer disease,Alzheimer disease,12321_7088_7089_11513_11194_11913_12153_11743_4975_1011443_1011461_14265_100295_10422_11401_11561_11647_11777_12344_12609_12630_12631_14036_14316_1011460_1011462_1011463_1012917_1012926_1012927_1012928_1012929_1012938_1012949_1012950_1012951,bert_join
24612,disease,manic bipolar affective disorder,MONDO,manic bipolar affective disorder,manic bipolar affective disorder,,
5224,disease,acute myeloblastic leukemia without maturation,MONDO,acute myeloblastic leukemia without maturation,acute myeloblastic leukemia without maturation,,
20320,disease,acute myeloblastic leukemia with maturation,MONDO,acute myeloblastic leukemia with maturation,acute myeloblastic leukemia with maturation,,
7027,disease,metabolic dysfunction-associated steatohepatitis,MONDO,metabolic dysfunction-associated steatohepatitis,metabolic dysfunction-associated steatohepatitis,,
6857,disease,middle cerebral artery infarction,MONDO,middle cerebral artery infarction,middle cerebral artery infarction,,
12048,disease,endogenous depression,MONDO,endogenous depression,endogenous depression,,
2444,disease,melancholia,MONDO,melancholia,melancholia,,
24614,disease,neurotic depression,MONDO,neurotic depression,neurotic depression,,
800201,disease,"baldness, male pattern",MONDO,"baldness, male pattern","baldness, male pattern",,
4456,disease,cocaine abuse,MONDO,cocaine abuse,cocaine abuse,,
5186,disease,cocaine dependence,MONDO,cocaine dependence,cocaine dependence,,
20689,disease,AIDS dementia complex,MONDO,AIDS dementia complex,AIDS dementia complex,,
1540,disease,bagassosis,MONDO,bagassosis,bagassosis,,
16682,disease,giant cell glioblastoma,MONDO,giant cell glioblastoma,giant cell glioblastoma,,
6643,disease,alcoholic cardiomyopathy,MONDO,alcoholic cardiomyopathy,alcoholic cardiomyopathy,,
1625,disease,corpus luteum cyst,MONDO,corpus luteum cyst,corpus luteum cyst,,
20635,disease,anaplastic meningioma,MONDO,anaplastic meningioma,anaplastic meningioma,,
3054,disease,benign meningioma,MONDO,benign meningioma,benign meningioma,,
4145,disease,meningothelial meningioma,MONDO,meningothelial meningioma,meningothelial meningioma,,
4144,disease,fibrous meningioma,MONDO,fibrous meningioma,fibrous meningioma,,
4143,disease,psammomatous meningioma,MONDO,psammomatous meningioma,psammomatous meningioma,,
3918,disease,angiomatous meningioma,MONDO,angiomatous meningioma,angiomatous meningioma,,
4146,disease,transitional meningioma,MONDO,transitional meningioma,transitional meningioma,,
1275,disease,spinal meningioma,MONDO,spinal meningioma,spinal meningioma,,
4022,disease,parasagittal meningioma,MONDO,parasagittal meningioma,parasagittal meningioma,,
2888,disease,intraorbital meningioma,MONDO,intraorbital meningioma,intraorbital meningioma,,
4446,disease,olfactory groove meningioma,MONDO,olfactory groove meningioma,olfactory groove meningioma,,
3055,disease,secretory meningioma,MONDO,secretory meningioma,secretory meningioma,,
3058,disease,microcystic meningioma,MONDO,microcystic meningioma,familial hyperreninemic hypoaldosteronism,,
100459,disease,azoospermia,MONDO,azoospermia,azoospermia,,
2461,disease,membranoproliferative glomerulonephritis,MONDO,membranoproliferative glomerulonephritis,membranoproliferative glomerulonephritis,9845_19768_1011363_2461,bert_join
