node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert,group_id_source
23113,disease,familial colorectal cancer,MONDO,familial colorectal cancer,familial colorectal cancer,18604_23113,legacy_exact_members
21400,disease,polyp of colon,MONDO,polyp of colon,polyp of colon,,
6161,disease,colorectal juvenile polyp,MONDO,colorectal juvenile polyp,colorectal juvenile polyp,,
6162,disease,colorectal neuroendocrine tumor G1,MONDO,colorectal neuroendocrine tumor G1,colorectal neuroendocrine tumor G1,,
6164,disease,colorectal sessile serrated adenoma/polyp,MONDO,colorectal sessile serrated adenoma/polyp,colorectal sessile serrated adenoma/polyp,21392_6164_18448,bert_join
6165,disease,colorectal squamous cell carcinoma,MONDO,colorectal squamous cell carcinoma,colorectal squamous cell carcinoma,,
6231,disease,gastrointestinal hamartoma,MONDO,gastrointestinal hamartoma,paraganglioma,11121_32767_32771_13602_8192_7273_11544_19122_35764_2749_6231_448_10340_10343_19668,bert_join
6258,disease,juvenile polyp,MONDO,juvenile polyp,juvenile polyp,,
6160,disease,colorectal hamartoma,MONDO,colorectal hamartoma,colorectal hamartoma,,
5073,disease,melanocytic nevus,MONDO,melanocytic nevus,melanocytic nevus,2486_5073_19241,bert_join
21335,disease,carcinoma of duodenum,MONDO,carcinoma of duodenum,carcinoma of duodenum,,
2973,disease,epithelioid cell melanoma,MONDO,epithelioid cell melanoma,vulvar intraepithelial neoplasia,2973_5198_3568,bert_join
6352,disease,paranasal sinus adenoid cystic carcinoma,MONDO,paranasal sinus adenoid cystic carcinoma,paranasal sinus adenoid cystic carcinoma,,
3549,disease,adenosquamous bile duct carcinoma,MONDO,adenosquamous bile duct carcinoma,adenosquamous bile duct carcinoma,,
24478,disease,mesenchymal hamartoma,MONDO,mesenchymal hamartoma,mesenchymal hamartoma,,
24483,disease,urothelial hyperplasia,MONDO,urothelial hyperplasia,urothelial hyperplasia,,
21343,disease,carcinoma of floor of mouth,MONDO,carcinoma of floor of mouth,carcinoma of floor of mouth,,
44964,disease,oral cavity mucoepidermoid carcinoma,MONDO,oral cavity mucoepidermoid carcinoma,oral cavity mucoepidermoid carcinoma,,
21416,disease,polyp of gallbladder,MONDO,polyp of gallbladder,polyp of gallbladder,,
6220,disease,gallbladder squamous cell carcinoma,MONDO,gallbladder squamous cell carcinoma,gallbladder squamous cell carcinoma,,
24502,disease,gallbladder neuroendocrine neoplasm,MONDO,gallbladder neuroendocrine neoplasm,gallbladder neuroendocrine neoplasm,,
8277,disease,stomach polyp,MONDO,stomach polyp,stomach polyp,,
42493,disease,gastric non-hodgkin lymphoma,MONDO,gastric non-hodgkin lymphoma,gastric non-hodgkin lymphoma,,
18502,disease,hereditary gastric cancer,MONDO,hereditary gastric cancer,hereditary gastric cancer,,
24292,disease,gastrointestinal polyp,MONDO,gastrointestinal polyp,gastrointestinal polyp,,
5193,disease,prostate intraepithelial neoplasia,MONDO,prostate intraepithelial neoplasia,prostate intraepithelial neoplasia,,
6861,disease,myeloid sarcoma,MONDO,myeloid sarcoma,well differentiated papillary mesothelioma,6861_3688_21643,bert_join
448,disease,paraganglioma,MONDO,paraganglioma,paraganglioma,11121_32767_32771_13602_8192_7273_11544_19122_35764_2749_6231_448_10340_10343_19668,bert_join
540,disease,small intestinal neuroendocrine tumor G1,MONDO,small intestinal neuroendocrine tumor G1,small intestinal neuroendocrine tumor G1,,
2404,disease,liver hemangioma,MONDO,liver hemangioma,liver hemangioma,,
4695,disease,liver lymphoma,MONDO,liver lymphoma,liver lymphoma,,
6272,disease,low grade fibromyxoid sarcoma,MONDO,low grade fibromyxoid sarcoma,low grade fibromyxoid sarcoma,,
5198,disease,vulvar intraepithelial neoplasia,MONDO,vulvar intraepithelial neoplasia,vulvar intraepithelial neoplasia,2973_5198_3568,bert_join
3194,disease,hemangioma of lung,MONDO,hemangioma of lung,hemangioma of lung,,
6403,disease,salivary gland carcinoma ex pleomorphic adenoma,MONDO,salivary gland carcinoma ex pleomorphic adenoma,salivary gland carcinoma ex pleomorphic adenoma,,
21009,disease,salivary gland mucoepidermoid carcinoma,MONDO,salivary gland mucoepidermoid carcinoma,salivary gland mucoepidermoid carcinoma,,
4202,disease,adrenal medulla carcinoma,MONDO,adrenal medulla carcinoma,adrenal medulla carcinoma,,
21064,disease,jugulotympanic paraganglioma,MONDO,jugulotympanic paraganglioma,prolactin producing pituitary gland tumor,17733_21064_37735_6354,bert_join
45069,disease,minor salivary gland carcinoma,MONDO,minor salivary gland carcinoma,minor salivary gland carcinoma,,
2722,disease,olfactory nerve neoplasm,MONDO,olfactory nerve neoplasm,olfactory nerve neoplasm,,
6335,disease,ovarian endometrioid adenocarcinoma,MONDO,ovarian endometrioid adenocarcinoma,ovarian endometrioid adenocarcinoma,,
24387,disease,benign ovarian sex cord-stromal tumor,MONDO,benign ovarian sex cord-stromal tumor,benign ovarian sex cord-stromal tumor,,
5893,disease,pancreatic endocrine carcinoma,MONDO,pancreatic endocrine carcinoma,pancreatic endocrine carcinoma,,
633,disease,sensory organ benign neoplasm,MONDO,sensory organ benign neoplasm,sensory organ benign neoplasm,,
21331,disease,carcinoma of parotid gland,MONDO,carcinoma of parotid gland,carcinoma of parotid gland,,
6285,disease,major salivary gland carcinoma ex pleomorphic adenoma,MONDO,major salivary gland carcinoma ex pleomorphic adenoma,major salivary gland carcinoma ex pleomorphic adenoma,,
44740,disease,salivary gland squamous cell carcinoma,MONDO,salivary gland squamous cell carcinoma,salivary gland squamous cell carcinoma,,
3688,disease,well differentiated papillary mesothelioma,MONDO,well differentiated papillary mesothelioma,well differentiated papillary mesothelioma,6861_3688_21643,bert_join
6224,disease,gastric hamartomatous polyp,MONDO,gastric hamartomatous polyp,gastric hamartomatous polyp,,
6365,disease,Peutz-Jeghers polyp,MONDO,Peutz-Jeghers polyp,Peutz-Jeghers polyp,,
16685,disease,low-grade astrocytoma,MONDO,low-grade astrocytoma,low-grade astrocytoma,,
2178,disease,placenta cancer,MONDO,placenta cancer,placenta cancer,,
21498,disease,benign neoplasm of placenta,MONDO,benign neoplasm of placenta,benign neoplasm of placenta,,
6109,disease,malignant biphasic mesothelioma,MONDO,malignant biphasic mesothelioma,malignant biphasic mesothelioma,,
5599,disease,malignant epithelioid mesothelioma,MONDO,malignant epithelioid mesothelioma,malignant epithelioid mesothelioma,,
5112,disease,malignant pleural mesothelioma,MONDO,malignant pleural mesothelioma,malignant pleural mesothelioma,,
3195,disease,peritoneal serous adenocarcinoma,MONDO,peritoneal serous adenocarcinoma,peritoneal serous adenocarcinoma,,
20644,disease,lung non-Hodgkin lymphoma,MONDO,lung non-Hodgkin lymphoma,lung non-Hodgkin lymphoma,,
3430,disease,prolactin producing pituitary tumor,MONDO,prolactin producing pituitary tumor,prolactin producing pituitary tumor,,
2477,disease,prostate neuroendocrine neoplasm,MONDO,prostate neuroendocrine neoplasm,prostate neuroendocrine neoplasm,,
6221,disease,gastric adenoma,MONDO,gastric adenoma,gastric adenoma,,
21398,disease,polyp of rectum,MONDO,polyp of rectum,polyp of rectum,,
530,disease,rectum adenoma,MONDO,rectum adenoma,rectum adenoma,,
24660,disease,tubular adenoma,MONDO,tubular adenoma,tubular adenoma,,
24662,disease,colorectal tubulovillous adenoma,MONDO,colorectal tubulovillous adenoma,urticaria,15092_24662_22205,bert_join
1852,disease,small intestine lymphoma,MONDO,small intestine lymphoma,lipodystrophy,10062_19193_6573_1852_8004,bert_join
19473,disease,enteropathy-associated T-cell lymphoma,MONDO,enteropathy-associated T-cell lymphoma,enteropathy-associated T-cell lymphoma,,
4952,disease,Hodgkins lymphoma,MONDO,Hodgkins lymphoma,Hodgkins lymphoma,,
4724,disease,submandibular gland cancer,MONDO,submandibular gland cancer,epidermolysis bullosa simplex,7551_7555_10366_10318_30018_10297_8329_10590_10316_859316_8608_9984_18569_4724_10255_17610_2010_800391_6188_1011668,bert_join
18079,disease,thymic epithelial neoplasm,MONDO,thymic epithelial neoplasm,thymic epithelial neoplasm,,
44704,disease,oropharynx squamous cell carcinoma,MONDO,oropharynx squamous cell carcinoma,oropharynx squamous cell carcinoma,,
21337,disease,tonsil carcinoma,MONDO,tonsil carcinoma,tonsil carcinoma,,
6478,disease,undifferentiated pancreatic carcinoma,MONDO,undifferentiated pancreatic carcinoma,undifferentiated pancreatic carcinoma,,
20653,disease,vaginal adenocarcinoma,MONDO,vaginal adenocarcinoma,vaginal adenocarcinoma,,
37746,disease,malignant vaginal mixed epithelial and mesenchymal neoplasm,MONDO,malignant vaginal mixed epithelial and mesenchymal neoplasm,malignant vaginal mixed epithelial and mesenchymal neoplasm,,
15867,disease,vaginal carcinoma,MONDO,vaginal carcinoma,vaginal carcinoma,,
7899,disease,lichen sclerosus et atrophicus,MONDO,lichen sclerosus et atrophicus,lichen sclerosus et atrophicus,,
1938,disease,vulvar dystrophy,MONDO,vulvar dystrophy,vulvar dystrophy,,
21460,disease,benign neoplasm of salivary gland,MONDO,benign neoplasm of salivary gland,benign neoplasm of salivary gland,,
3996,disease,basal ganglia disorder,MONDO,basal ganglia disorder,basal ganglia disorder,,
3689,disease,familial hemolytic anemia,MONDO,familial hemolytic anemia,familial hemolytic anemia,,
17763,disease,disorder of iron metabolism and transport,MONDO,disorder of iron metabolism and transport,disorder of iron metabolism and transport,,
6523,disease,acrodermatitis,MONDO,acrodermatitis,acrodermatitis,,
6533,disease,cholesteatoma of middle ear,MONDO,cholesteatoma of middle ear,cholesteatoma of middle ear,,
6530,disease,cholesteatoma,MONDO,cholesteatoma,cholesteatoma,,
6599,disease,physical urticaria,MONDO,physical urticaria,physical urticaria,,
27766,disease,generalized lipodystrophy,MONDO,generalized lipodystrophy,generalized lipodystrophy,,
20087,disease,hereditary lipodystrophy,MONDO,hereditary lipodystrophy,hereditary lipodystrophy,,
6574,disease,lipomatosis,MONDO,lipomatosis,lipomatosis,,
19276,disease,inherited epidermolysis bullosa,MONDO,inherited epidermolysis bullosa,inherited epidermolysis bullosa,,
6619,disease,viral exanthem,MONDO,viral exanthem,viral exanthem,,
60766,disease,anal polyp,MONDO,anal polyp,substance abuse/dependence,19023_5642_2337_6693_60766_800109_1010265_1010272_1011446,bert_join
21653,disease,cutaneous focal mucinosis,MONDO,cutaneous focal mucinosis,cutaneous focal mucinosis,,
6594,disease,pemphigus,MONDO,pemphigus,pemphigus,,
2260,disease,hidradenitis,MONDO,hidradenitis,hidradenitis,,
45011,disease,keratinization disease,MONDO,keratinization disease,keratinization disease,,
18477,disease,bilirubin encephalopathy,MONDO,bilirubin encephalopathy,hypersensitivity disease,15161_5011_18477_18714,bert_join
6570,disease,lichen disease,MONDO,lichen disease,gastritis,6497_4966_6570,bert_join
5230,disease,cellulitis,MONDO,cellulitis,cellulitis,,
6580,disease,miliaria,MONDO,miliaria,Fusobacterium infectious disease,6580_2679_3741_3773_6765,bert_join
5083,disease,psoriasis,MONDO,psoriasis,psoriasis susceptibility to,14494_13626_11269_8334_5083_100171_5923_13554_11084_11387_11434_11542_11573_11926_12542_12896_12959_13057,bert_join
19337,disease,autoimmune bullous skin disease,MONDO,autoimmune bullous skin disease,autoimmune bullous skin disease,,
43771,disease,radiodermatitis,MONDO,radiodermatitis,radiodermatitis,,
6564,disease,irritant dermatitis,MONDO,irritant dermatitis,irritant dermatitis,,
19268,disease,epidermal disease,MONDO,epidermal disease,epidermal disease,,
2523,disease,cutaneous mucinosis,MONDO,cutaneous mucinosis,cutaneous mucinosis,,
21396,disease,polyp of vulva,MONDO,polyp of vulva,drug/alcohol-induced mental disorder,21699_21396,bert_join
6563,disease,inverted follicular keratosis,MONDO,inverted follicular keratosis,inverted follicular keratosis,,
6622,disease,vulvar seborrheic keratosis,MONDO,vulvar seborrheic keratosis,vulvar seborrheic keratosis,,
6878,disease,Moraxellaceae infectious disease,MONDO,Moraxellaceae infectious disease,Moraxellaceae infectious disease,,
2492,disease,acute kidney injury,MONDO,acute kidney injury,acute kidney injury,,
21312,disease,malignant tumor of adrenal cortex,MONDO,malignant tumor of adrenal cortex,malignant tumor of adrenal cortex,,
5433,disease,alcohol withdrawal,MONDO,alcohol withdrawal,alcohol withdrawal,,
2824,disease,extrinsic cardiomyopathy,MONDO,extrinsic cardiomyopathy,extrinsic cardiomyopathy,,
2679,disease,cerebral infarction,MONDO,cerebral infarction,Fusobacterium infectious disease,6580_2679_3741_3773_6765,bert_join
4001,disease,compartment syndrome,MONDO,compartment syndrome,compartment syndrome,,
21661,disease,coronary atherosclerosis,MONDO,coronary atherosclerosis,coronary atherosclerosis,,
7004,disease,type III hypersensitivity disease,MONDO,type III hypersensitivity disease,type III hypersensitivity disease,,
5001,disease,chronic gastritis,MONDO,chronic gastritis,chronic gastritis,,
565,disease,infective endocarditis,MONDO,infective endocarditis,infective endocarditis,,
6705,disease,Bacteroidaceae infectious disease,MONDO,Bacteroidaceae infectious disease,Bacteroidaceae infectious disease,,
6808,disease,intracranial arterial disease,MONDO,intracranial arterial disease,intracranial arterial disease,,
12672,disease,cholelithiasis,MONDO,cholelithiasis,cholelithiasis,,
5346,disease,gallstones,MONDO,gallstones,gallstones,,
21258,disease,choroid neoplasm,MONDO,choroid neoplasm,choroid neoplasm,,
3334,disease,demyelinating polyneuropathy,MONDO,demyelinating polyneuropathy,demyelinating polyneuropathy,,
6987,disease,subvalvular aortic stenosis,MONDO,subvalvular aortic stenosis,subvalvular aortic stenosis,,
1423,disease,drug-induced mental disorder,MONDO,drug-induced mental disorder,drug-induced mental disorder,,
4630,disease,substance-induced psychosis,MONDO,substance-induced psychosis,substance-induced psychosis,,
4900,disease,peripheral vertigo,MONDO,peripheral vertigo,peripheral vertigo,,
3311,disease,endometrial stromal tumor,MONDO,endometrial stromal tumor,endometrial stromal tumor,,
5201,disease,restrictive cardiomyopathy,MONDO,restrictive cardiomyopathy,restrictive cardiomyopathy,,
21679,disease,gram-positive bacterial infections,MONDO,gram-positive bacterial infections,gram-positive bacterial infections,,
6751,disease,Erysipelothrix infectious disease,MONDO,Erysipelothrix infectious disease,Erysipelothrix infectious disease,,
1751,disease,cholestasis,MONDO,cholestasis,cholestasis,,
700105,disease,"difference of sexual differentiation, non-human animal",MONDO,"difference of sexual differentiation, non-human animal","difference of sexual differentiation, non-human animal",,
6925,disease,Fusobacteriaceae infectious disease,MONDO,Fusobacteriaceae infectious disease,Fusobacteriaceae infectious disease,,
665,disease,apraxia,MONDO,apraxia,apraxia,,
5674,disease,bone giant cell tumor,MONDO,bone giant cell tumor,bone giant cell tumor,,
700205,disease,"ehrlichiosis, non-human animal",MONDO,"ehrlichiosis, non-human animal","ehrlichiosis, non-human animal",,
24468,disease,anterior pituitary gland disorder,MONDO,anterior pituitary gland disorder,anterior pituitary gland disorder,,
6810,disease,intracranial hypertension,MONDO,intracranial hypertension,intracranial hypertension,,
45072,disease,ectopic hormone secretion syndrome associated with neoplasia,MONDO,ectopic hormone secretion syndrome associated with neoplasia,ectopic hormone secretion syndrome associated with neoplasia,,
2564,disease,jejunal neoplasm,MONDO,jejunal neoplasm,jejunal neoplasm,,
700065,disease,trisomy,MONDO,trisomy,trisomy,,
17975,disease,sex chromosome disorder of sex development,MONDO,sex chromosome disorder of sex development,hyperparathyroidism,24570_44350_9396_7768_7767_32591_1343_17975_1741_16140_1010054_12406_1010591_1010592_1010593,bert_join
700027,disease,chromosome X disorder,MONDO,chromosome X disorder,retinal artery occlusion,100130_24487_6948_4427_700027_6321_3792_2674_3468_2554,bert_join
18926,disease,human prion disease,MONDO,human prion disease,human prion disease,,
1371,disease,protein-energy malnutrition,MONDO,protein-energy malnutrition,protein-energy malnutrition,,
6686,disease,brain stem infarction,MONDO,brain stem infarction,brain stem infarction,,
21249,disease,lip neoplasm,MONDO,lip neoplasm,lip neoplasm,,
21948,disease,cutaneous tuberculosis,MONDO,cutaneous tuberculosis,cutaneous tuberculosis,,
5841,disease,maxillary neoplasm,MONDO,maxillary neoplasm,maxillary neoplasm,,
24263,disease,neonatal aspiration syndrome,MONDO,neonatal aspiration syndrome,neonatal aspiration syndrome,,
2508,disease,gingivitis,MONDO,gingivitis,gingivitis,,
24813,disease,pulmonary sulcus neoplasm,MONDO,pulmonary sulcus neoplasm,pulmonary sulcus neoplasm,,
18215,disease,paraneoplastic neurologic syndrome,MONDO,paraneoplastic neurologic syndrome,paraneoplastic neurologic syndrome,,
6904,disease,phimosis,MONDO,phimosis,phimosis,,
21463,disease,benign neoplasm of parathyroid gland,MONDO,benign neoplasm of parathyroid gland,benign neoplasm of parathyroid gland,,
40998,disease,Pasteurella multocida infectious disease,MONDO,Pasteurella multocida infectious disease,Pasteurella multocida infectious disease,,
44782,disease,esophageal ulcer,MONDO,esophageal ulcer,esophageal ulcer,,
19832,disease,acquired pituitary hormone deficiency,MONDO,acquired pituitary hormone deficiency,pyelonephritis,5300_6939_19832_4996,bert_join
1259,disease,pituitary gland infarction,MONDO,pituitary gland infarction,pituitary gland infarction,,
1316,disease,streptococcal meningitis,MONDO,streptococcal meningitis,fatty liver disease,1316_100273_4790_700176_1011449_35445,bert_join
6936,disease,pulmonary valve stenosis,MONDO,pulmonary valve stenosis,pulmonary valve stenosis,,
1786,disease,uterine inflammatory disease,MONDO,uterine inflammatory disease,uterine inflammatory disease,,
6682,disease,brachial plexus neuritis,MONDO,brachial plexus neuritis,brachial plexus neuritis,,
1459,disease,radial neuropathy,MONDO,radial neuropathy,radial neuropathy,,
1530,disease,secondary hyperparathyroidism of renal origin,MONDO,secondary hyperparathyroidism of renal origin,secondary hyperparathyroidism of renal origin,,
2089,disease,retinal vascular occlusion,MONDO,retinal vascular occlusion,acrocephalopolydactyly,100211_12590_8709_16387_2089,bert_join
1040041,disease,FZD4-related exudative vitreoretinopathy,MONDO,FZD4-related exudative vitreoretinopathy,acrofacial dysostosis,1040041_18237,bert_join
2901,disease,blood group incompatibility,MONDO,blood group incompatibility,blood group incompatibility,,
2233,disease,enamel caries,MONDO,enamel caries,enamel caries,,
37735,disease,sebaceous gland cancer,MONDO,sebaceous gland cancer,prolactin producing pituitary gland tumor,17733_21064_37735_6354,bert_join
1741,disease,hyperparathyroidism,MONDO,hyperparathyroidism,hyperparathyroidism,24570_44350_9396_7768_7767_32591_1343_17975_1741_16140_1010054_12406_1010591_1010592_1010593,bert_join
2372,disease,ovarian monodermal and highly specialized teratoma,MONDO,ovarian monodermal and highly specialized teratoma,ovarian monodermal and highly specialized teratoma,,
42981,disease,aortic valve stenosis,MONDO,aortic valve stenosis,aortic valve stenosis,,
6997,disease,tibial neuropathy,MONDO,tibial neuropathy,tibial neuropathy,,
21250,disease,tonsil neoplasm,MONDO,tonsil neoplasm,tonsil neoplasm,,
4685,disease,Waldeyer's ring cancer,MONDO,Waldeyer's ring cancer,Waldeyer's ring cancer,,
5297,disease,urethritis,MONDO,urethritis,urethritis,,
18686,disease,acquired Creutzfeldt-Jakob disease,MONDO,acquired Creutzfeldt-Jakob disease,acquired Creutzfeldt-Jakob disease,,
6662,disease,aseptic meningitis,MONDO,aseptic meningitis,aseptic meningitis,,
7018,disease,vulvitis,MONDO,vulvitis,vulvitis,,
1110,disease,chronic pyelonephritis,MONDO,chronic pyelonephritis,chronic pyelonephritis,,
7023,disease,Yersinia infectious disease,MONDO,Yersinia infectious disease,Yersinia infectious disease,,
13209,disease,metabolic dysfunction-associated steatotic liver disease,MONDO,metabolic dysfunction-associated steatotic liver disease,metabolic dysfunction-associated steatotic liver disease,,
5350,disease,abdominal aortic aneurysm,MONDO,abdominal aortic aneurysm,abdominal aortic aneurysm,,
18559,disease,fetal lower urinary tract obstruction,MONDO,fetal lower urinary tract obstruction,fetal lower urinary tract obstruction,,
19054,disease,congenital limb malformation,MONDO,congenital limb malformation,congenital limb malformation,,
19685,disease,FGFR3-related chondrodysplasia,MONDO,FGFR3-related chondrodysplasia,FGFR3-related chondrodysplasia,,
21061,disease,neurofibromatosis,MONDO,neurofibromatosis,neurofibromatosis,8075_16755_2546_18975_18208_21061_2719_33170,bert_join
78,disease,acrocephalopolysyndactyly,MONDO,acrocephalopolysyndactyly,acrocephalopolysyndactyly,,
18237,disease,acrofacial dysostosis,MONDO,acrofacial dysostosis,acrofacial dysostosis,1040041_18237,bert_join
17675,disease,punctate palmoplantar keratoderma,MONDO,"palmoplantar keratoderma, punctate","palmoplantar keratoderma, punctate",13980_7047_8292_7858_19332_17675,bert_join
15160,disease,multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,MONDO,multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,familial Alzheimer disease,16672_15160_100087,bert_join
6238,disease,growth hormone-producing pituitary gland adenoma,MONDO,growth hormone-producing pituitary gland adenoma,growth hormone-producing pituitary gland adenoma,,
17824,disease,familial isolated pituitary adenoma,MONDO,familial isolated pituitary adenoma,familial isolated pituitary adenoma,,
100170,disease,"restless legs syndrome, susceptibility to",MONDO,"restless legs syndrome, susceptibility","restless legs syndrome, susceptibility",7053_100170_12135_12492_12493_12636_12641_13022_14079,bert_join
19707,disease,primary osteolysis,MONDO,primary osteolysis,primary osteolysis,,
3157,disease,disappearing bone disease,MONDO,disappearing bone disease,disappearing bone disease,,
800066,disease,polydactyly-syndactyly-triphalangism,MONDO,polydactyly-syndactyly-triphalangism,polydactyly-syndactyly-triphalangism,,
15929,disease,thoracic malformation,MONDO,thoracic malformation,thoracic malformation,,
4983,disease,spermatogenic failure,MONDO,spermatogenic failure,spermatogenic failure,30718_32863_32859_30463_30307_30733_14961_971002_54731_54728_20855_30984_13070_957594_30868_30721_54729_20851_54723_10763_54724_54730_30869_859522_23664_31083_957593_20852_859338_30846_11720_30493_14847_700290_14037_33673_33671_30492_13901_54725_10767_30522_975958_30809_33622_13505_32744_30507_30531_14365_957301_957249_970952_30508_32898_32896_32686_32748_14366_13504_10052_30972_30844_9776_958242_30989_29147_957250_29148_957821_30818_54726_859352_30430_30439_32739_54727_30515_859364_31077_30926_14172_54615_30716_30938_7060_54732_970999_32845_975842_971000_7161_30787_54733_9461_957584_14970_30732_4983_958206_975747,bert_join
15746,disease,male infertility due to globozoospermia,MONDO,male infertility due to globozoospermia,male infertility due to globozoospermia,,
19713,disease,non-syndromic limb reduction defect,MONDO,non-syndromic limb reduction defect,non-syndromic limb reduction defect,,
19236,disease,inborn disorder of purine metabolism,MONDO,inborn disorder of purine metabolism,congenital pulmonary venous return anomaly,19236_17705_700228_14251,bert_join
31520,disease,familial severe combined immunodeficiency,MONDO,familial severe combined immunodeficiency,familial severe combined immunodeficiency,,
17855,disease,T-B- severe combined immunodeficiency,MONDO,T-B- severe combined immunodeficiency,anorectal malformation,17855_19938_43731_7948_7951,bert_join
16789,disease,pyruvate metabolism disorder,MONDO,pyruvate metabolism disorder,pyruvate metabolism disorder,,
1040001,disease,TP63-related ectodermal dysplasia spectrum with limb and orofacial malformations,MONDO,TP63-related ectodermal dysplasia spectrum with limb and orofacial malformations,TP63-related ectodermal dysplasia spectrum with limb and orofacial malformations,,
19287,disease,ectodermal dysplasia syndrome,MONDO,ectodermal dysplasia syndrome,ectodermal dysplasia syndrome,10179_19287_17564_17565,bert_join
17139,disease,oromandibular-limb hypogenesis syndrome,MONDO,oromandibular-limb hypogenesis syndrome,oromandibular-limb hypogenesis syndrome,,
19992,disease,pseudohypoparathyroidism,MONDO,pseudohypoparathyroidism,hypoparathyroidism,7078_12911_12912_8749_11301_19992_16785_3504_1220,bert_join
800466,disease,disorder of GNAS inactivation,MONDO,disorder of GNAS inactivation,disorder of GNAS inactivation,,
16525,disease,familial hyperaldosteronism,MONDO,familial hyperaldosteronism,familial hyperaldosteronism,35321_35320_16525,bert_join
5,disease,"alopecia, isolated",MONDO,"alopecia, isolated",complex spastic paraplegia,18416_18423_14975_14827_18417_18418_18419_18421_18422_19102_5_6840_16226_18420,bert_join
17666,disease,diffuse palmoplantar keratoderma,MONDO,diffuse palmoplantar keratoderma,diffuse palmoplantar keratoderma,17666_1011861,bert_join
100087,disease,familial Alzheimer disease,MONDO,familial Alzheimer disease,familial Alzheimer disease,16672_15160_100087,bert_join
15047,disease,amelogenesis imperfecta type 1,MONDO,amelogenesis imperfecta,Cowden disease,14560_8021_8770_8771_10521_14048_14047_15008_7092_7094_14540_32717_14046_7538_14802_8772_21547_19970_16063_19507_15047_15048_12878_14045,bert_join
15301,disease,primary cutaneous amyloidosis,MONDO,primary cutaneous amyloidosis,primary cutaneous amyloidosis,,
5144,disease,familial amyotrophic lateral sclerosis,MONDO,familial amyotrophic lateral sclerosis,familial amyotrophic lateral sclerosis,,
30923,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis,MONDO,frontotemporal dementia and/or amyotrophic lateral sclerosis,frontotemporal dementia and/or amyotrophic lateral sclerosis,14640_14395_30872_30875_14641_7105_13501_10936_30923,legacy_exact_members
405,disease,anal canal cancer,MONDO,anal canal cancer,anal canal cancer,,
18516,disease,epithelial tumor of anal canal,MONDO,epithelial tumor of anal canal,epithelial tumor of anal canal,,
19403,disease,congenital dyserythropoietic anemia,MONDO,congenital dyserythropoietic anemia type,congenital dyserythropoietic anemia type,14285_9134_7109_9135_13355_19403_20337,legacy_exact_members
6527,disease,anhidrosis,MONDO,anhidrosis,anhidrosis,,
19172,disease,aniridia,MONDO,aniridia,aniridia,24507_14937_14938_7121_15199_19172_1011974_1012012,bert_join
24512,disease,"spondyloarthropathy, susceptibility to",MONDO,"spondyloarthropathy, susceptibility","spondyloarthropathy, susceptibility",7126_8468_24512_13192,legacy_exact_members
17705,disease,congenital pulmonary venous return anomaly,MONDO,congenital pulmonary venous return anomaly,congenital pulmonary venous return anomaly,19236_17705_700228_14251,bert_join
19211,disease,isolated congenital anonychia,MONDO,isolated congenital anonychia,isolated congenital anonychia,,
19938,disease,anorectal malformation,MONDO,anorectal malformation,anorectal malformation,17855_19938_43731_7948_7951,bert_join
19503,disease,anterior segment dysgenesis,MONDO,anterior segment dysgenesis,anterior segment dysgenesis,15017_10015_15016_7138_7662_24456_19503,legacy_exact_members
19294,disease,mixed dermis disorder,MONDO,mixed dermis disorder,mixed dermis disorder,,
19942,disease,distal arthrogryposis,MONDO,"arthrogryposis, distal,","arthrogryposis, distal,",7157_32751_957819_14028_32750_16675_30847_13698_7364_19942_800200,bert_join
22800,disease,type 2 collagenopathy,MONDO,type 2 collagenopathy,type 2 collagenopathy,,
100602,disease,COL2A1-related spondyloepiphyseal dysplasia,MONDO,COL2A1-related spondyloepiphyseal dysplasia,COL2A1-related spondyloepiphyseal dysplasia,,
16227,disease,hereditary episodic ataxia,MONDO,hereditary episodic ataxia,hereditary episodic ataxia,,
100254,disease,CACNA1A-related complex neurodevelopmental disorder,MONDO,CACNA1A-related complex neurodevelopmental disorder,CACNA1A-related complex neurodevelopmental disorder,,
17846,disease,autosomal dominant spastic ataxia,MONDO,autosomal dominant spastic ataxia,autosomal dominant spastic ataxia,,
100309,disease,hereditary ataxia,MONDO,hereditary ataxia,palmoplantar keratoderma,850514_10157_9585_100309_1294,bert_join
389,disease,atelosteogenesis,MONDO,atelosteogenesis,atelosteogenesis,7168_7167_9727_389,legacy_exact_members
1060173,disease,FLNB-associated autosomal dominant filamin related bone disorder,MONDO,FLNB-associated autosomal dominant filamin related bone disorder,FLNB-associated autosomal dominant filamin related bone disorder,,
42973,disease,familial osteosclerosis,MONDO,familial osteosclerosis,familial osteosclerosis,,
15548,disease,Huntington disease-like syndrome,MONDO,Huntington disease-like,Huntington disease-like,11671_11299_11487_18425_15548,bert_join
19792,disease,autosomal dominant cerebellar ataxia type I,MONDO,autosomal dominant cerebellar ataxia,infectious disease,5763_2319_20380_5550_21658_3472_19792_19793_19794,bert_join
5339,disease,androgenetic alopecia,MONDO,"alopecia, androgenetic","alopecia, androgenetic",7184_5339_10410_12899,legacy_exact_members
