STT,doi/PMID,Abstract/ Introduction,loại tạp chí,experiment,model,relation,display_relation,x_name ,x_type ,y_name,y_type,note,expert opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,35505348,Abstract,research,,human,pathology_phenotype,,Neuronal ceroid cipofuscinosis type 6,disease,vision impairment,phenotype,"Ceroid lipofuscinoses neuronal 6 (CLN6) disease belongs to...Common
manifestations include ataxia, seizures, vision impairment, and developmental regression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,35505348,Abstract,research,,human,pathology_phenotype,,Neuronal ceroid cipofuscinosis type 6,disease,developmental regression,phenotype,"Ceroid lipofuscinoses neuronal 6 (CLN6) disease belongs to...Common
manifestations include ataxia, seizures, vision impairment, and developmental regression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,35505348,Abstract,research,,human,disease_protein,mutation,CLN6,protein/gene,c.257A > G (p.H86R),protein/gene,"""Remarkably, c.257A > G (p.H86R) was present in five out of 23 unrelated Egyptian individuals...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,35505348,Abstract,research,,human,disease_protein,mutation,CLN6,protein/gene,c.794_796del in-frame deletion,protein/gene,"""The most common genotype was homozygosity for the c.794_796del in-frame deletion... all with late-infantile onset.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,35505348,Abstract,research,,human,disease_disease,,genetically disorders,disease,Neuronal ceroid cipofuscinosis type 6,disease,"""Ceroid lipofuscinoses neuronal 6 (CLN6) disease belongs to the neuronal ceroid lipofuscinoses (NCLs)...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,35505348,Abstract,research,,human,disease_protein,,Neuronal ceroid cipofuscinosis type 6,disease,CLN6,protein/gene,"""Ceroid lipofuscinoses neuronal 6 (CLN6) disease belongs to the neuronal ceroid lipofuscinoses (NCLs)...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,disease_protein,mutation,adult neuronal ceroid lipofuscinosis ,disease,DNAJC5,protein/gene,"""Mutations in DNAJC5/CSPα are associated with adult neuronal ceroid lipofuscinosis (ANCL)...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,disease_disease,,neurodegenerative disease,disease,adult neuronal ceroid lipofuscinosis ,disease,"Mutations in DNAJC5/CSPα are associated with adult neuronal ceroid lipofuscinosis (ANCL),
a dominant-inherited neurodegenerative disease",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,pathology_phenotype,,adult neuronal ceroid lipofuscinosis ,disease,lysosome-derived autofluorescent storage materials,phenotype,"adult neuronal ceroid lipofuscinosis (ANCL),
a dominant-inherited neurodegenerative disease featuring lysosome-derived autofluorescent storage
materials (AFSMs) termed lipofuscin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human, bioprocess_protein,,DNAJC5,protein/gene,chaperoning synaptic proteins,biological_process,"""Functionally, DNAJC5 has been implicated in chaperoning synaptic proteins...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human, bioprocess_protein,,DNAJC5,protein/gene,MAPS,biological_process,"""Functionally, DNAJC5 has been implicated in chaperoning synaptic proteins and in misfolding-associated protein secretion (MAPS)...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,pathology_phenotype,,DNAJC5 dysfunction,pathology,lipofuscinosis,phenotype,"""...how DNAJC5 dysfunction causes lipofuscinosis and neurodegeneration is unclear.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,pathology_phenotype,,DNAJC5 dysfunction,pathology,neurodegeneration,phenotype,"""...how DNAJC5 dysfunction causes lipofuscinosis and neurodegeneration is unclear.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,cellcomp_protein,,DNAJC5,protein/gene,endolysosome,cellular_component,"""While endolysosome-associated DNAJC5 promotes ESCRT-dependent microautophagy...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human, bioprocess_protein,,DNAJC5,protein/gene,ESCRT-dependent microautophagy,biological_process,"""While endolysosome-associated DNAJC5 promotes ESCRT-dependent microautophagy...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,protein_protein,,DNAJC5,protein/gene,SLC3A2/CD98hc,protein/gene,"""Functional proteomics identifies a previously unknown DNAJC5 interactor SLC3A2/CD98hc...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human, bioprocess_protein,,SLC3A2/CD98hc,protein/gene,perinuclear DNAJC5 localization,biological_process,"""...SLC3A2/CD98hc that is essential for the perinuclear DNAJC5 localization and MAPS but dispensable for microautophagy.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human, bioprocess_protein,,SLC3A2/CD98hc,protein/gene,MAPS,biological_process,"""...SLC3A2/CD98hc that is essential for the perinuclear DNAJC5 localization and MAPS but dispensable for microautophagy.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,pathology_phenotype,,cells lacking SLC3A2,pathology,DNAJC5-containing AFSMs,phenotype,"""...cells lacking SLC3A2... generates DNAJC5-containing AFSMs resembling NCL patient-derived lipofuscin...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,pathology_phenotype,,ANCL-associated DNAJC5 mutants,pathology,DNAJC5-containing AFSMs,phenotype,"""...expressing ANCL-associated DNAJC5 mutants... induces neurodegeneration in a Drosophila ANCL model.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,pathology_phenotype,,ANCL-associated DNAJC5 mutants,pathology,neurodegeneration,phenotype,"""...expressing ANCL-associated DNAJC5 mutants... induces neurodegeneration in a Drosophila ANCL model.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Abstract,"research, original article",,human,bioprocess_bioprocess,,MAPS,biological_process,microautophagy,biological_process,"""These findings suggest that MAPS safeguards microautophagy to avoid DNAJC5-associated lipofuscinosis...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Introduction (khổ cuối),"research, original article",,human, bioprocess_protein,,DNAJC5,protein/gene,eMI,biological_process,"In this study, we found that DNAJC5 used a J-domain
independent activity to couple two protein quality control
(PQC) processes: ESCRT-dependent endosomal microauto­
phagy (eMI) and misfolding-associated protein secretion
(MAPS).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Introduction (khổ cuối),"research, original article",,human, bioprocess_protein,,DNAJC5,protein/gene,MAPS,biological_process,"In this study, we found that DNAJC5 used a J-domain
independent activity to couple two protein quality control
(PQC) processes: ESCRT-dependent endosomal microauto­
phagy (eMI) and misfolding-associated protein secretion
(MAPS).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Introduction (khổ cuối),"research, original article",,human,bioprocess_bioprocess,,endosomal microauto­phagy,biological_process,protein quality control ,biological_process,"protein quality control
(PQC) processes: ESCRT-dependent endosomal microauto­
phagy (eMI) and misfolding-associated protein secretion
(MAPS).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Introduction (khổ cuối),"research, original article",,human,bioprocess_bioprocess,, misfolding-associated protein secretion,biological_process,protein quality control,biological_process,"protein quality control
(PQC) processes: ESCRT-dependent endosomal microauto­
phagy (eMI) and misfolding-associated protein secretion
(MAPS).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Introduction (khổ cuối),"research, original article",,human,bioprocess_disease,, misfolding-associated protein secretion,biological_process,DNAJC5-associated lipofuscinosis,disease,"protein quality control
(PQC) processes: ESCRT-dependent endosomal microauto­
phagy (eMI) and misfolding-associated protein secretion
(MAPS).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,35506243,Introduction (khổ cuối),"research, original article",,human,bioprocess_disease,, misfolding-associated protein secretion,biological_process,neurodegeneration,disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,35565635,Abstract,original article,,dog,disease_disease,,Neuronal Ceroid-Lipofuscinoses,disease,lethal neurodegenerative lysosomal storage diseases,disease,"""Neuronal ceroid lipofuscinosis (NCL) is a group of rare lethal neurodegenerative lysosomal storage diseases...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,35565635,Abstract,original article,,dog,disease_protein,mutation,Neuronal Ceroid-Lipofuscinoses,disease,MFSD8,protein/gene,"Neuronal ceroid lipofuscinosis (NCL) is a group of rare lethal neurodegenerative lysosomal
storage diseases that occur in a range of dog breeds, including Chihuahuas. Recently, a homozygous
single base-pair deletion (c.846delT), which causes a frame shift generating a premature stop codon
(p.Phe282Leufs13*) in the canine CLN7/MFSD8 gene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,35565635,Abstract,original article,,dog,protein_protein,mutation,MFSD8,protein/gene,c.846delT,protein/gene,"Neuronal ceroid lipofuscinosis (NCL) is a group of rare lethal neurodegenerative lysosomal
storage diseases that occur in a range of dog breeds, including Chihuahuas. Recently, a homozygous
single base-pair deletion (c.846delT), which causes a frame shift generating a premature stop codon
(p.Phe282Leufs13*) in the canine CLN7/MFSD8 gene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,35565635,Abstract,original article,,dog,protein_protein,mutation,MFSD8,protein/gene,p.Phe282Leufs13*,protein/gene,"Neuronal ceroid lipofuscinosis (NCL) is a group of rare lethal neurodegenerative lysosomal
storage diseases that occur in a range of dog breeds, including Chihuahuas. Recently, a homozygous
single base-pair deletion (c.846delT), which causes a frame shift generating a premature stop codon
(p.Phe282Leufs13*) in the canine CLN7/MFSD8 gene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,35565635,Introduction (khổ cuối),original article,,dog,protein_protein,,MFSD8,protein/gene,CLN7,protein/gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,35599949,Abstract,original article,,human,phenotype_protein,mutation,bilateral chorioretinal scarring,phenotype,CLN3,protein/gene,"""To report a case of bilateral chorioretinal scarring due to CLN3 heterozygous deletion in an asymptomatic patient.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,35599949,Abstract,original article,,human,phenotype_protein,mutation,bull’s-eye maculopathy,phenotype,CLN3 ,protein/gene,"""Mutations of CLN3 can present with retina-specific findings including bull’s-eye maculopathy...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,35599949,Abstract,original article,,human,phenotype_protein,mutation,electroretinogram deficits,phenotype,CLN3,protein/gene,"""Mutations of CLN3 can present with retina-specific findings including... electroretinogram (ERG) deficits...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,35599949,Introduction (khổ cuối),original article,,human,phenotype_protein,mutation,rod-cone degeneration,phenotype,CLN3,protein/gene,"While patients
with CLN3 mutations can present with various ocular-specific abnor­
malities, including bull’s-eye maculopathy, rod-cone degeneration, and
optic disc pallor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,35599949,Introduction (khổ cuối),original article,,human,phenotype_protein,mutation,optic disc pallor,phenotype,CLN3,protein/gene,"While patients
with CLN3 mutations can present with various ocular-specific abnor­
malities, including bull’s-eye maculopathy, rod-cone degeneration, and
optic disc pallor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,35599949,Introduction (khổ cuối),original article,,human,disease_phenotype_positive,,Inherited retinal diseases,disease,heterozygous deletion of CLN3 exons 8 and 9,phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",bioprocess_protein,,chloride-proton antiporter,biological_process,CLCN6,protein/gene,It presumably functions in the endolysosomal compartment as a chloride-proton antiporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",disease_protein,dysregulation,Lysosomal storage disease,disease,CLCN6,protein/gene,Observations of lysosomal storage disease... emerge with its disruption by knockout or mutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",disease_protein,dysregulation,Neurodegenerative disorders,disease,CLCN6,protein/gene,"neurodegenerative disorders, emerge with its disruption by knockout or mutation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",disease_protein,mutation,late-onset lysosomal storage disease,disease,V580M,protein/gene,"V580M, a mutant identified in a patient with late-onset lysosomal storage disease, can explain loss-of-function leading to disease.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",disease_protein,mutation,early-onset neurodegeneration,disease,Y553C,protein/gene,Mutant Y553C associated with early-onset neurodegeneration exerts gain-of-function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",disease_protein,mutation,Kufs disease,disease,V580M,protein/gene,"These range from... to two variants previously identified in Kufs disease, a late-onset lysosomal storage disease characterised by neuronal ceroid lipofuscinosis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",protein_protein,,CLCN6,protein/gene,CIC-6,protein/gene,"These range from... to two variants previously identified in Kufs disease, a late-onset lysosomal storage disease characterised by neuronal ceroid lipofuscinosis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",protein_protein,,CLCN6,protein/gene,Y553C,protein/gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",protein_protein,,CLCN6,protein/gene,V580M,protein/gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,35262198,Abstract,original article,in vitro,"human, cell line",disease_protein,mutation,Kuf's disease,disease,CLCN6,protein/gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,35239649,Abstract,original article,in vivo,cell line,phenotype_protein,,Start arrest,phenotype,Cln3,protein/gene,Start arrest caused by absence of the G1 cyclin Cln3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Abstract,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,deteriorating heart function,phenotype,deteriorating heart function... is a significant co-morbidity in Juvenile Neuronal Ceroid Lipofuscinosis (CLN3 disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Abstract,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,deposition of ceroid lipopigment,phenotype,"""It is well documented that deteriorating heart function due to deposition of ceroid lipopigment is a significant co-morbidity in Juvenile Neuronal Ceroid Lipofuscinosis (CLN3 disease)...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Abstract,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,cardiac conduction disorders,phenotype,An increasing frequency of cardiac conduction disorders... is seen in... (CLN3 disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Abstract,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,severe bradycardia,phenotype,"""An increasing frequency of cardiac conduction disorders including severe bradycardia and sinus arrest is seen in the late teens, as is a left ventricular hypertrophy in the early 20s.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Abstract,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,sinus arrest,phenotype,...cardiac conduction disorders including... sinus arrest is seen in... (CLN3 disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Abstract,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,left ventricular hypertrophy,phenotype,...as is a left ventricular hypertrophy in the early 20s [in CLN3 disease],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Introduction,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,severe reduction in heart rate,phenotype,"""...we describe indications, reflections and course of six patients having a severe reduction in heart rate, long periods of sinus arrests and gradually accompanying clinical symptoms of cardiac failure...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Introduction,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,cardiac failure,phenotype,"""...we describe indications, reflections and course of six patients having a severe reduction in heart rate, long periods of sinus arrests and gradually accompanying clinical symptoms of cardiac failure and/or sudden loss of consciousness...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Introduction,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,sudden loss of consciousness,phenotype,"""...gradually accompanying clinical symptoms of cardiac failure and/or sudden loss of consciousness and muscular tone different from their habitual seizures.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Introduction,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,loss of muscular tone,phenotype,"""...gradually accompanying clinical symptoms of cardiac failure and/or sudden loss of consciousness and muscular tone different from their habitual seizures.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35356463,Introduction,research,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,habitual seizures,phenotype,"""...gradually accompanying clinical symptoms of cardiac failure and/or sudden loss of consciousness and muscular tone different from their habitual seizures.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Abstract,original article,in vivo,"human, mice",disease_protein,,Neuronal Ceroid-Lipofuscinoses,disease,PPT1,protein/gene,"""Loss-of-function mutations in the depalmitoylating enzyme palmitoyl protein thioesterase 1 (PPT1) cause neuronal ceroid lipofuscinosis (NCL), a devastating neurodegenerative disease.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Abstract,original article,in vivo,"human, mice",disease_disease,,neurodegenerative disease,disease,Neuronal Ceroid-Lipofuscinoses,disease,"""Loss-of-function mutations in the depalmitoylating enzyme palmitoyl protein thioesterase 1 (PPT1) cause neuronal ceroid lipofuscinosis (NCL), a devastating neurodegenerative disease.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Abstract,original article,in vivo,"human, mice",bioprocess_protein,,synapse functions,biological_process,PPT1,protein/gene,"""Collectively, these data highlight the role of PPT1 in mediating synapse functions, implicate molecular pathways in the etiology of NCL and other neurodegenerative diseases, and advance our basic understanding of the purpose of depalmitoylation.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Abstract,original article,in vivo,mice,pathway_protein,,molecular pathways in the etiology of NCL,pathway,PPT1,protein/gene,implicate molecular pathways in the etiology of NCL and other neurodegenerative diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Abstract,original article,in vitro,mice,protein_protein,,PPT1,protein/gene,channels and transporters,protein/gene,"This stringent screen elucidated diverse PPT1 substrates at the synapse, including channels and transporters, G-protein–associated molecules, endo/exocytic components, synaptic adhesion molecules, and mitochondrial proteins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Abstract,original article,in vitro,mice,protein_protein,,PPT1,protein/gene,G-protein–associated molecules,protein/gene,"This stringent screen elucidated diverse PPT1 substrates at the synapse, including channels and transporters, G-protein–associated molecules, endo/exocytic components, synaptic adhesion molecules, and mitochondrial proteins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Abstract,original article,in vitro,mice,protein_protein,,PPT1,protein/gene,endo components,protein/gene,"This stringent screen elucidated diverse PPT1 substrates at the synapse, including channels and transporters, G-protein–associated molecules, endo/exocytic components, synaptic adhesion molecules, and mitochondrial proteins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Abstract,original article,in vitro,mice,protein_protein,,PPT1,protein/gene,exocytic components,protein/gene,"This stringent screen elucidated diverse PPT1 substrates at the synapse, including channels and transporters, G-protein–associated molecules, endo/exocytic components, synaptic adhesion molecules, and mitochondrial proteins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Abstract,original article,in vitro,mice,protein_protein,,PPT1,protein/gene,synaptic adhesion molecules,protein/gene,"This stringent screen elucidated diverse PPT1 substrates at the synapse, including channels and transporters, G-protein–associated molecules, endo/exocytic components, synaptic adhesion molecules, and mitochondrial proteins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",bioprocess_protein,,depalmitoylation,biological_process,PPT1,protein/gene,"""Loss-of-function mutations in the depalmitoylating enzyme palmitoyl protein thioesterase 1 (PPT1) lead to deficient depalmitoylation and synaptic function and result in the neurodegenerative disease NCL type 1 (CLN1)"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",protein_protein,,PPT1,protein/gene,mitochondrial F1 ATP synthase subunit O,protein/gene,"""However, the substrates of PPT1 are almost entirely unknown, with the exceptions of the presynaptic chaperone CSPα, the G-protein Goα, and the mitochondrial F1 ATP synthase subunit O..."".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vitro,"mice, human",protein_protein,,PPT1,protein/gene,CSPα,protein/gene,"the substrates of PPT1 are almost entirely unknown, with the exceptions of the presynaptic chaperone CSPα...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vitro,"mice, human",protein_protein,,PPT1,protein/gene,Goα,protein/gene,"...the G-protein Goα, and the mitochondrial F1 ATP synthase subunit O",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",cellcomp_protein,,PPT1,protein/gene,synaptic subcompartments,cellular_component,"""We detected PPT1 in all synaptic subcompartments and found high levels of PPT1 enzyme activity in the synaptic cytosol."".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",cellcomp_protein,,PPT1,protein/gene,synaptic cytosol,cellular_component,"""We detected PPT1 in all synaptic subcompartments and found high levels of PPT1 enzyme activity in the synaptic cytosol."".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",disease_protein,mutation,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,PPT1,protein/gene,"""Loss-of-function mutations in the depalmitoylating enzyme palmitoyl protein thioesterase 1 (PPT1) lead to deficient depalmitoylation and synaptic function and result in the neurodegenerative disease NCL type 1 (CLN1).""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,seizures,phenotype,"""The validated substrates fall into 9 classes, which, strikingly, are related to phenotypes observed in PPT1 knockout (KO) mice and CLN1 patients, including seizures, decreased synapse density, mitochondrial dysfunction, synaptic vesicle endocytic deficits, impaired long-term potentiation (LTP), and retinal degeneration [22–27].""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,decreased synapse density,phenotype,"""The validated substrates fall into 9 classes, which, strikingly, are related to phenotypes observed in PPT1 knockout (KO) mice and CLN1 patients, including seizures, decreased synapse density, mitochondrial dysfunction, synaptic vesicle endocytic deficits, impaired long-term potentiation (LTP), and retinal degeneration [22–27].""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,mitochondrial dysfunction,phenotype,"""The validated substrates fall into 9 classes, which, strikingly, are related to phenotypes observed in PPT1 knockout (KO) mice and CLN1 patients, including seizures, decreased synapse density, mitochondrial dysfunction, synaptic vesicle endocytic deficits, impaired long-term potentiation (LTP), and retinal degeneration [22–27].""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,synaptic vesicle endocytic deficits,phenotype,"""The validated substrates fall into 9 classes, which, strikingly, are related to phenotypes observed in PPT1 knockout (KO) mice and CLN1 patients, including seizures, decreased synapse density, mitochondrial dysfunction, synaptic vesicle endocytic deficits, impaired long-term potentiation (LTP), and retinal degeneration [22–27].""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,impaired long-term potentiation,phenotype,"""The validated substrates fall into 9 classes, which, strikingly, are related to phenotypes observed in PPT1 knockout (KO) mice and CLN1 patients, including seizures, decreased synapse density, mitochondrial dysfunction, synaptic vesicle endocytic deficits, impaired long-term potentiation (LTP), and retinal degeneration [22–27].""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,35358180,Introduction,original article,in vivo,"human, mice",disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,retinal degeneration,phenotype,"""The validated substrates fall into 9 classes, which, strikingly, are related to phenotypes observed in PPT1 knockout (KO) mice and CLN1 patients, including seizures, decreased synapse density, mitochondrial dysfunction, synaptic vesicle endocytic deficits, impaired long-term potentiation (LTP), and retinal degeneration [22–27].""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
