STT,doi/PMID,Abstract/ Introduction,loại tạp chí,experiment,model,relation,display_relation,x_name ,x_type ,y_name,y_type,note,expert opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_disease,,neuronal ceroid lipofuscinoses,disease,Juvenile CLN3 disease,disease,"""CLN3 disease (MIM# 204200), the most prevalent of the neuronal ceroid lipofuscinoses (NCL), is an autosomal recessive disorder...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_disease,,autosomal recessive disorder,disease,Juvenile CLN3 disease,disease,"""CLN3 disease (MIM# 204200), the most prevalent of the neuronal ceroid lipofuscinoses (NCL), is an autosomal recessive disorder...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,blindness,phenotype,"""CLN3 disease... is an autosomal recessive disorder with juvenile onset characterized by blindness, epilepsy, dementia, psychiatric manifestations, and motor deterioration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,epilepsy,phenotype,"""CLN3 disease... is an autosomal recessive disorder with juvenile onset characterized by blindness, epilepsy, dementia, psychiatric manifestations, and motor deterioration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,dementia,phenotype,"""CLN3 disease... is an autosomal recessive disorder with juvenile onset characterized by blindness, epilepsy, dementia, psychiatric manifestations, and motor deterioration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,psychiatric manifestations,phenotype,"""CLN3 disease... is an autosomal recessive disorder with juvenile onset characterized by blindness, epilepsy, dementia, psychiatric manifestations, and motor deterioration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,motor deterioration,phenotype,"""CLN3 disease... is an autosomal recessive disorder with juvenile onset characterized by blindness, epilepsy, dementia, psychiatric manifestations, and motor deterioration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,Neuroleptic malignant syndrome,phenotype,"""Neuroleptic malignant syndrome (NMS) has previously been described in two patients with NCL, one with CLN3 disease...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_disease,,neuronal ceroid lipofuscinoses,disease,Juvenile CLN3 disease,disease,"""Neuroleptic malignant syndrome (NMS) has previously been described in two patients with NCL, one with CLN3 disease...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human, anatomy_disease,,Juvenile CLN3 disease,disease,sympathetic nervous system dysregulation,phenotype,"""...pathophysiological mechanisms behind NMS and SS on one hand and CLN3 on the other hand seem to converge in a common mechanism involving dysregulation of the sympathetic nervous system.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,risperidone,drug,Juvenile CLN3 disease,disease,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,clozapine,drug,Juvenile CLN3 disease,disease,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,olanzapine,drug,Juvenile CLN3 disease,disease,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,haloperidol,drug,Juvenile CLN3 disease,disease,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,quetiapine,drug,Juvenile CLN3 disease,disease,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,sertraline,drug,Juvenile CLN3 disease,disease,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,risperidone,drug,drug-induced hyperthermia,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,clozapine,drug,drug-induced hyperthermia,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,olanzapine,drug,drug-induced hyperthermia,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,haloperidol,drug,drug-induced hyperthermia,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,quetiapine,drug,drug-induced hyperthermia,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,drug_effect,,sertraline,drug,drug-induced hyperthermia,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,phenotype_phenotype,,drug-induced hyperthermia,phenotype,Serotonin-like features,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,phenotype_phenotype,,drug-induced hyperthermia,phenotype,Rhabdomyolysis,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,phenotype_phenotype,,drug-induced hyperthermia,phenotype,Neuroleptic Malignant Syndrome-like features,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,phenotype_phenotype,,drug-induced hyperthermia,phenotype,Status dystonicus,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,phenotype_phenotype,,drug-induced hyperthermia,phenotype,Death,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35716526,Abstract,original article,in vivo,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,drug-induced hyperthermia,phenotype,"""Our study identified four patients presenting with seven episodes of severe drug-induced hyperthermia... Possibly provoking drugs were risperidone, clozapine, olanzapine, haloperidol, quetiapine, and sertraline.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,35772852,Abstract,original article,in vivo,human,disease_disease,,lysosomal storage disorder,disease,Late infantile CLN2 disease,disease,"""Late-infantile neuronal ceroid lipofuscinosis type 2 (CLN2) is a neurodegenerative, blinding lysosomal storage disorder.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,35772852,Abstract,original article,in vivo,human,disease_disease,,neurodegenerative disorder,disease,Late infantile CLN2 disease,disease,"""Late-infantile neuronal ceroid lipofuscinosis type 2 (CLN2) is a neurodegenerative, blinding lysosomal storage disorder.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,35772852,Abstract,original article,in vivo,human,disease_phenotype_positive,,Late infantile CLN2 disease,disease,retinal degeneration,phenotype,"""Late-infantile neuronal ceroid lipofuscinosis type 2 (CLN2) is a neurodegenerative, blinding lysosomal storage disorder."" (Lưu ý: ""blinding"" liên kết trực tiếp với thoái hóa võng mạc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,35772852,"Abstract, Introduction (khổ cuối)",original article,in vivo,human,indication,,cerliponase alfa,drug,Late infantile CLN2 disease,disease,"""The purpose of the current study was to characterise the progression of CLN2-associated retinal degeneration in patients under intraventricular enzyme replacement therapy (ERT) with cerliponase alfa.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,human,disease_phenotype_positive,,Neuronal ceroid lipofuscinosis,disease,accumulation of lipofuscins,phenotype,"""Neuronal ceroid lipofuscinosis is one of many neurodegenerative storage diseases characterized by excessive accumulation of lipofuscins.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,human,disease_phenotype_positive,,neurodegenerative storage diseases,disease,Neuronal ceroid lipofuscinosis,disease,"""Neuronal ceroid lipofuscinosis is one of many neurodegenerative storage diseases characterized by excessive accumulation of lipofuscins.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,human,disease_protein,,Early infantile CLN10 disease,disease,CTSD,protein/gene,"""CLN10 disease, an early infantile neuronal ceroid lipofuscinosis, is associated with a gene that encodes cathepsin D (CtsD)...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,human,pathology_phenotype,,CTSD deficiency,pathology,neurodegenerative phenotypes,phenotype,"""CLN10 disease, an early infantile neuronal ceroid lipofuscinosis, is associated with a gene that encodes cathepsin D (CtsD)...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,accumulation of lipofuscins,phenotype,"""Whole body CtsD-knockout mice show neurodegenerative phenotypes with the accumulation of lipofuscins in the brain...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,intestinal necrosis,phenotype,"...and also show defects in other tissues including intestinal necrosis.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,developed seizures,phenotype,"""CtsD-CKO mice were born normally but developed seizures...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,stunted growth,phenotype,"""...and their growth stunted at around postnatal day 23 ± 1.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,increased ubiquitin,phenotype,"""Expression of ubiquitin and autophagy-associated proteins was also increased [in CtsD-CKO]...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,increased autophagy associated proteins,phenotype,"""Expression of ubiquitin and autophagy-associated proteins was also increased [in CtsD-CKO]...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,impaired autophagy-lysosome system,phenotype,"...suggesting that the autophagy-lysosome system was impaired [by CtsD deficiency].""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,microglia activation,phenotype,"""Microglia and astrocytes were activated in the CtsD-CKO thalamus...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,astrocyte activation,phenotype,"""Microglia and astrocytes were activated in the CtsD-CKO thalamus...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,increased inducible nitric oxide synthase,phenotype,"""Microglia and astrocytes were activated in the CtsD-CKO thalamus...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,increased phosphorylated α-synuclein,phenotype,"Interestingly, deposits of proteinopathy-related proteins, phosphorylated α-synuclein... were also increased in the thalamus of CtsD-CKO infant mice.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Abstract,research,,mice,pathology_phenotype,,CTSD deficiency,pathology,increased Tau protein,phenotype,"""...and Tau protein were also increased in the thalamus of CtsD-CKO infant mice.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,35804072,Introduction (khổ cuối),research,,mice,pathology_phenotype,,CTSD deficiency,pathology,neurodegeneration,phenotype,"""Our main question in this study is to understand the relationship between cathepin D deficiency and neurodegeneration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
