Unnamed: 0,entity1,entity2,entity_type1,entity_type2,Relation,PMID,entity1_status,entity2_status,entity1_suggested_name,entity2_suggested_name,second_search_suggested_name,entity1_expert_accepted,entity1_expert_suggested_name,entity1_expert_cui,entity1_expert_resolution,entity2_expert_accepted,entity2_expert_suggested_name,entity2_expert_cui,entity2_expert_resolution,mapping_version
2,2-hydroxypropyl-beta-cyclodextrin,Niemann-Pick Disease Type C,drug,disease,indication,34364974,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
3,Niemann-Pick Disease Type C,neurovisceral symptoms,disease,phenotype,disease_phenotype_positive,34364974,in_kg,C1867971,,Acute episodes of neuropathic symptoms,Acute episodes of neuropathic symptoms,,,,,True,,,expert_cui,v2_expert_merged
4,Niemann-Pick Disease Type C,accumulation of cholesterol and other lipids,disease,phenotype,disease_phenotype_positive,34364974,in_kg,C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts,,,,,True,,,expert_cui,v2_expert_merged
6,2-hydroxypropyl-beta-cyclodextrin,restore lipid homeostasis,drug,biological_process,drug_bioprocess,34364974,C0046237,C2262744,,lipid homeostasis,lipid homeostasis,,,,,True,,,expert_cui,v2_expert_merged
20,lysosome,NPC2,cellular_component,protein/gene,cellcomp_protein,37454976,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
22,astrocytic,GFAP,anatomy,protein/gene,anatomy_protein_present,37454976,C0521395,in_kg,,,,,,,,,,,,v2_expert_merged
26,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,39173891,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
27,Niemann-Pick Disease Type C,neurodegenerative disease,disease,disease,disease_disease,39173891,in_kg,C0524851,,,,,,,,,,,,v2_expert_merged
28,Niemann-Pick Disease Type C,accumulated unesterified cholesterol,disease,phenotype,disease_phenotype_positive,39173891,in_kg,C3553603,,,,,,,,,,,,v2_expert_merged
30,Niemann-Pick Disease Type C,impairment of lysosomal function,disease,phenotype,disease_phenotype_positive,39173891,in_kg,C4025342,,Abnormality of lysosomal metabolism,Abnormality of lysosomal metabolism,,,,,True,,,expert_cui,v2_expert_merged
31,late endosome,NPC1,cellular_component,protein/gene,cellcomp_protein,39173891,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
37,changed morphology of microglia,Niemann-Pick Disease Type C,phenotype,protein/gene,disease_phenotype_positive,39173891,C4021990,in_kg,Abnormal microglia morphology,,Abnormal microglia morphology,True,,,expert_cui,,,,,v2_expert_merged
44,central nervous system,Niemann-Pick Disease Type C,anatomy,disease,anatomy_disease,35695805,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
45,embryonic lethality,NUS1,phenotype,protein/gene,disease_protein,35695805,C5139371,in_kg,preimplantation embryonic lethality,,preimplantation embryonic lethality,,,,,,,,,v2_expert_merged
63,neurodegenerative disorder,Niemann-Pick Disease Type C,disease,disease,disease_disease,38142760,C0524851,in_kg,,,,,,,,,,,,v2_expert_merged
71,cholesterol accumulation,Brain,phenotype,anatomy,phenotype_anatomy,38142760,C5436605,in_kg,,,,,,,,,,,,v2_expert_merged
73,neurogenetic disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,39706535,C5681332,in_kg,neurometabolic disease,,neurometabolic disease,False,Hereditary Neurodegenerative Disorder,C3273225,not_accepted,,,,,v2_expert_merged
87,glycolysis,NPC1,biological_process,protein/gene,bioprocess_protein,39706535,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
88,pentose phosphate pathway,NPC1,biological_process,protein/gene,bioprocess_protein,39706535,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
100,benzimidazole,β-cyclodextrin,drug,drug,drug_drug,34748340,in_kg,C0046237,,,,,,,,,,,,v2_expert_merged
105,2-Hydroxypropyl-β-cyclodextrin,Niemann-Pick Disease Type C,drug,disease,indication,38763706,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
116,2-hydroxypropyl-β-cyclodextrin,Niemann-Pick Disease Type C,drug,disease,indication,36116252,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
117,Niemann-Pick Disease Type C,neurodegeneration,disease,phenotype,disease_phenotype_positive,36116252,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
118,Niemann-Pick Disease Type C,hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,36116252,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
137,Bleomycin,pulmonary fibrosis,exposure,disease,exposure_disease,36804125,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
146,renal fibrosis,NPC1,phenotype,protein/gene,phenotype_protein,38087834,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
147,kidneys,NPC1,anatomy,protein/gene,anatomy_protein_present,38087834,C0022646|C0227665,in_kg,kidney,,kidney,,,,,,,,,v2_expert_merged
148,Apoptosis,NPC1,biological_process,protein/gene, bioprocess_protein,38087834,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
150,vacuoles,NPC1,cellular_component,protein/gene,cellcomp_protein,38087834,C0042219,in_kg,,,,,,,,,,,,v2_expert_merged
152,NPC1,NPC2,protein/gene,protein/gene,protein_protein,38087834,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
165,cholesterol accumulation,NPC1,phenotype,protein/gene,phenotype_protein,38087834,C5436605,in_kg,,,,,,,,,,,,v2_expert_merged
167,Neuronal loss,NPC1,phenotype,protein/gene,phenotype_protein,38087834,C1849485|C1850496,in_kg,Neuronal loss in the cerebral cortex,,Neuronal loss in the cerebral cortex,,,,,,,,,v2_expert_merged
168,weight loss,NPC1,phenotype,protein/gene,phenotype_protein,38087834,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
171,vacuoles,NPC1,phenotype,protein/gene,phenotype_protein,38087834,C0042219,in_kg,,,,,,,,,,,,v2_expert_merged
172,NPC1,NPC2,protein/gene,protein/gene,protein_protein,38087834,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
178,brain lesions,NPC1,phenotype,protein/gene,phenotype_protein,38087834,C0221505,in_kg,,,,,,,,,,,,v2_expert_merged
179,death,NPC1,phenotype,protein/gene,phenotype_protein,38087834,C1306577,in_kg,,,,,,,,,,,,v2_expert_merged
183,Miglustat,unesterified cholesterol accumulation,drug,phenotype,drug_effect,40436106,in_kg,C3553603|C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts,,,,,,,,,v2_expert_merged
185,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,40436106,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
186,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,40436106,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
187,NPC1,NPC2,protein/gene,protein/gene,protein_protein,40436106,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
189,Niemann-Pick Disease Type C,neuronal degeneration,disease,phenotype,disease_phenotype_positive,40436106,in_kg,C3670500,,,,,,,,,,,,v2_expert_merged
190,Niemann-Pick Disease Type C,dystonia,disease,phenotype,disease_phenotype_positive,40436106,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
191,Niemann-Pick Disease Type C,dysphagia,disease,phenotype,disease_phenotype_positive,40436106,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
192,Niemann-Pick Disease Type C,cerebellar ataxia,disease,phenotype,disease_phenotype_positive,40436106,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia,,,,,,,,,v2_expert_merged
193,neuronal loss,NPC1,phenotype,protein/gene,phenotype_protein,40436106,C1849485|C1850496,in_kg,Neuronal loss in the cerebral cortex,,Neuronal loss in the cerebral cortex,,,,,,,,,v2_expert_merged
194,motor deficits,NPC1,phenotype,protein/gene,phenotype_protein,40436106,C4025360|C5979810,in_kg,Functional motor deficit,,Functional motor deficit,,,,,,,,,v2_expert_merged
196,Miglustat,neurological dysfunction,drug,phenotype,drug_effect,40436106,in_kg,C1709219|C4024908,,Rapid neurologic deterioration,Rapid neurologic deterioration,,,,,,,,,v2_expert_merged
197,Miglustat,prolong survival,drug,phenotype,drug_effect,40436106,in_kg,C5139371,,Preimplantation lethality,Preimplantation lethality,,,,,True,,,expert_cui,v2_expert_merged
200,Miglustat,Niemann-Pick disease type C,drug,disease,indication,40436106,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
203,fatal neurodegenerative disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,40215728,C4751597,in_kg,fatal post-viral neurodegenerative disorder,,fatal post-viral neurodegenerative disorder,True,,,expert_cui,,,,,v2_expert_merged
207,Arimoclomol,Niemann-Pick disease type C,drug,disease,indication,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
208,Miglustat,Niemann-Pick disease type C,drug,disease,indication,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
209,Arimoclomol,miglustat,drug,drug,drug_drug,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
214,Arimoclomol,autophagy,drug,biological_process,drug_bioprocess,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
216,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
217,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
218,lysosomal,NPC1,cellular_component,protein/gene,cellcomp_protein,40215728,C0521450,in_kg,,,,,,,,,,,,v2_expert_merged
219,intracellular transport,NPC1,biological_process,protein/gene,bioprocess_protein,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
220,metabolism of lipids,NPC1,biological_process,protein/gene,bioprocess_protein,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
221,intracellular transport,NPC2,biological_process,protein/gene,bioprocess_protein,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
222,metabolism of lipids,NPC2,biological_process,protein/gene,bioprocess_protein,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
223,accumulation of unesterified cholesterol,NPC1,phenotype,protein/gene,phenotype_protein,40215728,C3553603|C5937001,in_kg,Unesterified cholesterol accumulation in cultured fibroblasts,,Unesterified cholesterol accumulation in cultured fibroblasts,,,,,,,,,v2_expert_merged
226,Arimoclomol,NPC1,drug,protein/gene,drug_protein,40215728,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
227,Niemann-Pick Disease Type C,accumulation of unesterified cholesterol,disease,phenotype,disease_phenotype_positive,40215728,in_kg,C3553603|C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts,,,,,,,,,v2_expert_merged
229,NPC1,cholesterol accumulation,protein/gene,phenotype,phenotype_protein,40215728,in_kg,C5436605,,,,,,,,,,,,v2_expert_merged
243,neurodegenerative disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,37683773,C0524851,in_kg,,,,,,,,,,,,v2_expert_merged
249,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,40107109,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
252,Niemann-Pick disease type C,Neurodegenerative diseases,disease,disease,disease_disease,40107109,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
265,cholesterol,growth,exposure,phenotype,exposure_phenotype,35245460,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
269,cholesterol,early maturation,exposure,phenotype,exposure_phenotype,35245460,in_kg,C4022392,,,,,,,,,,,,v2_expert_merged
274,oxysterols,Niemann-Pick disease type C,biological_process,disease,bioprocess_disease,41274250,C4277571,in_kg,,,,,,,,,,,,v2_expert_merged
276,Niemann-Pick disease type C,Lysosomal storage disorder,disease,disease,disease_disease,41274250,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease,,,,,,,,,v2_expert_merged
278,Cholesterol trafficking,NPC1,biological_process,protein/gene,bioprocess_protein,41274250,C5960876,in_kg,,,,,,,,,,,,v2_expert_merged
279,Cholesterol trafficking,NPC2,biological_process,protein/gene,bioprocess_protein,41274250,C5960876,in_kg,,,,,,,,,,,,v2_expert_merged
283,neurodegenerative lysosomal storage disorder,Niemann-Pick disease type C,disease,disease,disease_disease,40306479,C0085078,in_kg,lysosomal storage disease,,lysosomal storage disease,True,,,expert_cui,,,,,v2_expert_merged
291,elevated myristic acid,NPC1,phenotype,protein/gene,phenotype_protein,40306479,C4703649,in_kg,Increased level of myristic acid in serum,,Increased level of myristic acid in serum,True,,,expert_cui,,,,,v2_expert_merged
292,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,40306479,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
293,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,40306479,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
294,intracellular transport,NPC1,biological_process,protein/gene, bioprocess_protein,40306479,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
296,autophagy,NPC1,biological_process,protein/gene, bioprocess_protein,40306479,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
297,Niemann-Pick disease type C,neurological impairments,disease,phenotype,disease_phenotype_positive,40306479,in_kg,C0521654,,,,,,,,,,,,v2_expert_merged
303,Niemann-Pick Disease Type C,motor decline,disease,phenotype,disease_phenotype_positive,40306479,in_kg,C1866284,,Motor deterioration,Motor deterioration,,,,,True,,,expert_cui,v2_expert_merged
306,Niemann-Pick Disease Type C,neuroinflammation,disease,phenotype,disease_phenotype_positive,40306479,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
310,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,35850050,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
311,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,35850050,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
312,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,35850050,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
313,NPC1,NPC2,protein/gene,protein/gene,protein_protein,35850050,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
320,Niemann-Pick disease,Niemann-Pick disease type C,disease,disease,disease_disease,35850050,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
321,Niemann-Pick disease type C,disability,disease,phenotype,disease_phenotype_positive,35850050,in_kg,C0231170|C5539762,,Occupational disability,Occupational disability,,,,,,,,,v2_expert_merged
322,Niemann-Pick disease type C,infant death,disease,phenotype,disease_phenotype_positive,35850050,in_kg,C0549159|C4027763,,Death in infancy,Death in infancy,,,,,,,,,v2_expert_merged
323,Niemann-Pick disease type C,epilepsy,disease,phenotype,disease_phenotype_positive,35850050,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
324,Niemann-Pick disease type C,ataxia,disease,phenotype,disease_phenotype_positive,35850050,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
325,cholesterol trafficking,NPC1,biological_process,protein/gene, bioprocess_protein,35850050,C5960876,in_kg,,,,,,,,,,,,v2_expert_merged
326,brain,Niemann-Pick disease type C,anatomy,disease,anatomy_disease,35850050,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
327,nervous tissues,Niemann-Pick disease type C,anatomy,disease,anatomy_disease,35850050,C0027757,in_kg,neural tissue,,neural tissue,,,,,,,,,v2_expert_merged
334,Cholesterol,cell death,drug,phenotype,drug_effect,38183651,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
343,lymphocyte activation,MALT1,biological_process,protein/gene, bioprocess_protein,38183651,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
345,MALT1,receptor tyrosine kinases,protein/gene,protein/gene,protein_protein,38183651,in_kg,C0206364,,,,,,,,,,,,v2_expert_merged
348,Niemann-Pick Disease Type C,neurodegenerative disorder,disease,disease,disease_disease,39789920,in_kg,C0524851,,,,,,,,,,,,v2_expert_merged
349,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,39789920,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
350,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,39789920,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
353,central nervous system,Niemann-Pick Disease Type C,anatomy,disease, anatomy_disease,39789920,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
354,Niemann-Pick Disease Type C,hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,39789920,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
355,Niemann-Pick Disease Type C,prolonged jaundice,disease,phenotype,disease_phenotype_positive,39789920,in_kg,C1859236|C4025805,,Intermittent jaundice,Intermittent jaundice,,,,,,,,,v2_expert_merged
358,Pulmonary alveolar proteinosis,NPC2,phenotype,protein/gene,phenotype_protein,39789920,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
359,early infantile onset,NPC2,phenotype,protein/gene,disease_phenotype_positive,39789920,C1833430|C5676635,in_kg,Early young adult onset,,Early young adult onset,,,,,,,,,v2_expert_merged
361,Niemann-Pick Disease Type C,epilepsy,disease,phenotype,disease_phenotype_positive,39789920,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
363,Niemann-Pick Disease Type C,hepatic symtoms,disease,phenotype,disease_phenotype_positive,39789920,in_kg,C4021780,,Abnormality of the liver,Abnormality of the liver,,,,,True,,,expert_cui,v2_expert_merged
384,Arimoclomol,Niemann-Pick Disease Type C,drug,disease,indication,40663813,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
385,Arimoclomol,miglustat,drug,drug,drug_drug,40663813,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
386,Arimoclomol,slowing of disease progression,drug,phenotype,drug_effect,40663813,in_kg,C1854494|C4025580,,Pace of progression,Pace of progression,,,,,,,,,v2_expert_merged
387,Arimoclomol,sustained reduction in disease progression,drug,phenotype,drug_effect,40663813,in_kg,C0544452,,Disease remission,Disease remission,,,,,False,,,not_accepted,v2_expert_merged
392,Niemann-Pick Disease Type C,cerebellar ataxia,disease,phenotype,disease_phenotype_positive,40663813,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia,,,,,,,,,v2_expert_merged
393,Niemann-Pick Disease Type C,dysarthria,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
394,Niemann-Pick Disease Type C,dysphagia,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
395,Niemann-Pick Disease Type C,loss of motor function,disease,phenotype,disease_phenotype_positive,40663813,in_kg,C1864672|C4025360,,Functional motor deficit,Functional motor deficit,,,,,,,,,v2_expert_merged
396,Niemann-Pick Disease Type C,cognitive impairment,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
397,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
398,Niemann-Pick Disease Type C,epilepsy,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
399,Niemann-Pick Disease Type C,seizures,disease,phenotype,disease_phenotype_positive,40663813,in_kg,C0036572,,,,,,,,,,,,v2_expert_merged
400,accumulation of cholesterol,NPC1,phenotype,protein/gene,phenotype_protein,40663813,C5436605,in_kg,,,,,,,,,,,,v2_expert_merged
401,accumulation of cholesterol,NPC2,phenotype,protein/gene,phenotype_protein,40663813,C5436605,in_kg,,,,,,,,,,,,v2_expert_merged
402,accumulation of cholesterol,liver,pathology,anatomy,pathology_anatomy_present,40663813,C5436605,in_kg,,,,,,,,,,,,v2_expert_merged
403,accumulation of cholesterol,spleen,pathology,anatomy,pathology_anatomy_present,40663813,C5436605,in_kg,,,,,,,,,,,,v2_expert_merged
404,accumulation of cholesterol,central nervous system,pathology,anatomy,pathology_anatomy_present,40663813,C5436605,in_kg,,,,,,,,,,,,v2_expert_merged
406,arimoclomol,TFE3,drug,protein/gene,drug_protein,40663813,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
410,disease severity,NPC1,phenotype,protein/gene,phenotype_protein,38131230,C3494263,in_kg,,,,,,,,,,,,v2_expert_merged
411,disease severity,NPC1,phenotype,protein/gene,phenotype_protein,38131230,C3494263,in_kg,,,,,,,,,,,,v2_expert_merged
412,7-ketocholesterol,NPC1,phenotype,protein/gene,phenotype_protein,38131230,C0049920|C5826780,in_kg,Abnormal circulating 7-dehydrocholesterol concentration,,Abnormal circulating 7-dehydrocholesterol concentration,,,,,,,,,v2_expert_merged
418,Niemann-Pick Disease Type C,early infantile onset,disease,phenotype,disease_phenotype_positive,36243834,in_kg,C1833430|C5676635,,Early young adult onset,Early young adult onset,,,,,,,,,v2_expert_merged
420,Niemann-Pick Disease Type C,juvenile onset,disease,phenotype,disease_phenotype_positive,36243834,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
422,Niemann-Pick Disease Type C,neurological symptoms,disease,phenotype,disease_phenotype_positive,36243834,in_kg,C0235031,,,,,,,,,,,,v2_expert_merged
423,miglustat,Niemann-Pick Disease Type C,drug,disease,indication,36243834,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
424,miglustat,course of the disease,drug,phenotype,drug_effect,36243834,in_kg,C1820861,,,,,,,,,,,,v2_expert_merged
426,Niemann-Pick Disease Type C,neurological manifestations,disease,phenotype,disease_phenotype_positive,36243834,in_kg,C0027854,,,,,,,,,,,,v2_expert_merged
448,neurodegenerative disorder,Niemann-Pick disease type C,disease,disease,disease_disease,37429811,C0524851,in_kg,,,,,,,,,,,,v2_expert_merged
449,Niemann-Pick disease type C,acute liver failure,disease,phenotype,disease_phenotype_positive,37429811,in_kg,C0162557,,Acute hepatic failure,Acute hepatic failure,,,,,,,,,v2_expert_merged
451,Niemann-Pick disease type C,inflammatory bowel disease,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
454,Niemann-Pick disease type C,neurological delay,disease,phenotype,disease_phenotype_positive,37429811,in_kg,C4062897,,,,,,,,,,,,v2_expert_merged
456,Niemann-Pick disease type C,vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
457,Niemann-Pick disease type C,foam cells,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
460,Niemann-Pick disease type C,anal fissure,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
461,Niemann-Pick disease type C,skin tag,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
462,Niemann-Pick disease type C,diarrhea,disease,phenotype,disease_phenotype_positive,37429811,in_kg,C0011991,,,,,,,,,,,,v2_expert_merged
463,Niemann-Pick disease type C,broken hepatocytes,disease,phenotype,disease_phenotype_positive,37429811,in_kg,C5826610,,Vacuolated hepatocytes,Vacuolated hepatocytes,,,,,False,,,not_accepted,v2_expert_merged
471,Niemann-Pick disease type C,lipid storage disorder,disease,disease,disease_disease,40221338,in_kg,C1410111|C5848057,,neutral lipid storage disease,neutral lipid storage disease,,,,,,,,,v2_expert_merged
472,Niemann-Pick disease type C,cerebellar ataxia,disease,phenotype,disease_phenotype_positive,40221338,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia,,,,,,,,,v2_expert_merged
474,Niemann-Pick disease type C,chronic neurodegeneration,disease,phenotype,disease_phenotype_positive,40221338,in_kg,C1854838,,Progressive neurologic deterioration,Progressive neurologic deterioration,,,,,False,Neurodegenerative Disorders,C0524851,not_accepted,v2_expert_merged
477,Niemann-Pick disease type C,dysarthria,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
478,Niemann-Pick disease type C,movement disorder,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
479,Niemann-Pick disease type C,dystonia,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
480,Niemann-Pick disease type C,parkinsonism,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
482,Niemann-Pick disease type C,Huntington disease-like,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
483,Miglustat,Niemann-Pick disease type C,drug,disease,indication,40221338,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
485,Miglustat,stabilized coginitive decline,drug,phenotype,drug_effect,40221338,in_kg,C1856565,,Progressive psychomotor deterioration,Progressive psychomotor deterioration,,,,,False,,,not_accepted,v2_expert_merged
487,Niemann-Pick disease type C,Lysosomal storage diseases,disease,disease,disease_disease,36356931,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease,,,,,,,,,v2_expert_merged
488,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,36356931,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
489,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,36356931,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
490,2-hydroxypropyl-b-cyclodextrin,Niemann-Pick disease type C,drug,disease,indication,36356931,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
492,Niemann-Pick disease type C,Seizures,disease,phenotype,disease_phenotype_positive,36356931,in_kg,C0036572,,,,,,,,,,,,v2_expert_merged
493,Cholesterol transport,NPC1,biological_process,protein/gene,bioprocess_protein,36356931,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
496,Lysosomal storage disorder,NPC1,disease,protein/gene,phenotype_protein,37054918,C0085078,in_kg,lysosomal storage disease,,lysosomal storage disease,,,,,,,,,v2_expert_merged
497,Thrombocytopenia,NPC1,phenotype,protein/gene,phenotype_protein,37054918,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
500,Arterial thrombosis,NPC1,disease,protein/gene,disease_protein,37054918,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
502,Myocardial ischemia,NPC1,disease,protein/gene,disease_protein,37054918,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
503,Cerebral ischemia,NPC1,disease,protein/gene,disease_protein,37054918,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
513,2-hydroxypropyl-b-cyclodextrin,Hearing loss,drug,phenotype,drug_effect,38448301,C0046237,C0018772,,,,,,,,,,,,v2_expert_merged
514,Miglustat,Neurological symptoms,drug,phenotype,drug_effect,38448301,in_kg,C0235031,,,,,,,,,,,,v2_expert_merged
519,Motor impairments,NPC1,phenotype,protein/gene,phenotype_protein,39630885,C4025360|C5436522,in_kg,Functional motor deficit,,Functional motor deficit,,,,,,,,,v2_expert_merged
525,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
526,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
527,Niemann-Pick disease type C,CCDC115,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
528,Niemann-Pick disease type C,SLC4A5,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
529,Niemann-Pick disease type C,DEPDC5,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
