,entity1,entity2,entity_type1,entity_type2,Relation,PMID,entity1_status,entity2_status,entity1_suggested_name,entity2_suggested_name,second_search_suggested_name
959,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,36325261,in_kg,in_kg,,,
965,cholesterol trafficking,NPC1,biological_process,protein/gene, bioprocess_protein,36325261,C5960876,in_kg,,,
966,cholesterol trafficking,NPC2,biological_process,protein/gene, bioprocess_protein,36325261,C5960876,in_kg,,,
967,cholesterol,lysosomes,exposure,cellular_component,exposure_cellcomp,36325261,in_kg,C0024369,,,
978,nail-patella syndrome,LMX1B,disease,protein/gene,disease_protein,36325261,in_kg,in_kg,,,
985,kidney,Niemann-Pick Disease Type C,anatomy,disease, anatomy_disease,36325261,in_kg,in_kg,,,
986,medications,seizures,drug,phenotype,drug_effect,36325261,C4284232,C0036572,,,
988,Fabry disease,lysosomal storage disease,disease,disease,disease_disease,36325261,in_kg,in_kg,,,
990,Niemann-Pick Disease Type C,neurovisceral symptoms,disease,phenotype,disease_phenotype_positive,36325261,in_kg,C1867971,,Acute episodes of neuropathic symptoms,Acute episodes of neuropathic symptoms
995,Niemann-Pick Disease Type C,buildup of endocytic in dystrophic axons,disease,phenotype,disease_phenotype_positive,34085599,in_kg,C5826770,,Peripheral axon spheroid formation,Peripheral axon spheroid formation
1002,Niemann-Pick disease type C,neurodegenerative lysosomal storage disorder,disease,phenotype,disease_phenotype_positive,34085599,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
1003,Niemann-Pick Disease Type C,lysosomal storage disease,disease,disease,disease_disease,34086834,in_kg,in_kg,,,
1004,Niemann-Pick Disease Type C,hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,34086834,in_kg,in_kg,,,
1005,Niemann-Pick Disease Type C,ataxia,disease,phenotype,disease_phenotype_positive,34086834,in_kg,in_kg,,,
1006,Niemann-Pick Disease Type C,dysarthria,disease,phenotype,disease_phenotype_positive,34086834,in_kg,in_kg,,,
1007,Niemann-Pick Disease Type C,dementia,disease,phenotype,disease_phenotype_positive,34086834,in_kg,in_kg,,,
1008,Niemann-Pick Disease Type C,cataplexy,disease,phenotype,disease_phenotype_positive,34086834,in_kg,in_kg,,,
1011,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease,phenotype, bioprocess_protein,34086834,in_kg,in_kg,,,
1014,Niemann-Pick Disease Type C,intensive blinking,disease,phenotype,disease_phenotype_positive,34086834,in_kg,C5826653,,Abnormal blink rate,Abnormal blink rate
1019,Niemann-Pick Disease Type C,saccadic impairment,disease,phenotype,disease_phenotype_positive,34086834,in_kg,C1842584,,,
1024,Niemann-Pick Disease Type C,decreased vertical saccades peak velocity,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C1856477,,Slowed horizontal saccades,Slowed horizontal saccades
1025,Niemann-Pick Disease Type C,lowered smooth pursuit gain,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C1837458,,Impaired smooth pursuit,Impaired smooth pursuit
1026,Niemann-Pick Disease Type C,impaired vertical upward and downward saccades,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C4732803,,Dysmetric vertical saccades,Dysmetric vertical saccades
1027,Niemann-Pick Disease Type C,altered horizontal saccadic peak velocity and latency,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C1856477,,Slowed horizontal saccades,Slowed horizontal saccades
1028,Niemann-Pick Disease Type C,altered vertical saccadic duration and amplitude,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C1321329,,Slow saccadic eye movements,Slow saccadic eye movements
1029,Niemann-Pick Disease Type C,altered horizontal position smooth pursuit,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C1866753,,Impaired horizontal smooth pursuit,Impaired horizontal smooth pursuit
1030,Niemann-Pick Disease Type C,compensating strategies,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C4718647,,,
1031,Niemann-Pick Disease Type C,blinks to elicit saccades,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C0423083,,Hypermetric saccades,Hypermetric saccades
1032,Niemann-Pick Disease Type C,head and upper body movements,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C0476217,,Abnormal head movements,Abnormal head movements
1033,Niemann-Pick Disease Type C,impaired vertical reflexive saccades,disease,phenotype,disease_phenotype_positive,34096670,in_kg,C4732803,,Dysmetric vertical saccades,Dysmetric vertical saccades
1034,Niemann-Pick disease type C,vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,34096670,in_kg,in_kg,,,
1037,Niemann-Pick disease type C,lysosomal storage disorder,disease,phenotype,disease_phenotype_positive,34138521,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
1038,Niemann-Pick disease type C,neurodegeneration,disease,phenotype,disease_phenotype_positive,34138521,in_kg,in_kg,,,
1040,NPC1,accumulation of unesterified cholesterol,protein/gene,phenotype,phenotype_protein,34138521,in_kg,C3553603|C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts
1041,NPC2,accumulation of unesterified cholesterol,protein/gene,phenotype,phenotype_protein,34138521,in_kg,C3553603|C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts
1042,NPC1,accumulation of sphingolipids,protein/gene,phenotype,phenotype_protein,34138521,in_kg,C3279448,,,
1043,NPC2,accumulation of sphingolipids,protein/gene,phenotype,phenotype_protein,34138521,in_kg,C3279448,,,
1046,Niemann-Pick disease type C,hepatic inflammation,disease,phenotype,disease_phenotype_positive,34138521,in_kg,C3275700,,,
1047,Niemann-Pick disease type C,hepatocellular carcinoma,disease,disease,disease_disease,34138521,in_kg,in_kg,,,
1048,Niemann-Pick disease type C,abdominal pain,disease,phenotype,disease_phenotype_positive,34138521,in_kg,in_kg,,,
1057,miglustat,2-hydroxypropyl-beta-cyclodextrin,drug,drug,drug_drug,34150357,in_kg,C0046237,,,
1093,NPC1,lysosomal membrane,protein/gene,cellular_component,cellcomp_protein,34290407,in_kg,in_kg,,,
1110,2-hydroxypropyl-β-cyclodextrin,cholesterol biosynthesis,drug,biological_process,drug_bioprocess,34296265,C0046237,in_kg,,,
1111,2-hydroxypropyl-β-cyclodextrin,lipid biosynthesis,drug,biological_process,drug_bioprocess,34296265,C0046237,C1563744,,,
1118,lipid biosynthesis,GPNMB,pathway,protein/gene,pathway_protein,34296265,C1563744,in_kg,,,
1119,cholesterol biosynthesis,GPNMB,pathway,protein/gene,pathway_protein,34296265,in_kg,in_kg,,,
1141,lysosomal,NPC1,cellular_component,protein/gene,cellcomp_protein,34407999,C0521450,in_kg,,,
1201,arimoclomol,urticaria,drug,phenotype,drug_effect,34418116,in_kg,in_kg,,,
1202,arimoclomol,angioedema,drug,phenotype,drug_effect,34418116,in_kg,in_kg,,,
1212,arimoclomol,heat shock response,drug,biological_process,drug_effect,34418116,in_kg,C0282498,,response to heat,response to heat
1272,Telmisartan,cholesterol accumulation,drug,phenotype,drug_effect,34502342,in_kg,C5436605,,,
1273,Telmisartan,intracellular cholesterol transport,drug,biological_process,drug_bioprocess,34502342,in_kg,in_kg,,,
1295,lysosomal cholesterol transporter,NPC1,molecular_function,protein/gene,molfunc_protein,34580197,C2755531,in_kg,lysosome to ER cholesterol transport,,lysosome to ER cholesterol transport
1320,accumulation of unesterified cholesterol,NPC1,phenotype,protein/gene,phenotype_protein,34592985,C3553603|C5937001,in_kg,Unesterified cholesterol accumulation in cultured fibroblasts,,Unesterified cholesterol accumulation in cultured fibroblasts
1326,2-hydroxypropyl-β-cyclodextrin,cholesterol storage,drug,phenotype,drug_effect,34592985,C0046237,in_kg,,,
1328,2-hydroxypropyl-β-cyclodextrin,axonal trafficking defects,drug,phenotype,drug_effect,34592985,C0046237,C4025830,,Peripheral axonal degeneration,Peripheral axonal degeneration
1332,Niemann-Pick Disease Type C,autosomal recessive lysosomal storage disorder,disease,disease,disease_disease,34682919,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
1333,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,34682919,in_kg,in_kg,,,
1334,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,34682919,in_kg,in_kg,,,
1335,Niemann-Pick Disease Type C,visceral involvement,disease,phenotype,disease_phenotype_positive,34682919,in_kg,C5960196,,,
1336,Niemann-Pick Disease Type C,neurological involvement,disease,phenotype,disease_phenotype_positive,34682919,in_kg,C4283760,,,
1337,neurological disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,34682919,C0027765|C0027881,in_kg,neuronitis,,neuronitis
1340,rare neurovisceral lipid storage disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,34720883,C5848057,in_kg,neutral lipid storage disease,,neutral lipid storage disease
1341,Niemann-Pick Disease Type C,progressive neurodegeneration,disease,disease,disease_disease,34720883,in_kg,C0154671|C1854838,,Cerebral degeneration,Cerebral degeneration
1342,Niemann-Pick Disease Type C,premature death,disease,phenotype,disease_phenotype_positive,34720883,in_kg,C1855073,,,
1343,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,34720883,in_kg,in_kg,,,
1344,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,34720883,in_kg,in_kg,,,
1350,choriod plexus,NPC1,anatomy,protein/gene,anatomy_protein_present,34720883,C0008524,in_kg,choroid plexus,,choroid plexus
1351,increase in inflammatory gene expression,NPC1,phenotype,protein/gene,phenotype_protein,34720883,C4022803,in_kg,Increased inflammatory response,,Increased inflammatory response
1355,brain tissue,NPC1,anatomy,protein/gene,anatomy_protein_present,34720883,C0006104|C0440746,in_kg,brain,,brain
1359,cerebellum,NPC1,anatomy,protein/gene,anatomy_protein_present,34720883,in_kg,in_kg,,,
1360,thalamus,NPC1,anatomy,protein/gene,anatomy_protein_present,34720883,C0039729,in_kg,,,
1363,Niemann-Pick Disease Type C,catatonia,disease,phenotype,disease_phenotype_positive,34744838,in_kg,C0007398,,,
1370,Niemann-Pick Disease Type C,neurological symptoms,disease,phenotype,disease_phenotype_positive,34744838,in_kg,C0235031,,,
1376,Niemann-Pick Disease Type C,cognition,disease,phenotype,disease_phenotype_positive,34794481,in_kg,in_kg,,,
1377,Niemann-Pick Disease Type C,fine motor,disease,phenotype,disease_phenotype_positive,34794481,in_kg,C0556281|C1867864,,Poor fine motor coordination,Poor fine motor coordination
1380,autosomal recessive disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,34799641,C4749826,in_kg,,,
1381,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,34799641,in_kg,in_kg,,,
1382,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,34799641,in_kg,in_kg,,,
1386,Niemann-Pick Disease Type C,infantile onset,disease,phenotype,disease_phenotype_positive,34799641,in_kg,in_kg,,,
1407,Niemann-Pick Disease Type C,cognition,disease,phenotype,disease_phenotype_positive,34819124,in_kg,in_kg,,,
1408,Niemann-Pick Disease Type C,impaired activities of daily living,disease,phenotype,disease_phenotype_positive,34819124,in_kg,C0740765|C4476938,,Impairment of activities of daily living,Impairment of activities of daily living
1409,Niemann-Pick Disease Type C,impaired health-related quality of life,disease,phenotype,disease_phenotype_positive,34819124,in_kg,C5539750,,Diminished health-related quality of life,Diminished health-related quality of life
1411,Niemann-Pick Disease Type C,loss of enjoyment in activities,disease,phenotype,disease_phenotype_positive,34819124,in_kg,C1562291|C3665346,,Visual loss,Visual loss
1412,Niemann-Pick Disease Type C,worry,disease,phenotype,disease_phenotype_positive,34819124,in_kg,C0233481,,,
1413,Niemann-Pick Disease Type C,sadness,disease,phenotype,disease_phenotype_positive,34819124,in_kg,C3536794,,,
1432,protein aggregates,CD22,molecular_function,protein/gene,molfunc_protein,34851695,C3850144,in_kg,,,
1434,cognitive function,CD22,phenotype,protein/gene,phenotype_protein,34851695,C0009240|C0392335,in_kg,cognition,,cognition
1444,intracellular cholesterol,fibroblasts,cellular_component,molecular_function,cellcomp_cellcomp,34830064,C1819279,C0016030|C1326347,,fibroblast proliferation,fibroblast proliferation
1446,lysosomes,NPC1,cellular_component,protein/gene,cellcomp_protein,34830064,C0024369,in_kg,,,
1455,neurovisceral lipid storage disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,34944681,C5848057,in_kg,neutral lipid storage disease,,neutral lipid storage disease
1456,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,34944681,in_kg,in_kg,,,
1457,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,34944681,in_kg,in_kg,,,
1458,Niemann-Pick Disease Type C,neurodegeneration,disease,phenotype,disease_phenotype_positive,34944681,in_kg,in_kg,,,
1459,Niemann-Pick Disease Type C,premature death,disease,phenotype,disease_phenotype_positive,34944681,in_kg,C1855073,,,
1462,Niemann-Pick Disease Type C,neuroinflammation,disease,phenotype,disease_phenotype_positive,34944681,in_kg,in_kg,,,
1471,Niemann-Pick Disease Type C,inherited neurodegenerative disorder,disease,phenotype,disease_phenotype_positive,34948052,in_kg,in_kg,,,
1472,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,34948052,in_kg,in_kg,,,
1473,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,34948052,in_kg,in_kg,,,
1474,Niemann-Pick Disease Type C,accumulation of intracellular cholesterol,disease,phenotype,disease_phenotype_positive,34948052,in_kg,C3553603,,,
1479,proteolysis,BACE1,biological_process,protein/gene,bioprocess_protein,34948052,in_kg,in_kg,,,
1481,neuronal processes,Vps35,cellular_component,protein/gene,cellcomp_protein,34948052,C1849725,in_kg,,,
1484,axonal swellings,Vps35,cellular_component,protein/gene,cellcomp_protein,34948052,C2750221,in_kg,,,
1499,splenomegaly,hematopoietic cells,phenotype,cellular_component,phenotype_cellcomp,35007562,in_kg,C0018956,,,
1502,mild neutrophilia.,NPC1,phenotype,protein/gene,phenotype_protein,35007562,C0856003,in_kg,Abnormal neutrophil morphology,,Abnormal neutrophil morphology
1516,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,35016719,in_kg,in_kg,,,
1517,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,35016719,in_kg,in_kg,,,
1520,Niemann-Pick Disease Type C,Peripheral neuropathy,disease,phenotype,disease_phenotype_positive,35016719,in_kg,in_kg,,,
1521,Niemann-Pick Disease Type C,neurologic deterioration,disease,phenotype,disease_phenotype_positive,35016719,in_kg,C1854838|C4024908,,Rapid neurologic deterioration,Rapid neurologic deterioration
1522,Niemann-Pick Disease Type C,splenomegaly,disease,phenotype,disease_phenotype_positive,35016719,in_kg,in_kg,,,
1523,Niemann-Pick Disease Type C,jaundice,disease,phenotype,disease_phenotype_positive,35016719,in_kg,in_kg,,,
1524,Niemann-Pick Disease Type C,elevated liver enzymes,disease,phenotype,disease_phenotype_positive,35016719,in_kg,C5775630|C5826587,,Abnormal liver enzyme activity or concentration,Abnormal liver enzyme activity or concentration
1526,Niemann-Pick Disease Type C,failure to thrive,disease,phenotype,disease_phenotype_positive,35016719,in_kg,in_kg,,,
1527,Niemann-Pick Disease Type C,mildly delayed myelination,disease,phenotype,disease_phenotype_positive,35016719,in_kg,C1277241,,Delayed myelination,Delayed myelination
1528,kidneys,Niemann-Pick Disease,anatomy,disease,anatomy_disease,35016719,C0022646|C0227665,in_kg,kidney,,kidney
1529,spleen,Niemann-Pick Disease,anatomy,disease,anatomy_disease,35016719,in_kg,in_kg,,,
1530,liver,Niemann-Pick Disease,anatomy,disease,anatomy_disease,35016719,in_kg,in_kg,,,
1531,brain,Niemann-Pick Disease,anatomy,disease,anatomy_disease,35016719,in_kg,in_kg,,,
1532,nerves,Niemann-Pick Disease,anatomy,disease,anatomy_disease,35016719,C0027740,in_kg,nerve,,nerve
1533,Niemann-Pick Disease Type C,nonspecific periventricular hypersignal intensity,disease,phenotype,disease_phenotype_positive,35016719,in_kg,C4022658,,Punctate periventricular T2 hyperintense foci,Punctate periventricular T2 hyperintense foci
1536,Niemann-Pick disease type C,neurologic symptoms,disease,phenotype,disease_phenotype_positive,36199263,in_kg,C0235031,,,
1537,Niemann-Pick disease type C,cataplexy,disease,phenotype,disease_phenotype_positive,36199263,in_kg,in_kg,,,
1544,Niemann-Pick disease type C,hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,36199263,in_kg,in_kg,,,
1545,Niemann-Pick disease type C,progressive neurologic dysfunction,disease,phenotype,disease_phenotype_positive,36199263,in_kg,C1854838|C4013375,,Progressive neurologic deterioration,Progressive neurologic deterioration
1546,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,36199263,in_kg,in_kg,,,
1547,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,36199263,in_kg,in_kg,,,
1548,liver,NPC1,anatomy,protein/gene,anatomy_protein_present,36199263,in_kg,in_kg,,,
1549,liver,NPC2,anatomy,protein/gene,anatomy_protein_present,36199263,in_kg,in_kg,,,
1550,spleen,NPC1,anatomy,protein/gene,anatomy_protein_present,36199263,in_kg,in_kg,,,
1551,spleen,NPC2,anatomy,protein/gene,anatomy_protein_present,36199263,in_kg,in_kg,,,
1554,membrane,NPC1,cellular_component,protein/gene,cellcomp_protein,36199263,in_kg,in_kg,,,
1557,Niemann-Pick disease type C,cerebellar ataxia,disease,phenotype,disease_phenotype_positive,36199263,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia
1559,Niemann-Pick disease type C,dystonia,disease,phenotype,disease_phenotype_positive,36199263,in_kg,in_kg,,,
1560,Niemann-Pick disease type C,pyramidal features,disease,phenotype,disease_phenotype_positive,36199263,in_kg,C1843174,,,
1561,Niemann-Pick disease type C,seizures,disease,phenotype,disease_phenotype_positive,36199263,in_kg,C0036572,,,
1563,Niemann-Pick disease type C,epilepsy,disease,phenotype,disease_phenotype_positive,36199263,in_kg,in_kg,,,
1565,Niemann-Pick disease type C,dysarthria,disease,phenotype,disease_phenotype_positive,36199263,in_kg,in_kg,,,
1570,deep brain signs,ataxia,phenotype,phenotype,phenotype_phenotype,36199263,C5706186,in_kg,White cerebellum sign,,White cerebellum sign
1572,deep brain signs,dysarthria,phenotype,phenotype,phenotype_phenotype,36199263,C5706186,in_kg,White cerebellum sign,,White cerebellum sign
1573,deep brain signs,cataplexy,phenotype,phenotype,phenotype_phenotype,36199263,C5706186,in_kg,White cerebellum sign,,White cerebellum sign
1574,Niemann-Pick disease type C,rare lysosomal neurovisceral storage disease,disease,disease,disease_disease,35086560,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
1590,Niemann-Pick disease type C,accumulation of intracellular free cholesterol,disease,phenotype,disease_phenotype_positive,35086560,in_kg,C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts
1597,arimoclomol,neurological disorders,drug,disease,indication,35140266,in_kg,C0027765|C0497552,,congenital nervous system disorder,congenital nervous system disorder
1619,cholesterol accumulation,NPC1,phenotype,protein/gene,phenotype_protein,35159316,C5436605,in_kg,,,
1620,cholesterol accumulation,NPC2,phenotype,protein/gene,phenotype_protein,35159316,C5436605,in_kg,,,
1635,cholesterol accumulation,NPC1,phenotype,protein/gene,phenotype_protein,35159129,C5436605,in_kg,,,
1644,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,35164809,in_kg,in_kg,,,
1646,Niemann-Pick disease type C,hepatomegaly,disease,phenotype,disease_phenotype_positive,35164809,in_kg,in_kg,,,
1647,Niemann-Pick disease type C,neonatal jaundice,disease,phenotype,disease_phenotype_positive,35164809,in_kg,in_kg,,,
1648,Niemann-Pick disease type C,splenomegaly,disease,phenotype,disease_phenotype_positive,35164809,in_kg,in_kg,,,
1649,neurological manifestations,cognitive impairment,phenotype,phenotype,phenotype_phenotype,35164809,C0027854,in_kg,,,
1650,neurological manifestations,dysarthria,phenotype,phenotype,phenotype_phenotype,35164809,C0027854,in_kg,,,
1651,neurological manifestations,ataxia,phenotype,phenotype,phenotype_phenotype,35164809,C0027854,in_kg,,,
1652,neurological manifestations,vertical supranuclear gaze palsy,phenotype,phenotype,phenotype_phenotype,35164809,C0027854,in_kg,,,
1653,neurological manifestations,dysphagia,phenotype,phenotype,phenotype_phenotype,35164809,C0027854,in_kg,,,
1664,mTOR,lipid biosynthesis,protein/gene,biological_process,bioprocess_protein,40972529,in_kg,C1563744,,,
1667,low-density lipoprotein receptor,low-density lipoprotein receptor-related protein 6,protein/gene,protein/gene,protein_protein,40972529,C0034821,C1701019,,,
1707,Niemann-Pick disease type C,neuro-visceral lipid storage disease,disease,disease,disease_disease,35455589,in_kg,C5848057,,neutral lipid storage disease,neutral lipid storage disease
1710,Niemann-Pick disease type C,elevated alpha-fetoprotein level,disease,phenotype,disease_phenotype_positive,35455589,in_kg,C0235971|C1275870,,Elevated alpha-fetoprotein,Elevated alpha-fetoprotein
1711,liver disease,elevated alpha-fetoprotein level,disease,phenotype,disease_protein,35455589,C0023895,C0235971|C1275870,,Elevated alpha-fetoprotein,Elevated alpha-fetoprotein
1733,NPC2,lysosomes,protein/gene,cellular_component,cellcomp_protein,35554935,in_kg,C0024369,,,
1759,Mgat5,beam walk latency,protein/gene,phenotype,phenotype_protein,35563467,in_kg,C1854301,,Motor delay,Motor delay
1796,Niemann-Pick disease type C,lysosomal disorder,disease,disease,disease_disease,35892469,in_kg,C5681043|C5848368,,disorder of lysosomal-related organelles,disorder of lysosomal-related organelles
1798,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,35892469,in_kg,in_kg,,,
1799,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,35892469,in_kg,in_kg,,,
1800,Niemann-Pick disease type C,chitotriosidase activity,disease,phenotype,disease_phenotype_positive,35892469,in_kg,C5937366,,Elevated circulating chitotriosidase activity,Elevated circulating chitotriosidase activity
1801,Niemann-Pick disease Type C,NPC1,disease,protein/gene,disease_protein,35892469,in_kg,in_kg,,,
1802,Niemann-Pick disease Type C,NPC2,disease,protein/gene,disease_protein,35892469,in_kg,in_kg,,,
1807,NPC1,Ferroptosis,protein/gene,biological_process, bioprocess_protein,36936782,in_kg,in_kg,,,
1821,Bradykinesia,Falls,phenotype,phenotype,phenotype_phenotype,35945383,in_kg,in_kg,,,
1825,levodopa,dyskinesia,phenotype,phenotype,phenotype_phenotype,35945383,in_kg,in_kg,,,
1837,Niemann-Pick disease,acid sphingomyelinase deficiency,disease,disease,disease_disease,36056366,in_kg,C5243927,,,
1839,Niemann-Pick disease,systemic symptoms,disease,phenotype,disease_phenotype_positive,36056366,in_kg,C2039684,,,
1840,Niemann-Pick disease,neurological symptoms,disease,phenotype,disease_phenotype_positive,36056366,in_kg,C0235031,,,
1841,Niemann-Pick disease,physical symptoms,disease,phenotype,disease_phenotype_positive,36056366,in_kg,C0679309|C0740651,,Abdominal symptom,Abdominal symptom
1847,Dysphagia,aspiration pneumonia,phenotype,disease,pathology_phenotype,36064725,in_kg,C0032290,,,
1855,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,36085278,in_kg,in_kg,,,
1856,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,36085278,in_kg,in_kg,,,
1857,Niemann-Pick disease type C,cholesterol accumulation,disease,phenotype,disease_phenotype_positive,36085278,in_kg,C5436605,,,
1863,NPC1,phagosome-lysosome fusion,protein/gene,biological_process, bioprocess_protein,36085278,in_kg,in_kg,,,
1864,Niemann-Pick disease Type C,NPC1,disease,protein/gene,disease_protein,36187872,in_kg,in_kg,,,
1865,Niemann-Pick disease Type C,NPC2,disease,protein/gene,disease_protein,36187872,in_kg,in_kg,,,
1871,Niemann-Pick disease Type C,Vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,36187872,in_kg,in_kg,,,
1872,Niemann-Pick disease Type C,Splenomegaly,disease,phenotype,disease_phenotype_positive,36187872,in_kg,in_kg,,,
1873,Niemann-Pick disease Type C,Dystonia,disease,phenotype,disease_phenotype_positive,36187872,in_kg,in_kg,,,
1874,Niemann-Pick disease Type C,Cerebellar ataxia,disease,phenotype,disease_phenotype_positive,36187872,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia
1878,β-Cyclodextrin,Niemann-Pick disease type C,drug,disease,indication,36265126,C0046237,in_kg,,,
1884,β-Cyclodextrin,lysosomal transport,drug,biological_process,drug_bioprocess,36265126,C0046237,in_kg,,,
1885,β-Cyclodextrin,lysosomal transport,drug,biological_process,drug_bioprocess,36265126,C0046237,in_kg,,,
1889,cholesterol trafficking,NPC1,biological_process,protein/gene, bioprocess_protein,36301667,C5960876,in_kg,,,
1894,endoplasmic reticulum,NPC1,cellular_component,protein/gene,cellcomp_protein,36301667,in_kg,in_kg,,,
1899,lysosome,NPC1,cellular_component,protein/gene,cellcomp_protein,36301667,in_kg,in_kg,,,
1906,NPC1,impairs developmental trajectories,protein/gene,phenotype,phenotype_protein,36322609,in_kg,C2237142,,Moderate global developmental delay,Moderate global developmental delay
1907,NPC2,impairs developmental trajectories,protein/gene,phenotype,phenotype_protein,36322609,in_kg,C2237142,,Moderate global developmental delay,Moderate global developmental delay
1922,NPC1,enlarged soma size,protein/gene,phenotype,phenotype_protein,36322609,in_kg,C0239282,,Epiglottic enlargement,Epiglottic enlargement
1923,NPC1,increased cell proliferation,protein/gene,phenotype,phenotype_protein,36322609,in_kg,C4230434,,,
1928,Cd68,chemotaxis,protein/gene,biological_process,bioprocess_protein,36322609,in_kg,in_kg,,,
1929,Cd68,cell recognition,protein/gene,biological_process,bioprocess_protein,36322609,in_kg,in_kg,,,
1931,Trem2,chemotaxis,protein/gene,biological_process,bioprocess_protein,36322609,in_kg,in_kg,,,
1932,Trem2,cell recognition,protein/gene,biological_process,bioprocess_protein,36322609,in_kg,in_kg,,,
1942,Vertical supranuclear gaze palsy,vertical saccades,phenotype,phenotype,phenotype_phenotype,36338825,in_kg,C4732803,,Dysmetric vertical saccades,Dysmetric vertical saccades
1944,vertical saccades,horizontal saccades,phenotype,phenotype,phenotype_phenotype,36338825,C4732803,C2749519|C4732804,Dysmetric vertical saccades,Dysmetric horizontal saccades,entity1:Dysmetric vertical saccades|entity2:Dysmetric horizontal saccades
1964,forskolin,glucosylsphingosine,drug,drug,drug_drug,36409725,C0917964,C0074996|C6016450,,Elevated circulating glucosylsphingosine concentration,Elevated circulating glucosylsphingosine concentration
1976,2-hydroxypropyl-beta-cyclodextrin,lipid storage disorder,drug,phenotype,drug_effect,36431844,C0046237,C1410111|C5848057,,neutral lipid storage disease,neutral lipid storage disease
1977,2-hydroxypropyl-beta-cyclodextrin,cytoplasmic vesicles,drug,cellular_component,drug_effect,36431844,C0046237,C0887884,,,
1978,2-hydroxypropyl-beta-cyclodextrin,lysosomes,drug,cellular_component,drug_effect,36431844,C0046237,C0024369,,,
1984,2-hydroxypropyl-beta-cyclodextrin,Niemann-Pick disease type C,drug,disease,indication,36431844,C0046237,in_kg,,,
1989,decaarginine endcapped polyrotaxanes,endosomes,drug,cellular_component,exposure_cellcomp,36584173,C0068395,C0034850,Nandrolone decanoate,,Nandrolone decanoate
1996,NDUFA4L2,Lysosome,protein/gene,molecular_function,cellcomp_protein,36722045,in_kg,in_kg,,,
1999,Niemann-Pick disease,cholesterol accumulation,disease,phenotype,disease_phenotype_positive,36722045,in_kg,C5436605,,,
2006,Niemann-Pick disease type C,lysosomal storage disorder,disease,disease,disease_disease,36823305,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
2014,accumulation of cholesterol,NPC1,phenotype,protein/gene,phenotype_protein,36861884,C5436605,in_kg,,,
2028,lysosome,NPC1,cellular_component,protein/gene,cellcomp_protein,36861884,in_kg,in_kg,,,
