,entity_name,original_entity_types,PMID,relation,entity_side
1692,primary endothelial cells,anatomy,39183751,anatomy_protein_present,1
1694,primary rat brain endothelial cells,anatomy,36431844,drug_effect,2
1695,pro-inflammatory environment,phenotype,39202426,disease_phenotype_positive,2
1697,prodrug form of 2-hydroxypropyl-beta-cyclodextrin,drug,36584173,drug_drug,2
1698,production of heat shock response,phenotype,34418116,drug_effect,2
1699,progression of purkinje cell degeneration,,,,
1702,progressive loss of cerebellar purkinje neurons,,,,
1703,progressive lysosomal storage disorder,disease,35007562,disease_disease,1
1704,progressive major organ failure,phenotype,37670901,disease_phenotype_positive,2
1709,progressive neurological degeneration,disease,37602789,disease_phenotype_positive,1
1712,progressive neurological impairment,phenotype,40009086,disease_phenotype_positive,2
1714,progressive neurovisceral manifestations,phenotype,34150357,disease_phenotype_positive,2
1715,progressive purkinje cell loss,,,,
1716,projection of cholesterol-containing membrane tubules,biological_process,36861884,bioprocess_protein,1
1717,prolong survival,phenotype,40436106,drug_effect,2
1719,promoted npc1 phenotypes,,,,
1720,promoting ci-mpr recycling,,,,
1721,pronouced neurological manifestations,phenotype,35081253,disease_phenotype_positive,2
1726,protein trafficking defects,phenotype,39207850,phenotype_protein,2
1727,proteostasis modulators,drug,36301667,drug_protein,1
1728,proteostatic regulators,drug,36301667,indication,2
1729,prothoracic gland,anatomy,35245460,anatomy_protein_present,1
1732,prv replication cycle,,,,
1734,psychiatric alterations,phenotype,39443481,disease_phenotype_positive,2
1735,psychiatric anomalies,phenotype,39443481,indication,2
1743,pulmonary alveolar proteinoisis,,,,
1748,purkinje cell death,,,,
1757,qkw-1,,,,
1760,r518w,,,,
1761,r934l-npc1,,,,
1763,rapid progression of neurologic disease,phenotype,34455703,disease_phenotype_positive,2
1764,rare lysosomal neurovisceral storage disease,disease,35086560,disease_disease,2
1765,rare lysosomal storage disorder,disease,34830064,disease_disease,1
1766,rare neurovisceral lipid storage disease,disease,34720883,disease_disease,1
1767,re-accumulation of cholesterol,phenotype,37429811,disease_phenotype_positive,2
1768,reactive microglia,phenotype,39173891,phenotype_protein,1
1770,recessive disorder of cholesterol trafficking,phenotype,37612148,disease_phenotype_positive,2
1771,recessive lysosomal storage disease,phenotype,37670901,disease_phenotype_positive,2
1772,recombinant human heat shock protein 70,drug | protein/gene,36455410,drug_effect|drug_protein|indication,1|2
1773,recused mitochondrial deficits,phenotype,35408815,disease_phenotype_positive,2
1774,reduce cell apoptosis,phenotype,40877976,drug_effect,2
1775,reduce gastrointestinal symptoms,phenotype,35694196,drug_effect,2
1776,reduce intestinal inflammation,phenotype,35694196,drug_effect,2
1777,reduce loss of cerebellar purkinje cells,,,,
1778,reduced acitve srebp2 transport,,,,
1779,reduced active sting transport,,,,
1780,reduced apoe4 cholesterol efflux,,,,
1781,reduced asparagine-linked glycosylation,phenotype,35563467,phenotype_phenotype,1
1782,reduced ataxia,phenotype,34387740,drug_effect,2
1783,reduced b. besnoiti proliferation,,,,
1784,reduced basal cytoplasmic ca2+ levels,,,,
1785,reduced body weight loss,phenotype,40184172,drug_effect,2
1786,reduced brain alkyl-lpc levels,,,,
1787,reduced cancer growth,phenotype,41013744,phenotype_protein,2
1788,reduced capacity for vacuole fusion,phenotype,37908116,bioprocess_protein,2
1789,reduced cholesterol accumulation,phenotype,34407999|35408815|40427492|40565243,disease_phenotype_positive|drug_effect|phenotype_protein,2
1790,reduced cytokine production,phenotype,38645072,drug_effect,2
1791,reduced de novo sphingolipid biosynthesis,phenotype,38719150,drug_bioprocess,2
1792,reduced disease progression,phenotype,40513057,drug_effect,2
1793,reduced er ca2+,,,,
1794,reduced fifilipin flfluorescence,phenotype,40504793,drug_effect,2
1795,reduced foamy cells,phenotype,34944681,drug_effect,2
1796,reduced glycosphingolipid levels,phenotype,35140266,drug_effect,2
1797,reduced hepatosplenomegaly,phenotype,40866990,drug_effect,2
1799,reduced lifespan,phenotype,35563467,phenotype_phenotype,2
1800,reduced liver alkyl-lpc levels,,,,
1801,reduced loss of purkinje cells,,,,
1802,reduced lysosomal cholesterol accumulation,phenotype,40663813,drug_effect,2
1803,reduced lysosomal transport,phenotype,35159316,phenotype_phenotype,1
1804,reduced mitochondrial transport,phenotype,35159316,disease_disease,2
1805,reduced motor function,phenotype,40866990,drug_effect,2
1806,reduced neocortical inflammation,phenotype,39891227,drug_effect,2
1807,reduced ocular manifestations,,,,
1808,reduced parkin expression,,,,
1809,reduced peripheral inflammation,phenotype,34944681,drug_effect,2
1810,"reduced phosphatidylinositol 4,5-bisphosphate",,,,
1811,reduced sphingolipid accumulation,phenotype,38719150,exposure_phenotype,2
1812,reduced thalamic volumes,phenotype,39689839,disease_phenotype_positive,2
1813,reduces expression npc1 mrna,,,,
1814,reduces expression npc1 protein,,,,
1815,reduces intracellular cholesterol accumulation,phenotype,35408815,anatomy_disease,2
1816,reducing excitotoxicity.,phenotype,36638187,phenotype_protein,1
1817,reduction in complex asparagine-linked glycosylation,phenotype,35563467,phenotype_phenotype,1
1818,reduction in csf total tau,,,,
1819,reduction in lysosomal calcium,phenotype,36085278,disease_phenotype_positive,2
1820,reductions in connection number,phenotype,41277897,disease_phenotype_positive,2
1821,reductions in connection strength and number,phenotype,41277897,disease_phenotype_positive,2
1823,regulate arp 2/3 actin nucleation,,,,
1825,regulated lysosomal function,biological_process,40565243,bioprocess_protein|drug_bioprocess,2
1827,relatively intact smooth pursuit eye movements,phenotype,38868844,disease_phenotype_positive,2
1828,release of lipid-laden lamellar inclusions,biological_process,34364974,drug_bioprocess,2
1829,remove cholesterol,phenotype,36584173,drug_effect,2
1830,remove lysosomal cholesterol crystals,phenotype,34748340,drug_effect,2
1831,remove lysosomes cholesterol crystal,phenotype,34748340,drug_effect,2
1832,renal lamellar bodies,phenotype,36325261,disease_phenotype_positive,2
1834,renal volume and weight,phenotype,38087834,phenotype_protein,1
1836,replenishment of mitochondrial glutathione levels,phenotype,38599016,drug_effect,2
1837,rescored 4-domain npccss,,,,
1838,rescued all phenotypic changes,biological_process,40301465,drug_bioprocess,2
1839,rescues aberrant cav1.2 clustering,,,,
1840,rescues cav1.2,,,,
1841,rescues cholesterol accumulation,phenotype,37440478,phenotype_protein,1
1842,rescues epigenetic marks,phenotype,37407594,drug_protein,2
1843,rescues mitochondrial membrane potential depolarization;,phenotype,35408815,disease_phenotype_positive,2
1844,rescues myelination,phenotype,37407594,drug_effect,2
1845,rescues oligodendrocyte gene expression.,phenotype,37407594,drug_protein,2
1846,rescues sphingolipid accumulation.,phenotype,37440478,phenotype_protein,1
1847,resistance to lysosphingolipid-induced cell death,,,,
1848,resolve the catatonia,phenotype,39607035,drug_effect,2
1851,restore cytotoxic t lymphocyte cytotoxicity,,,,
1852,restore lipid homeostasis,biological_process,34364974,drug_bioprocess,2
1853,restored autophagic flux,phenotype,38821960,drug_effect,2
1854,restored cell viability,phenotype,38821960,drug_effect,2
1855,restored cholesterol sensing,,,,
1856,restored lipid profile,lipid,39891227,drug_protein,2
1857,restored localization of abca1,,,,
1858,restored localization of golgin 97,phenotype,35507892,phenotype_protein,2
1859,restored localization of syntaxin 6,phenotype,35507892,phenotype_protein,2
1860,restored mitochondria length,phenotype,38033125,exposure_phenotype,2
1861,restored nad levels,,,,
1862,restored plasma il-10,,,,
1863,restored plasma il-6,,,,
1864,restored plasma il-8,,,,
1865,restored the autophagic flux,phenotype,37047194,phenotype_cellcomp,2
1866,restores s-adenosyl-l-methionine levels in mitochondria,,,,
1868,retromer dysfunction,phenotype,34948052,phenotype_phenotype|phenotype_protein,1|2
1869,retromer impairment,phenotype,34948052,disease_phenotype_positive|phenotype_phenotype,2
1870,reverted synaptic defects,phenotype,36482560,drug_effect,2
1871,robust phagocytic activity,phenotype,36322609,phenotype_protein,2
1873,ros-ca2+-calcineurin pathway,,,,
1874,rs1044925 (c-allele),,,,
1883,scale for the assessment and rating of ataxia score,,,,
1884,scar/wave complex proteins,,,,
1892,severe acute liver failure,pathology,37429811,pathology_phenotype,1
1893,severe biochemical phenotype,phenotype,34572251,phenotype_protein,1
1896,shortened life span,,,,
1897,shorter adhesio interthalamica length,phenotype,37612148,disease_phenotype_positive,2
1898,shorter lifespan,phenotype,35563467,disease_phenotype_positive|phenotype_protein,2
1899,shortfalls in fine odor discrimination,phenotype,36322609,phenotype_protein,2
1901,sialic acid-dependent ligands,,,,
1904,signaling downstream of g protein-coupled receptors,,,,
1905,significantly reduced mortality risk,phenotype,35140266,drug_effect,2
1906,slcla2,,,,
1908,slow down the rate of weight loss,phenotype,40877976,drug_effect,2
1909,slow neurological damage,biological_process,36608914,drug_bioprocess,2
1910,slowed peak velocity,phenotype,34086834,disease_phenotype_positive,2
1911,slower onset of cerebral cortical pathology,phenotype,38254990,phenotype_phenotype,2
1915,smaller gray matter volumes,phenotype,34146215,disease_phenotype_positive,2
1916,smaller heart weight,phenotype,36614015,disease_phenotype_positive,2
1917,smaller kidneys weight,phenotype,36614015,disease_phenotype_positive,2
1918,smaller liver weight,phenotype,36614015,disease_phenotype_positive,2
1919,smaller ovaries,phenotype,36614015,disease_phenotype_positive,2
1920,smaller scent gland weight,phenotype,36614015,disease_phenotype_positive,2
1921,smaller testes weight,phenotype,36614015,disease_phenotype_positive,2
1922,smaller uteri,phenotype,36614015,disease_phenotype_positive,2
1923,smaller vesicular gland weight,phenotype,36614015,disease_phenotype_positive,2
1924,smaller whole hippocampi volumes,disease,34146215,disease_phenotype_positive,2
1925,soat1 inhibitors,,,,
1927,solid diet modifications,,,,
1929,soluble cd22,,,,
1931,soluble epoxide hydrolase pathways,pathway,40306479,pathway_molfunc,1
1937,sphingolipid dyshomeostasis,phenotype,36322609,phenotype_protein,2
1943,sphingomyelin accumulation,phenotype,38087834,phenotype_protein,1
1953,spleen biospies,anatomy,35038048,anatomy_protein_present,1
1956,splenic monocytes,anatomy,35007562,anatomy_protein_present,1
1957,splenic neutrophils,anatomy,35007562,anatomy_protein_present,1
1960,srebp2 processing,,,,
1961,stabilized chorea,phenotype,40221338,drug_effect,2
1962,stabilized coginitive decline,phenotype,40221338,drug_effect,2
1963,stabilized neurological phenotypes,phenotype,35140266,drug_effect,2
1964,stabilized psychiatric features,phenotype,40221338,drug_effect,2
1967,stereotyped purkinje cell loss,,,,
1969,steroidogenic acute regulatory protein d1,,,,
1970,sterol absorption,biological_process,37602789,bioprocess_protein,1
1971,sterol movement,biological_process,38568972,bioprocess_protein,1
1972,stimulator of interferon genesassociated diseases,disease,38645072,indication,2
1973,stimulus-sensitive myoclonus,phenotype,36187872,disease_phenotype_positive,2
1977,striatal astrocytes,anatomy,40737317,anatomy_protein_present,2
1978,subcortical networks,anatomy,41277897,anatomy_disease,1
1981,suboptimal cholesterol transport,phenotype,40436106,disease_phenotype_positive,2
1982,substantial fibrosis,phenotype,37429811,disease_phenotype_positive,2
1985,"suppress the npc1 deficiency-induced, hyper-activated sting signaling",,,,
1986,suppressed stimulator of interferon genes polymerization,,,,
1988,suspected np-c,,,,
1990,sustained reduction in disease progression,phenotype,40663813,drug_effect,2
1995,symtomatic therapy,exposure,36243834,exposure_disease,1
1997,synaptic boutons size increase,phenotype,39340823,drug_effect,2
1998,synaptic changes,phenotype,36482560,drug_effect,2
1999,synaptic disturbance,phenotype,36608914,pathology_phenotype,2
2002,synchronicity disruptions,phenotype,39340823,disease_phenotype_positive,2
2003,synthesis of esterified cholesterol,biological_process,36182715,drug_bioprocess,2
2008,systemic insulin signaling,biological_process,35245460,bioprocess_protein,2
2009,systemic iron abnormalities,phenotype,37348967,disease_phenotype_positive,2
2010,systemic organ lesions,phenotype,38087834,phenotype_protein,1
2012,t-cell immune insufficiency,,,,
2014,t1-12,,,,
2018,tau dysregulation,phenotype,39202426,phenotype_protein,2
2021,tau protein aggregation,,,,
2025,tfeb activation,,,,
2026,tfeb nuclear translocation,,,,
2027,tgf-β pathway,,,,
2028,tgf-β1-induced fmd,,,,
2032,third transmembrane domain,anatomy,40026274,pathology_anatomy_present,1|2
2035,tmem241 ablation,,,,
2036,tmem241 deficient,,,,
2037,total diacylglycerols,phenotype,34810067,disease_phenotype_positive,2
2038,total retinal thinning in the fovea,phenotype,34086834,disease_phenotype_positive,2
2041,toxic lipid accumulation,pathology,40525490,pathology_anatomy_present,1
2042,transbilayer transport of some hydrophobic molecules,biological_process,34455703,bioprocess_protein,1
2045,transduced primary brain endothelial cells,,,,
2046,transforming growth factor-β1,,,,
2047,translation eukaryotic initiation factor 3d (eif3d),,,,
2050,transport of unesterified cholesterol,biological_process,35452076,bioprocess_protein,1
2052,transporting molecules in the cell,biological_process,34455703,bioprocess_protein,1
2055,trem2-mtor signaling,,,,
2056,trihydroxycholanic acid glycinate,protein/gene,36009508,disease_protein,2
2057,tuj1-positive neurite density,,,,
2065,underlying molecular pathophysiology,pathology,38131230,pathology_phenotype,1
2069,unesterified sphingolipids.,phenotype,37539272,phenotype_protein,2
2070,unresolved and chronic neuroinflammation,,,,
2071,unusual urinary metabolite profiles,phenotype,35961091,disease_phenotype_positive,2
2072,unwarranted anger,phenotype,35696615,drug_effect,2
2074,upregulated antithrombin iii,,,,
2075,upregulated cathepsin d,,,,
2076,upregulated neuromodulin,phenotype,36638187,disease_phenotype_positive,2
2077,upregulated serpinc1,,,,
2078,"uptake of cholestane-3β,5α,6β-triol",,,,
2080,urinary branched-chain amino acids,phenotype,35961091,disease_phenotype_positive,2
2082,urinary valine,phenotype,35961091,disease_phenotype_positive,2
2086,vacuolated kupffer cells,,,,
2092,vertical supranuclear saccade palsy,phenotype,34096670,disease_phenotype_positive,2
2096,visceral enlargement,phenotype,34303826,disease_phenotype_positive,2
2098,visceral manifestations,phenotype,36325261,disease_phenotype_positive,2
2099,visceral organ damage,phenotype,34061502,disease_phenotype_positive,2
2100,visceral organ involvement,,,,
2107,weakened muscular contraction,phenotype,36064725,disease_phenotype_positive,2
2109,widespread disconnectivity,phenotype,41277897,disease_phenotype_positive,2
2110,widespread neurodegeneration,phenotype,39202426,phenotype_protein,2
2111,wildtype aavs,,,,
2115,yeast lysosome-like vacuoles,cellular_component,37047194,phenotype_cellcomp,2
2117,α-glucosidases i and ii,,,,
2120,β-amyloid peptide,phenotype,40869913,disease_protein,2
2122,β-cyclodextrin derivatives,drug,40847051,drug_effect|indication,1
2123,"β1,6glcnac-branched n-linked glycans",,,,
2124,γ-cyclodextrin derivatives,drug,40847051,drug_effect|indication,1
