atc,UMLS_from_label,UMLS_from_meddra,side_effect_name
N05BA01,C0011175,C0011175,Dehydration
N05BA01,C0011253,C0011253,Delusion
N05BA01,C0011551,C0011551,Depersonalisation
N05BA01,C0011570,C0011570,Depression
N05BA01,C0011606,C0011606,Dermatitis exfoliative
N05BA01,C0011991,C0011991,Diarrhoea
N05BA01,C0012569,C0012569,Diplopia
N05BA01,C0012833,C0012833,Dizziness
N05BA01,C0013144,C2830004,Somnolence
N05BA01,C0013362,C0029408,Osteoarthritis
N05BA01,C0013362,C0013362,Dysarthria
N05BA01,C0013378,C0013378,Dysgeusia
N05BA01,C0013395,C0013395,Dyspepsia
N05BA01,C0013404,C0013404,Dyspnoea
N05BA01,C0013491,C0013491,Ecchymosis
N05BA01,C0014549,C0014549,Grand mal convulsion
N05BA01,C0015230,C0015230,Rash
N05BA01,C0015230,C0011603,Dermatitis
N05BA01,C0015397,C0015397,Eye disorder
N05BA01,C0015672,C0015672,Fatigue
N05BA01,C0015732,C0015732,Faecal incontinence
N05BA01,C0016658,C0016655,Multiple fractures
N05BA01,C0016658,C0016658,Fracture
N05BA01,C0017178,C0017178,Gastrointestinal disorder
N05BA01,C0018418,C0018418,Gynaecomastia
N05BA01,C0018524,C0018524,Hallucination
N05BA01,C0018681,C0018681,Headache
N05BA01,C0018790,C0018790,Cardiac arrest
N05BA01,C0018799,C0018799,Cardiac disorder
N05BA01,C0018801,C0018801,Cardiac failure
N05BA01,C0018939,C0018939,Blood disorder
N05BA01,C0019521,C0019521,Hiccups
N05BA01,C0020039,C0020039,Hostility
N05BA01,C0020517,C0020517,Hypersensitivity
N05BA01,C0020523,C0020523,Type I hypersensitivity
N05BA01,C0020578,C0020578,Hyperventilation
N05BA01,C0020649,C0020649,Hypotension
N05BA01,C0020651,C0020651,Orthostatic hypotension
N05BA01,C0020672,C0413252,Hypothermia
N05BA01,C0020672,C0020672,Body temperature decreased
N05BA01,C0021167,C0021167,Incontinence
N05BA01,C0021177,C0021177,Libido increased
N05BA01,C0021177,C0855242,Disturbance in sexual arousal
N05BA01,C0022346,C0022346,Jaundice
N05BA01,C0023066,C0023066,Laryngospasm
N05BA01,C0023380,C0023380,Lethargy
N05BA01,C0023530,C0023530,Leukopenia
N05BA01,C0026650,C0013384,Dyskinesia
N05BA01,C0026650,C0026650,Movement disorder
N05BA01,C0026821,C0037763,Muscle spasms
N05BA01,C0026827,C0026827,Hypotonia
N05BA01,C0026827,C1142135,Muscle relaxant therapy
N05BA01,C0026961,C0026961,Mydriasis
N05BA01,C0027051,C0027051,Myocardial infarction
N05BA01,C0027051,C0948089,Acute coronary syndrome
N05BA01,C0027497,C0027497,Nausea
N05BA01,C0027765,C0027765,Nervous system disorder
N05BA01,C0027769,C0027769,Nervousness
N05BA01,C0027769,C0233494,Tension
N05BA01,C0027947,C0027947,Neutropenia
N05BA01,C0028084,C0028084,Nightmare
N05BA01,C0028643,C0278134,Sensory loss
N05BA01,C0028643,C0020580,Hypoaesthesia
N05BA01,C0028738,C0028738,Nystagmus
N05BA01,C0029882,C0029882,Otitis media
N05BA01,C0030193,C0030193,Pain
N05BA01,C0030232,C0030232,Pallor
N05BA01,C0030252,C0030252,Palpitations
N05BA01,C0030318,C0030318,Panic reaction
N05BA01,C0031542,C0031542,Phlebitis
N05BA01,C0032285,C0032285,Pneumonia
N05BA01,C0033774,C0033774,Pruritus
N05BA01,C0033975,C0033975,Psychotic disorder
N05BA01,C0034880,C0034880,Hyperacusis
N05BA01,C0034882,C0687707,Anorectal disorder
N05BA01,C0035078,C0035078,Renal failure
N05BA01,C0035455,C0035455,Rhinitis
N05BA01,C0036104,C0037036,Salivary hypersecretion
N05BA01,C0036974,C0036974,Shock
N05BA01,C0037199,C0037199,Sinusitis
N05BA01,C0037317,C0851578,Sleep disorder
N05BA01,C0037822,C0037822,Speech disorder
N05BA01,C0038990,C0020458,Hyperhidrosis
N05BA01,C0038999,C0038999,Swelling
N05BA01,C0039070,C0041657,Loss of consciousness
N05BA01,C0039070,C0039070,Syncope
N05BA01,C0039231,C0039231,Tachycardia
N05BA01,C0039971,C0039971,Thirst
N05BA01,C0040034,C0040034,Thrombocytopenia
N05BA01,C0041834,C0041834,Erythema
N05BA01,C0042024,C0042024,Urinary incontinence
N05BA01,C0042029,C0042029,Urinary tract infection
N05BA01,C0042075,C0041969,Urethral disorder
N05BA01,C0042075,C0042075,Urinary tract disorder
N05BA01,C0042109,C0042109,Urticaria
N05BA01,C0042373,C0042373,Angiopathy
N05BA01,C0042401,C1142412,Vasodilation procedure
N05BA01,C0042487,C0042487,Venous thrombosis
N05BA01,C0042571,C0042571,Vertigo
N05BA01,C0042790,C3665347,Visual impairment
N05BA01,C0042963,C0042963,Vomiting
N05BA01,C0043352,C0043352,Dry mouth
N05BA01,C0080274,C0080274,Urinary retention
N05BA01,C0085593,C0085593,Chills
N05BA01,C0085628,C0085628,Stupor
N05BA01,C0085628,C0549249,Depressed level of consciousness
N05BA01,C0085633,C0085633,Mood swings
N05BA01,C0085633,C0233472,Affect lability
N05BA01,C0085649,C0085649,Oedema peripheral
N05BA01,C0086439,C0086439,Hypokinesia
N05BA01,C0086565,C0086565,Hepatic function abnormal
N05BA01,C0087169,C0152128,Drug withdrawal syndrome
N05BA01,C0151735,C0151735,Injection site reaction
N05BA01,C0151736,C3263723,Injury
N05BA01,C0151786,C0151786,Muscular weakness
N05BA01,C0151872,C0151872,Prothrombin level increased
N05BA01,C0151907,C0151907,Skin discolouration
N05BA01,C0151951,C0852990,Blood thromboplastin decreased
N05BA01,C0162287,C0162287,Abnormal faeces
N05BA01,C0162297,C0162297,Respiratory arrest
N05BA01,C0162429,C0162429,Malnutrition
N05BA01,C0178298,C0037274,Skin disorder
N05BA01,C0231528,C0231528,Myalgia
N05BA01,C0231530,C0231530,Muscle twitching
N05BA01,C0232461,C0232461,Increased appetite
N05BA01,C0232726,C2242737,Anorectal discomfort
N05BA01,C0232726,C0232726,Rectal tenesmus
N05BA01,C0232726,C0034886,Proctalgia
N05BA01,C0233514,C0233514,Abnormal behaviour
N05BA01,C0233571,C0085631,Agitation
N05BA01,C0233632,C1306341,Mental disability
N05BA01,C0233632,C0233632,Thinking abnormal
N05BA01,C0233754,C0233754,Derealisation
N05BA01,C0233794,C0233794,Memory impairment
N05BA01,C0233795,C0233795,Anterograde amnesia
N05BA01,C0234215,C0234215,Discomfort
N05BA01,C0234233,C0234233,Tenderness
N05BA01,C0235063,C0855775,Pulmonary function test decreased
N05BA01,C0235063,C0235063,Respiratory depression
N05BA01,C0235113,C0235113,Emotional poverty
N05BA01,C0235146,C0235146,Euphoric mood
N05BA01,C0235198,C0233414,Disturbance in attention
N05BA01,C0237314,C0237314,Heart rate irregular
N05BA01,C0241705,C0013428,Dysuria
N05BA01,C0241705,C0241705,Strangury
N05BA01,C0242350,C0242350,Erectile dysfunction
N05BA01,C0267596,C0267596,Rectal haemorrhage
N05BA01,C0267792,C0267792,Hepatobiliary disease
N05BA01,C0270971,C0270971,Floppy infant
N05BA01,C0278080,C0439857,Dependence
N05BA01,C0344232,C0344232,Vision blurred
N05BA01,C0349506,C0162830,Photosensitivity reaction
N05BA01,C0392676,C0392676,Hyperpyrexia
N05BA01,C0424000,C0424000,Suicidal ideation
N05BA01,C0424295,C0424295,Hyperkinesia
N05BA01,C0427108,C0575090,Balance disorder
N05BA01,C0428977,C0428977,Bradycardia
N05BA01,C0438717,C0438717,Transaminases increased
N05BA01,C0497156,C0497156,Lymphadenopathy
N05BA01,C0520966,C0520966,Coordination abnormal
N05BA01,C0700361,C0700361,Emotional distress
N05BA01,C0740399,C0855223,"Hallucinations, mixed"
N05BA01,C0751476,C0151888,Hyporeflexia
N05BA01,C0853813,C0853813,Local reaction
N05BA01,C0917801,C0917801,Insomnia
N05BA01,C1145670,C1145670,Respiratory failure
N05BA01,C1262144,C1262144,Increased bronchial secretion
N05BA01,C1504494,C0030554,Paraesthesia
N05BA01,C1610069,C1392046,Cardiovascular insufficiency
N05BA01,C2981158,C2981158,Loss of libido
N05BA01,C3203358,C0242184,Hypoxia
N05BA01,C3203358,C3203358,Hypoventilation
C02DA01,C0000737,C0687713,Gastrointestinal pain
C02DA01,C0000737,C0000737,Abdominal pain
C02DA01,C0001925,C0001925,Albuminuria
C02DA01,C0003123,C0232462,Decreased appetite
C02DA01,C0003467,C0003467,Anxiety
C02DA01,C0004093,C0004093,Asthenia
C02DA01,C0008031,C0008031,Chest pain
C02DA01,C0011603,C0011603,Dermatitis
C02DA01,C0011880,C0011880,Diabetic ketoacidosis
C02DA01,C0011991,C0011991,Diarrhoea
C02DA01,C0012569,C0012569,Diplopia
C02DA01,C0012833,C0012833,Dizziness
C02DA01,C0013604,C0013604,Oedema
C02DA01,C0014457,C0014457,Eosinophilia
C02DA01,C0015230,C0015230,Rash
C02DA01,C0015967,C0015967,Body temperature increased
C02DA01,C0016382,C0016382,Flushing
C02DA01,C0017979,C0017979,Glycosuria
C02DA01,C0018681,C0018681,Headache
C02DA01,C0018965,C0018965,Haematuria
C02DA01,C0019080,C0019080,Haemorrhage
C02DA01,C0019080,C0518015,Haemoglobin
C02DA01,C0019340,C0019372,Herpes virus infection
C02DA01,C0019572,C0019572,Hirsutism
C02DA01,C0020456,C0020456,Hyperglycaemia
C02DA01,C0020457,C0020457,Diabetic hyperosmolar coma
C02DA01,C0020517,C0020517,Hypersensitivity
C02DA01,C0020538,C0020538,Hypertension
C02DA01,C0020621,C0020621,Hypokalaemia
C02DA01,C0020649,C0020649,Hypotension
C02DA01,C0023530,C0023530,Leukopenia
C02DA01,C0024103,C0024103,Breast mass
C02DA01,C0027497,C0027497,Nausea
C02DA01,C0027726,C0027726,Nephrotic syndrome
C02DA01,C0030193,C0030193,Pain
C02DA01,C0030252,C0030252,Palpitations
C02DA01,C0030305,C0030305,Pancreatitis
C02DA01,C0030554,C0030554,Paraesthesia
C02DA01,C0032541,C0152025,Polyneuropathy
C02DA01,C0033774,C0033774,Pruritus
C02DA01,C0034150,C1368065,Vascular purpura
C02DA01,C0034150,C0034150,Purpura
C02DA01,C0038534,C0009760,Conjunctival haemorrhage
C02DA01,C0038990,C0020458,Hyperhidrosis
C02DA01,C0039231,C0039231,Tachycardia
C02DA01,C0040034,C0040034,Thrombocytopenia
C02DA01,C0042963,C0042963,Vomiting
C02DA01,C0043094,C0043094,Weight increased
C02DA01,C0086543,C0086543,Cataract
C02DA01,C0151904,C0151904,Aspartate aminotransferase increased
C02DA01,C0162119,C0162119,Haemoglobin decreased
C02DA01,C0220982,C0220982,Ketoacidosis
C02DA01,C0231218,C0231218,Malaise
C02DA01,C0231218,C0234215,Discomfort
C02DA01,C0231218,C1443060,Feeling abnormal
C02DA01,C0231218,C2047937,Ill-defined disorder
C02DA01,C0232487,C0232487,Abdominal discomfort
C02DA01,C0234133,C0015371,Extrapyramidal disorder
C02DA01,C0235660,C0235660,Galactorrhoea
C02DA01,C0239150,C0852810,Blood creatinine decreased
C02DA01,C0239987,C0853705,Blood immunoglobulin G decreased
C02DA01,C0242528,C0242528,Azotaemia
C02DA01,C0267953,C0267953,Pancreatic necrosis
C02DA01,C0268000,C0268000,Fluid retention
C02DA01,C0344232,C0344232,Vision blurred
C02DA01,C0423153,C0152227,Lacrimation increased
C02DA01,C0438434,C0036454,Scotoma
C02DA01,C0497156,C0497156,Lymphadenopathy
C02DA01,C0549386,C2939147,Feeling hot
C02DA01,C0687133,C0687133,Drug interaction
C02DA01,C0700361,C0700361,Emotional distress
C02DA01,C0917798,C0917798,Cerebral ischaemia
C02DA01,C0917801,C0917801,Insomnia
C02DA01,C1258215,C1258215,Ileus
C02DA01,C2062908,C0018099,Gout
C02DA01,C2364111,C2364111,Ageusia
V03AH01,C0000737,C0687713,Gastrointestinal pain
V03AH01,C0000737,C0000737,Abdominal pain
V03AH01,C0001925,C0001925,Albuminuria
V03AH01,C0003123,C0232462,Decreased appetite
V03AH01,C0003467,C0003467,Anxiety
V03AH01,C0004093,C0004093,Asthenia
V03AH01,C0008031,C0008031,Chest pain
V03AH01,C0011603,C0011603,Dermatitis
V03AH01,C0011880,C0011880,Diabetic ketoacidosis
V03AH01,C0011991,C0011991,Diarrhoea
V03AH01,C0012569,C0012569,Diplopia
V03AH01,C0012833,C0012833,Dizziness
V03AH01,C0013604,C0013604,Oedema
V03AH01,C0014457,C0014457,Eosinophilia
V03AH01,C0015230,C0015230,Rash
V03AH01,C0015967,C0015967,Body temperature increased
V03AH01,C0016382,C0016382,Flushing
V03AH01,C0017979,C0017979,Glycosuria
V03AH01,C0018681,C0018681,Headache
V03AH01,C0018965,C0018965,Haematuria
V03AH01,C0019080,C0019080,Haemorrhage
V03AH01,C0019080,C0518015,Haemoglobin
V03AH01,C0019340,C0019372,Herpes virus infection
V03AH01,C0019572,C0019572,Hirsutism
V03AH01,C0020456,C0020456,Hyperglycaemia
V03AH01,C0020457,C0020457,Diabetic hyperosmolar coma
V03AH01,C0020517,C0020517,Hypersensitivity
V03AH01,C0020538,C0020538,Hypertension
V03AH01,C0020621,C0020621,Hypokalaemia
V03AH01,C0020649,C0020649,Hypotension
V03AH01,C0023530,C0023530,Leukopenia
V03AH01,C0024103,C0024103,Breast mass
V03AH01,C0027497,C0027497,Nausea
V03AH01,C0027726,C0027726,Nephrotic syndrome
V03AH01,C0030193,C0030193,Pain
V03AH01,C0030252,C0030252,Palpitations
V03AH01,C0030305,C0030305,Pancreatitis
V03AH01,C0030554,C0030554,Paraesthesia
V03AH01,C0032541,C0152025,Polyneuropathy
V03AH01,C0033774,C0033774,Pruritus
V03AH01,C0034150,C1368065,Vascular purpura
V03AH01,C0034150,C0034150,Purpura
V03AH01,C0038534,C0009760,Conjunctival haemorrhage
V03AH01,C0038990,C0020458,Hyperhidrosis
V03AH01,C0039231,C0039231,Tachycardia
V03AH01,C0040034,C0040034,Thrombocytopenia
V03AH01,C0042963,C0042963,Vomiting
V03AH01,C0043094,C0043094,Weight increased
V03AH01,C0086543,C0086543,Cataract
V03AH01,C0151904,C0151904,Aspartate aminotransferase increased
V03AH01,C0162119,C0162119,Haemoglobin decreased
V03AH01,C0220982,C0220982,Ketoacidosis
V03AH01,C0231218,C0231218,Malaise
V03AH01,C0231218,C0234215,Discomfort
V03AH01,C0231218,C1443060,Feeling abnormal
V03AH01,C0231218,C2047937,Ill-defined disorder
V03AH01,C0232487,C0232487,Abdominal discomfort
V03AH01,C0234133,C0015371,Extrapyramidal disorder
V03AH01,C0235660,C0235660,Galactorrhoea
V03AH01,C0239150,C0852810,Blood creatinine decreased
V03AH01,C0239987,C0853705,Blood immunoglobulin G decreased
V03AH01,C0242528,C0242528,Azotaemia
V03AH01,C0267953,C0267953,Pancreatic necrosis
V03AH01,C0268000,C0268000,Fluid retention
V03AH01,C0344232,C0344232,Vision blurred
V03AH01,C0423153,C0152227,Lacrimation increased
V03AH01,C0438434,C0036454,Scotoma
V03AH01,C0497156,C0497156,Lymphadenopathy
V03AH01,C0549386,C2939147,Feeling hot
V03AH01,C0687133,C0687133,Drug interaction
V03AH01,C0700361,C0700361,Emotional distress
V03AH01,C0917798,C0917798,Cerebral ischaemia
V03AH01,C0917801,C0917801,Insomnia
V03AH01,C1258215,C1258215,Ileus
V03AH01,C2062908,C0018099,Gout
V03AH01,C2364111,C2364111,Ageusia
D11AX18,C0000729,C0000737,Abdominal pain
D11AX18,C0000731,C0000731,Abdominal distension
D11AX18,C0000737,C0687713,Gastrointestinal pain
D11AX18,C0001824,C0001824,Agranulocytosis
D11AX18,C0002170,C0002170,Alopecia
D11AX18,C0002418,C0002418,Amblyopia
D11AX18,C0002792,C0002792,Anaphylactic shock
D11AX18,C0002871,C0002871,Anaemia
D11AX18,C0002874,C0002874,Aplastic anaemia
D11AX18,C0002878,C0002878,Haemolytic anaemia
D11AX18,C0002962,C0002962,Angina pectoris
D11AX18,C0002994,C0002994,Angioedema
D11AX18,C0003123,C0232462,Decreased appetite
D11AX18,C0003467,C0003467,Anxiety
D11AX18,C0003537,C0003537,Aphasia
D11AX18,C0003811,C0003811,Arrhythmia
D11AX18,C0003850,C0003850,Arteriosclerosis
D11AX18,C0003862,C0003862,Arthralgia
D11AX18,C0003862,C0948594,Musculoskeletal discomfort
D11AX18,C0003864,C0003864,Arthritis
D11AX18,C0003873,C0003873,Rheumatoid arthritis
D11AX18,C0004093,C0004093,Asthenia
D11AX18,C0004096,C0004096,Asthma
D11AX18,C0004604,C0004604,Back pain
D11AX18,C0004936,C0004936,Mental disorder
D11AX18,C0006266,C0006266,Bronchospasm
D11AX18,C0006277,C0006277,Bronchitis
D11AX18,C0007097,C0006826,Neoplasm malignant
D11AX18,C0007222,C0007222,Cardiovascular disorder
D11AX18,C0007859,C0007859,Neck pain
D11AX18,C0008031,C0008031,Chest pain
D11AX18,C0009144,C0009144,Tongue coated
D11AX18,C0009319,C0009319,Colitis
D11AX18,C0009324,C0009324,Colitis ulcerative
D11AX18,C0009324,C0033247,Proctocolitis
D11AX18,C0009421,C0009421,Coma
D11AX18,C0009450,C0009450,Infection
D11AX18,C0009676,C0009676,Confusional state
D11AX18,C0009676,C1443060,Feeling abnormal
D11AX18,C0009763,C0009763,Conjunctivitis
D11AX18,C0009766,C0009766,Conjunctivitis allergic
D11AX18,C0009806,C0009806,Constipation
D11AX18,C0009938,C0009938,Contusion
D11AX18,C0010034,C0010034,Corneal disorder
D11AX18,C0010037,C0010037,Corneal oedema
D11AX18,C0010038,C0010038,Corneal opacity
D11AX18,C0010043,C0010043,Ulcerative keratitis
D11AX18,C0010200,C0010200,Cough
D11AX18,C0010346,C0010346,Crohn's disease
D11AX18,C0010692,C0403632,Cystitis noninfective
D11AX18,C0010692,C0010692,Cystitis
D11AX18,C0010692,C0232849,Bladder pain
D11AX18,C0011334,C0011334,Dental caries
D11AX18,C0011570,C0011570,Depression
D11AX18,C0011603,C0011603,Dermatitis
D11AX18,C0011606,C0011606,Dermatitis exfoliative
D11AX18,C0011616,C0011616,Dermatitis contact
D11AX18,C0011991,C0011991,Diarrhoea
D11AX18,C0012569,C0012569,Diplopia
D11AX18,C0012833,C0012833,Dizziness
D11AX18,C0013144,C2830004,Somnolence
D11AX18,C0013378,C0013378,Dysgeusia
D11AX18,C0013390,C0013390,Dysmenorrhoea
D11AX18,C0013395,C0013395,Dyspepsia
D11AX18,C0013404,C0013404,Dyspnoea
D11AX18,C0013415,C0013415,Dysthymic disorder
D11AX18,C0013428,C0013428,Dysuria
D11AX18,C0013456,C0013456,Ear pain
D11AX18,C0013491,C0013491,Ecchymosis
D11AX18,C0013595,C0013595,Eczema
D11AX18,C0013604,C0013604,Oedema
D11AX18,C0014457,C0014457,Eosinophilia
D11AX18,C0014518,C0014518,Toxic epidermal necrolysis
D11AX18,C0014591,C0014591,Epistaxis
D11AX18,C0014724,C0014724,Eructation
D11AX18,C0014742,C0014742,Erythema multiforme
D11AX18,C0014852,C0014852,Oesophageal disorder
D11AX18,C0014868,C0014868,Oesophagitis
D11AX18,C0015230,C0015230,Rash
D11AX18,C0015397,C0015397,Eye disorder
D11AX18,C0015672,C0015672,Fatigue
D11AX18,C0015967,C0015967,Body temperature increased
D11AX18,C0016204,C0016204,Flatulence
D11AX18,C0016242,C0016242,Vitreous floaters
D11AX18,C0016382,C0016382,Flushing
D11AX18,C0016867,C0242301,Furuncle
D11AX18,C0017152,C0017152,Gastritis
D11AX18,C0017160,C0017160,Gastroenteritis
D11AX18,C0017178,C0017178,Gastrointestinal disorder
D11AX18,C0017181,C0017181,Gastrointestinal haemorrhage
D11AX18,C0017574,C0017574,Gingivitis
D11AX18,C0017675,C0017675,Glossitis
D11AX18,C0018099,C0018099,Gout
D11AX18,C0018500,C0018500,Hair disorder
D11AX18,C0018520,C0018520,Breath odour
D11AX18,C0018524,C0018524,Hallucination
D11AX18,C0018681,C0018681,Headache
D11AX18,C0018772,C1384666,Hearing impaired
D11AX18,C0018799,C0018799,Cardiac disorder
D11AX18,C0018801,C0018801,Cardiac failure
D11AX18,C0018802,C0018802,Cardiac failure congestive
D11AX18,C0018926,C0018926,Haematemesis
D11AX18,C0018965,C0018965,Haematuria
D11AX18,C0019080,C0019080,Haemorrhage
D11AX18,C0019080,C0518015,Haemoglobin
D11AX18,C0019112,C0019112,Haemorrhoids
D11AX18,C0019158,C0019158,Hepatitis
D11AX18,C0019212,C0019212,Hepatorenal syndrome
D11AX18,C0019270,C0019270,Hernia
D11AX18,C0019348,C0019348,Herpes simplex
D11AX18,C0020443,C0020443,Hypercholesterolaemia
D11AX18,C0020453,C0020453,Hyperaesthesia
D11AX18,C0020456,C0020456,Hyperglycaemia
D11AX18,C0020517,C0020517,Hypersensitivity
D11AX18,C0020538,C0020538,Hypertension
D11AX18,C0020578,C0020578,Hyperventilation
D11AX18,C0020580,C0020580,Hypoaesthesia
D11AX18,C0020615,C0020615,Hypoglycaemia
D11AX18,C0020649,C0020649,Hypotension
D11AX18,C0021053,C0021053,Immune system disorder
D11AX18,C0021400,C0021400,Influenza
D11AX18,C0021845,C0021845,Intestinal perforation
D11AX18,C0022081,C0022081,Iritis
D11AX18,C0022107,C0022107,Irritability
D11AX18,C0022281,C0022281,Eye pruritus
D11AX18,C0022346,C0022346,Jaundice
D11AX18,C0022408,C0029408,Osteoarthritis
D11AX18,C0022408,C0022408,Arthropathy
D11AX18,C0022568,C0022568,Keratitis
D11AX18,C0022660,C0022660,Renal failure acute
D11AX18,C0022667,C0022667,Renal papillary necrosis
D11AX18,C0022904,C0022904,Lacrimal disorder
D11AX18,C0022904,C3495920,Lacrimal structural disorder
D11AX18,C0023052,C0023052,Laryngeal oedema
D11AX18,C0023066,C0023066,Laryngospasm
D11AX18,C0023067,C0023067,Laryngitis
D11AX18,C0023218,C0037763,Muscle spasms
D11AX18,C0023380,C0023380,Lethargy
D11AX18,C0023530,C0023530,Leukopenia
D11AX18,C0023895,C0151763,Hepatocellular injury
D11AX18,C0023895,C0023895,Liver disorder
D11AX18,C0023895,C0239571,Foetor hepaticus
D11AX18,C0025061,C0025061,Mediastinal disorder
D11AX18,C0025222,C0025222,Melaena
D11AX18,C0025289,C0025289,Meningitis
D11AX18,C0025290,C0025290,Meningitis aseptic
D11AX18,C0026826,C0026826,Hypertonia
D11AX18,C0027051,C0027051,Myocardial infarction
D11AX18,C0027051,C0948089,Acute coronary syndrome
D11AX18,C0027339,C0027339,Nail disorder
D11AX18,C0027441,C0027441,Nasopharyngitis
D11AX18,C0027497,C0027497,Nausea
D11AX18,C0027707,C0041349,Tubulointerstitial nephritis
D11AX18,C0027726,C0027726,Nephrotic syndrome
D11AX18,C0027765,C0027765,Nervous system disorder
D11AX18,C0027769,C0027769,Nervousness
D11AX18,C0027769,C0233494,Tension
D11AX18,C0027813,C0027813,Neuritis
D11AX18,C0027813,C0031117,Neuropathy peripheral
D11AX18,C0028077,C0028077,Night blindness
D11AX18,C0028084,C0028084,Nightmare
D11AX18,C0028734,C0028734,Nocturia
D11AX18,C0028961,C0028961,Oliguria
D11AX18,C0030193,C0030193,Pain
D11AX18,C0030196,C0030196,Pain in extremity
D11AX18,C0030252,C0030252,Palpitations
D11AX18,C0030305,C0030305,Pancreatitis
D11AX18,C0030312,C0030312,Pancytopenia
D11AX18,C0030554,C0030554,Paraesthesia
D11AX18,C0030920,C0030920,Peptic ulcer
D11AX18,C0031085,C0518988,Tooth abscess
D11AX18,C0031350,C0031350,Pharyngitis
D11AX18,C0031542,C0031542,Phlebitis
D11AX18,C0032285,C0032285,Pneumonia
D11AX18,C0032617,C0032617,Polyuria
D11AX18,C0032617,C1167965,Urine output increased
D11AX18,C0033246,C0033246,Proctitis
D11AX18,C0033687,C0033687,Proteinuria
D11AX18,C0033687,C0948586,Protein urine present
D11AX18,C0033774,C0033774,Pruritus
D11AX18,C0033975,C0033975,Psychotic disorder
D11AX18,C0034150,C1368065,Vascular purpura
D11AX18,C0034150,C0034150,Purpura
D11AX18,C0034152,C0034152,Henoch-Schonlein purpura
D11AX18,C0034882,C0687707,Anorectal disorder
D11AX18,C0035078,C0035078,Renal failure
D11AX18,C0035455,C0035455,Rhinitis
D11AX18,C0036454,C0036454,Scotoma
D11AX18,C0036508,C0036508,Seborrhoeic dermatitis
D11AX18,C0036572,C0036572,Convulsion
D11AX18,C0036974,C0036974,Shock
D11AX18,C0037199,C0037199,Sinusitis
D11AX18,C0037287,C0281981,Skin mass
D11AX18,C0037299,C0037299,Skin ulcer
D11AX18,C0037822,C0037822,Speech disorder
D11AX18,C0038325,C0038325,Stevens-Johnson syndrome
D11AX18,C0038362,C0038362,Stomatitis
D11AX18,C0038363,C0038363,Aphthous stomatitis
D11AX18,C0038367,C0149745,Mouth ulceration
D11AX18,C0038454,C0038454,Cerebrovascular accident
D11AX18,C0038990,C0020458,Hyperhidrosis
D11AX18,C0038999,C0038999,Swelling
D11AX18,C0039070,C0041657,Loss of consciousness
D11AX18,C0039070,C0039070,Syncope
D11AX18,C0039231,C0039231,Tachycardia
D11AX18,C0039584,C0039584,Testicular disorder
D11AX18,C0039971,C0039971,Thirst
D11AX18,C0040034,C0040034,Thrombocytopenia
D11AX18,C0040264,C0040264,Tinnitus
D11AX18,C0040460,C0040460,Toothache
D11AX18,C0040822,C0040822,Tremor
D11AX18,C0041582,C0041582,Ulcer
D11AX18,C0041834,C0041834,Erythema
D11AX18,C0041912,C0041912,Upper respiratory tract infection
D11AX18,C0042023,C0042023,Pollakiuria
D11AX18,C0042029,C0042029,Urinary tract infection
D11AX18,C0042075,C0041969,Urethral disorder
D11AX18,C0042075,C0042075,Urinary tract disorder
D11AX18,C0042109,C0042109,Urticaria
D11AX18,C0042373,C0042373,Angiopathy
D11AX18,C0042384,C0042384,Vasculitis
D11AX18,C0042401,C1142412,Vasodilation procedure
D11AX18,C0042571,C0042571,Vertigo
D11AX18,C0042769,C0042769,Viral infection
D11AX18,C0042963,C0042963,Vomiting
D11AX18,C0043094,C0043094,Weight increased
D11AX18,C0043096,C0043096,Weight decreased
D11AX18,C0043144,C0043144,Wheezing
D11AX18,C0043352,C0043352,Dry mouth
D11AX18,C0085584,C0085584,Encephalopathy
D11AX18,C0085593,C0085593,Chills
D11AX18,C0085595,C0234930,Skin odour abnormal
D11AX18,C0085605,C0085605,Hepatic failure
D11AX18,C0085624,C0085624,Burning sensation
D11AX18,C0085641,C0085641,Rash pustular
D11AX18,C0085649,C0085649,Oedema peripheral
D11AX18,C0085932,C0085932,Dermatitis bullous
D11AX18,C0086439,C0086439,Hypokinesia
D11AX18,C0086543,C0086543,Cataract
D11AX18,C0086565,C0086565,Hepatic function abnormal
D11AX18,C0149931,C0149931,Migraine
D11AX18,C0151315,C0948525,Musculoskeletal stiffness
D11AX18,C0151315,C1320474,Nuchal rigidity
D11AX18,C0151464,C0151464,Injection site abscess
D11AX18,C0151505,C0151505,Application site reaction
D11AX18,C0151529,C0151529,Bleeding time prolonged
D11AX18,C0151565,C0151623,Enterocolitis haemorrhagic
D11AX18,C0151576,C0853034,Blood creatine phosphokinase increased
D11AX18,C0151578,C0235431,Blood creatinine increased
D11AX18,C0151594,C0151594,Diarrhoea haemorrhagic
D11AX18,C0151636,C0151636,Ventricular extrasystoles
D11AX18,C0151713,C1168034,Gastric pH decreased
D11AX18,C0151713,C0151713,Hyperchlorhydria
D11AX18,C0151717,C0151717,Skin hypertrophy
D11AX18,C0151735,C0151735,Injection site reaction
D11AX18,C0151736,C3263723,Injury
D11AX18,C0151746,C1565489,Renal impairment
D11AX18,C0151795,C0151795,Injection site necrosis
D11AX18,C0151798,C0151798,Hepatic necrosis
D11AX18,C0151810,C0852908,Drug ineffective
D11AX18,C0151825,C0151825,Bone pain
D11AX18,C0151827,C0151827,Eye pain
