atc,UMLS_from_label,UMLS_from_meddra,side_effect_name
D11AX18,C0151828,C0151828,Injection site pain
D11AX18,C0151904,C0151904,Aspartate aminotransferase increased
D11AX18,C0151905,C0151905,Alanine aminotransferase increased
D11AX18,C0151907,C0151907,Skin discolouration
D11AX18,C0151908,C0151908,Dry skin
D11AX18,C0151971,C0151971,Intestinal ulcer
D11AX18,C0152029,C0152029,Sinus congestion
D11AX18,C0152030,C0152030,Skin irritation
D11AX18,C0155169,C0014236,Endophthalmitis
D11AX18,C0155169,C0155169,Ocular hyperaemia
D11AX18,C0162281,C0162281,Corneal deposits
D11AX18,C0162285,C0162285,Eyelid oedema
D11AX18,C0162429,C0162429,Malnutrition
D11AX18,C0162830,C0162830,Photosensitivity reaction
D11AX18,C0178298,C0037274,Skin disorder
D11AX18,C0178415,C0178415,Prostatic specific antigen increased
D11AX18,C0205204,C0205204,Scab
D11AX18,C0221512,C0232492,Abdominal pain upper
D11AX18,C0231218,C0231218,Malaise
D11AX18,C0231218,C0234215,Discomfort
D11AX18,C0231218,C2047937,Ill-defined disorder
D11AX18,C0231528,C0231528,Myalgia
D11AX18,C0232487,C0232487,Abdominal discomfort
D11AX18,C0233407,C0233407,Disorientation
D11AX18,C0233632,C1306341,Mental disability
D11AX18,C0233632,C0233632,Thinking abnormal
D11AX18,C0233794,C0233794,Memory impairment
D11AX18,C0235063,C0855775,Pulmonary function test decreased
D11AX18,C0235063,C0235063,Respiratory depression
D11AX18,C0235198,C0233414,Disturbance in attention
D11AX18,C0235266,C0235266,Eye irritation
D11AX18,C0235996,C0235996,Hepatic enzyme increased
D11AX18,C0236068,C0236068,Swollen tongue
D11AX18,C0237849,C0237849,Skin exfoliation
D11AX18,C0237938,C0237938,Gastrointestinal ulcer
D11AX18,C0239454,C0239454,Erythema of eyelid
D11AX18,C0240211,C0240211,Lip swelling
D11AX18,C0241057,C0241057,Skin burning sensation
D11AX18,C0242350,C0242350,Erectile dysfunction
D11AX18,C0242528,C0242528,Azotaemia
D11AX18,C0243026,C0243026,Sepsis
D11AX18,C0259799,C0259799,Punctate keratitis
D11AX18,C0267596,C0267596,Rectal haemorrhage
D11AX18,C0267792,C0267792,Hepatobiliary disease
D11AX18,C0268000,C0268000,Fluid retention
D11AX18,C0302809,C0302809,Hepatitis fulminant
D11AX18,C0332534,C0332534,Induration
D11AX18,C0333472,C0333472,Epidermolysis
D11AX18,C0333641,C0333641,Atrophy
D11AX18,C0339293,C0339293,Corneal perforation
D11AX18,C0340865,C0340865,Anaphylactoid reaction
D11AX18,C0344232,C0344232,Vision blurred
D11AX18,C0392163,C0392163,Corneal erosion
D11AX18,C0392386,C0392386,Platelet count decreased
D11AX18,C0423153,C0152227,Lacrimation increased
D11AX18,C0423791,C0423791,Rash maculo-papular
D11AX18,C0424295,C0424295,Hyperkinesia
D11AX18,C0424295,C0085631,Agitation
D11AX18,C0428977,C0428977,Bradycardia
D11AX18,C0438717,C0438717,Transaminases increased
D11AX18,C0497156,C0497156,Lymphadenopathy
D11AX18,C0497247,C0497247,Blood pressure increased
D11AX18,C0520966,C0520966,Coordination abnormal
D11AX18,C0521490,C0521490,Application site irritation
D11AX18,C0521495,C0521495,Application site rash
D11AX18,C0521509,C0521509,Injection site induration
D11AX18,C0542571,C0542571,Face oedema
D11AX18,C0547030,C3665347,Visual impairment
D11AX18,C0575081,C0575081,Gait disturbance
D11AX18,C0600327,C0600327,Toxic shock syndrome
D11AX18,C0699893,C0007114,Skin cancer
D11AX18,C0702166,C0702166,Acne
D11AX18,C0740471,C0853746,Blood creatinine abnormal
D11AX18,C0849918,C0849918,Eyelids pruritus
D11AX18,C0851341,C1384353,Infestation
D11AX18,C0851578,C0851578,Sleep disorder
D11AX18,C0852875,C0852875,Eye allergy
D11AX18,C0853336,C0853336,Corneal infiltrates
D11AX18,C0853700,C0853700,Application site erythema
D11AX18,C0853714,C0853714,Application site pruritus
D11AX18,C0863090,C0011615,Dermatitis atopic
D11AX18,C0877096,C0877096,Application site paraesthesia
D11AX18,C0877097,C0877097,Application site vesicles
D11AX18,C0877098,C0877098,Application site dryness
D11AX18,C0877127,C0877127,Application site papules
D11AX18,C0917801,C0917801,Insomnia
D11AX18,C0947912,C0151786,Muscular weakness
D11AX18,C1096274,C1096274,Corneal thinning
D11AX18,C1302752,C0015256,Excoriation
D11AX18,C1384666,C0011053,Deafness
D11AX18,C1535849,C1535849,Application site induration
D11AX18,C1608953,C1608953,Intestinal diaphragm disease
D11AX18,C1619712,C1619712,Procedural pain
D11AX18,C1761613,C1761613,Conjunctival hyperaemia
D11AX18,C2979982,C2979982,Vaginal haemorrhage
M01AB05,C0000729,C0000737,Abdominal pain
M01AB05,C0000731,C0000731,Abdominal distension
M01AB05,C0000737,C0687713,Gastrointestinal pain
M01AB05,C0001824,C0001824,Agranulocytosis
M01AB05,C0002170,C0002170,Alopecia
M01AB05,C0002418,C0002418,Amblyopia
M01AB05,C0002792,C0002792,Anaphylactic shock
M01AB05,C0002871,C0002871,Anaemia
M01AB05,C0002874,C0002874,Aplastic anaemia
M01AB05,C0002878,C0002878,Haemolytic anaemia
M01AB05,C0002962,C0002962,Angina pectoris
M01AB05,C0002994,C0002994,Angioedema
M01AB05,C0003123,C0232462,Decreased appetite
M01AB05,C0003467,C0003467,Anxiety
M01AB05,C0003537,C0003537,Aphasia
M01AB05,C0003811,C0003811,Arrhythmia
M01AB05,C0003850,C0003850,Arteriosclerosis
M01AB05,C0003862,C0003862,Arthralgia
M01AB05,C0003862,C0948594,Musculoskeletal discomfort
M01AB05,C0003864,C0003864,Arthritis
M01AB05,C0003873,C0003873,Rheumatoid arthritis
M01AB05,C0004093,C0004093,Asthenia
M01AB05,C0004096,C0004096,Asthma
M01AB05,C0004604,C0004604,Back pain
M01AB05,C0004936,C0004936,Mental disorder
M01AB05,C0006266,C0006266,Bronchospasm
M01AB05,C0006277,C0006277,Bronchitis
M01AB05,C0007097,C0006826,Neoplasm malignant
M01AB05,C0007222,C0007222,Cardiovascular disorder
M01AB05,C0007859,C0007859,Neck pain
M01AB05,C0008031,C0008031,Chest pain
M01AB05,C0009144,C0009144,Tongue coated
M01AB05,C0009319,C0009319,Colitis
M01AB05,C0009324,C0009324,Colitis ulcerative
M01AB05,C0009324,C0033247,Proctocolitis
M01AB05,C0009421,C0009421,Coma
M01AB05,C0009450,C0009450,Infection
M01AB05,C0009676,C0009676,Confusional state
M01AB05,C0009676,C1443060,Feeling abnormal
M01AB05,C0009763,C0009763,Conjunctivitis
M01AB05,C0009766,C0009766,Conjunctivitis allergic
M01AB05,C0009806,C0009806,Constipation
M01AB05,C0009938,C0009938,Contusion
M01AB05,C0010034,C0010034,Corneal disorder
M01AB05,C0010037,C0010037,Corneal oedema
M01AB05,C0010038,C0010038,Corneal opacity
M01AB05,C0010043,C0010043,Ulcerative keratitis
M01AB05,C0010200,C0010200,Cough
M01AB05,C0010346,C0010346,Crohn's disease
M01AB05,C0010692,C0403632,Cystitis noninfective
M01AB05,C0010692,C0010692,Cystitis
M01AB05,C0010692,C0232849,Bladder pain
M01AB05,C0011334,C0011334,Dental caries
M01AB05,C0011570,C0011570,Depression
M01AB05,C0011603,C0011603,Dermatitis
M01AB05,C0011606,C0011606,Dermatitis exfoliative
M01AB05,C0011616,C0011616,Dermatitis contact
M01AB05,C0011991,C0011991,Diarrhoea
M01AB05,C0012569,C0012569,Diplopia
M01AB05,C0012833,C0012833,Dizziness
M01AB05,C0013144,C2830004,Somnolence
M01AB05,C0013378,C0013378,Dysgeusia
M01AB05,C0013390,C0013390,Dysmenorrhoea
M01AB05,C0013395,C0013395,Dyspepsia
M01AB05,C0013404,C0013404,Dyspnoea
M01AB05,C0013415,C0013415,Dysthymic disorder
M01AB05,C0013428,C0013428,Dysuria
M01AB05,C0013456,C0013456,Ear pain
M01AB05,C0013491,C0013491,Ecchymosis
M01AB05,C0013595,C0013595,Eczema
M01AB05,C0013604,C0013604,Oedema
M01AB05,C0014457,C0014457,Eosinophilia
M01AB05,C0014518,C0014518,Toxic epidermal necrolysis
M01AB05,C0014591,C0014591,Epistaxis
M01AB05,C0014724,C0014724,Eructation
M01AB05,C0014742,C0014742,Erythema multiforme
M01AB05,C0014852,C0014852,Oesophageal disorder
M01AB05,C0014868,C0014868,Oesophagitis
M01AB05,C0015230,C0015230,Rash
M01AB05,C0015397,C0015397,Eye disorder
M01AB05,C0015672,C0015672,Fatigue
M01AB05,C0015967,C0015967,Body temperature increased
M01AB05,C0016204,C0016204,Flatulence
M01AB05,C0016242,C0016242,Vitreous floaters
M01AB05,C0016382,C0016382,Flushing
M01AB05,C0016867,C0242301,Furuncle
M01AB05,C0017152,C0017152,Gastritis
M01AB05,C0017160,C0017160,Gastroenteritis
M01AB05,C0017178,C0017178,Gastrointestinal disorder
M01AB05,C0017181,C0017181,Gastrointestinal haemorrhage
M01AB05,C0017574,C0017574,Gingivitis
M01AB05,C0017675,C0017675,Glossitis
M01AB05,C0018099,C0018099,Gout
M01AB05,C0018500,C0018500,Hair disorder
M01AB05,C0018520,C0018520,Breath odour
M01AB05,C0018524,C0018524,Hallucination
M01AB05,C0018681,C0018681,Headache
M01AB05,C0018772,C1384666,Hearing impaired
M01AB05,C0018799,C0018799,Cardiac disorder
M01AB05,C0018801,C0018801,Cardiac failure
M01AB05,C0018802,C0018802,Cardiac failure congestive
M01AB05,C0018926,C0018926,Haematemesis
M01AB05,C0018965,C0018965,Haematuria
M01AB05,C0019080,C0019080,Haemorrhage
M01AB05,C0019080,C0518015,Haemoglobin
M01AB05,C0019112,C0019112,Haemorrhoids
M01AB05,C0019158,C0019158,Hepatitis
M01AB05,C0019212,C0019212,Hepatorenal syndrome
M01AB05,C0019270,C0019270,Hernia
M01AB05,C0019348,C0019348,Herpes simplex
M01AB05,C0020443,C0020443,Hypercholesterolaemia
M01AB05,C0020453,C0020453,Hyperaesthesia
M01AB05,C0020456,C0020456,Hyperglycaemia
M01AB05,C0020517,C0020517,Hypersensitivity
M01AB05,C0020538,C0020538,Hypertension
M01AB05,C0020578,C0020578,Hyperventilation
M01AB05,C0020580,C0020580,Hypoaesthesia
M01AB05,C0020615,C0020615,Hypoglycaemia
M01AB05,C0020649,C0020649,Hypotension
M01AB05,C0021053,C0021053,Immune system disorder
M01AB05,C0021400,C0021400,Influenza
M01AB05,C0021845,C0021845,Intestinal perforation
M01AB05,C0022081,C0022081,Iritis
M01AB05,C0022107,C0022107,Irritability
M01AB05,C0022281,C0022281,Eye pruritus
M01AB05,C0022346,C0022346,Jaundice
M01AB05,C0022408,C0029408,Osteoarthritis
M01AB05,C0022408,C0022408,Arthropathy
M01AB05,C0022568,C0022568,Keratitis
M01AB05,C0022660,C0022660,Renal failure acute
M01AB05,C0022667,C0022667,Renal papillary necrosis
M01AB05,C0022904,C0022904,Lacrimal disorder
M01AB05,C0022904,C3495920,Lacrimal structural disorder
M01AB05,C0023052,C0023052,Laryngeal oedema
M01AB05,C0023066,C0023066,Laryngospasm
M01AB05,C0023067,C0023067,Laryngitis
M01AB05,C0023218,C0037763,Muscle spasms
M01AB05,C0023380,C0023380,Lethargy
M01AB05,C0023530,C0023530,Leukopenia
M01AB05,C0023895,C0151763,Hepatocellular injury
M01AB05,C0023895,C0023895,Liver disorder
M01AB05,C0023895,C0239571,Foetor hepaticus
M01AB05,C0025061,C0025061,Mediastinal disorder
M01AB05,C0025222,C0025222,Melaena
M01AB05,C0025289,C0025289,Meningitis
M01AB05,C0025290,C0025290,Meningitis aseptic
M01AB05,C0026826,C0026826,Hypertonia
M01AB05,C0027051,C0027051,Myocardial infarction
M01AB05,C0027051,C0948089,Acute coronary syndrome
M01AB05,C0027339,C0027339,Nail disorder
M01AB05,C0027441,C0027441,Nasopharyngitis
M01AB05,C0027497,C0027497,Nausea
M01AB05,C0027707,C0041349,Tubulointerstitial nephritis
M01AB05,C0027726,C0027726,Nephrotic syndrome
M01AB05,C0027765,C0027765,Nervous system disorder
M01AB05,C0027769,C0027769,Nervousness
M01AB05,C0027769,C0233494,Tension
M01AB05,C0027813,C0027813,Neuritis
M01AB05,C0027813,C0031117,Neuropathy peripheral
M01AB05,C0028077,C0028077,Night blindness
M01AB05,C0028084,C0028084,Nightmare
M01AB05,C0028734,C0028734,Nocturia
M01AB05,C0028961,C0028961,Oliguria
M01AB05,C0030193,C0030193,Pain
M01AB05,C0030196,C0030196,Pain in extremity
M01AB05,C0030252,C0030252,Palpitations
M01AB05,C0030305,C0030305,Pancreatitis
M01AB05,C0030312,C0030312,Pancytopenia
M01AB05,C0030554,C0030554,Paraesthesia
M01AB05,C0030920,C0030920,Peptic ulcer
M01AB05,C0031085,C0518988,Tooth abscess
M01AB05,C0031350,C0031350,Pharyngitis
M01AB05,C0031542,C0031542,Phlebitis
M01AB05,C0032285,C0032285,Pneumonia
M01AB05,C0032617,C0032617,Polyuria
M01AB05,C0032617,C1167965,Urine output increased
M01AB05,C0033246,C0033246,Proctitis
M01AB05,C0033687,C0033687,Proteinuria
M01AB05,C0033687,C0948586,Protein urine present
M01AB05,C0033774,C0033774,Pruritus
M01AB05,C0033975,C0033975,Psychotic disorder
M01AB05,C0034150,C1368065,Vascular purpura
M01AB05,C0034150,C0034150,Purpura
M01AB05,C0034152,C0034152,Henoch-Schonlein purpura
M01AB05,C0034882,C0687707,Anorectal disorder
M01AB05,C0035078,C0035078,Renal failure
M01AB05,C0035455,C0035455,Rhinitis
M01AB05,C0036454,C0036454,Scotoma
M01AB05,C0036508,C0036508,Seborrhoeic dermatitis
M01AB05,C0036572,C0036572,Convulsion
M01AB05,C0036974,C0036974,Shock
M01AB05,C0037199,C0037199,Sinusitis
M01AB05,C0037287,C0281981,Skin mass
M01AB05,C0037299,C0037299,Skin ulcer
M01AB05,C0037822,C0037822,Speech disorder
M01AB05,C0038325,C0038325,Stevens-Johnson syndrome
M01AB05,C0038362,C0038362,Stomatitis
M01AB05,C0038363,C0038363,Aphthous stomatitis
M01AB05,C0038367,C0149745,Mouth ulceration
M01AB05,C0038454,C0038454,Cerebrovascular accident
M01AB05,C0038990,C0020458,Hyperhidrosis
M01AB05,C0038999,C0038999,Swelling
M01AB05,C0039070,C0041657,Loss of consciousness
M01AB05,C0039070,C0039070,Syncope
M01AB05,C0039231,C0039231,Tachycardia
M01AB05,C0039584,C0039584,Testicular disorder
M01AB05,C0039971,C0039971,Thirst
M01AB05,C0040034,C0040034,Thrombocytopenia
M01AB05,C0040264,C0040264,Tinnitus
M01AB05,C0040460,C0040460,Toothache
M01AB05,C0040822,C0040822,Tremor
M01AB05,C0041582,C0041582,Ulcer
M01AB05,C0041834,C0041834,Erythema
M01AB05,C0041912,C0041912,Upper respiratory tract infection
M01AB05,C0042023,C0042023,Pollakiuria
M01AB05,C0042029,C0042029,Urinary tract infection
M01AB05,C0042075,C0041969,Urethral disorder
M01AB05,C0042075,C0042075,Urinary tract disorder
M01AB05,C0042109,C0042109,Urticaria
M01AB05,C0042373,C0042373,Angiopathy
M01AB05,C0042384,C0042384,Vasculitis
M01AB05,C0042401,C1142412,Vasodilation procedure
M01AB05,C0042571,C0042571,Vertigo
M01AB05,C0042769,C0042769,Viral infection
M01AB05,C0042963,C0042963,Vomiting
M01AB05,C0043094,C0043094,Weight increased
M01AB05,C0043096,C0043096,Weight decreased
M01AB05,C0043144,C0043144,Wheezing
M01AB05,C0043352,C0043352,Dry mouth
M01AB05,C0085584,C0085584,Encephalopathy
M01AB05,C0085593,C0085593,Chills
M01AB05,C0085595,C0234930,Skin odour abnormal
M01AB05,C0085605,C0085605,Hepatic failure
M01AB05,C0085624,C0085624,Burning sensation
M01AB05,C0085641,C0085641,Rash pustular
M01AB05,C0085649,C0085649,Oedema peripheral
M01AB05,C0085932,C0085932,Dermatitis bullous
M01AB05,C0086439,C0086439,Hypokinesia
M01AB05,C0086543,C0086543,Cataract
M01AB05,C0086565,C0086565,Hepatic function abnormal
M01AB05,C0149931,C0149931,Migraine
M01AB05,C0151315,C0948525,Musculoskeletal stiffness
M01AB05,C0151315,C1320474,Nuchal rigidity
M01AB05,C0151464,C0151464,Injection site abscess
M01AB05,C0151505,C0151505,Application site reaction
M01AB05,C0151529,C0151529,Bleeding time prolonged
M01AB05,C0151565,C0151623,Enterocolitis haemorrhagic
M01AB05,C0151576,C0853034,Blood creatine phosphokinase increased
M01AB05,C0151578,C0235431,Blood creatinine increased
M01AB05,C0151594,C0151594,Diarrhoea haemorrhagic
M01AB05,C0151636,C0151636,Ventricular extrasystoles
M01AB05,C0151713,C1168034,Gastric pH decreased
M01AB05,C0151713,C0151713,Hyperchlorhydria
M01AB05,C0151717,C0151717,Skin hypertrophy
M01AB05,C0151735,C0151735,Injection site reaction
M01AB05,C0151736,C3263723,Injury
M01AB05,C0151746,C1565489,Renal impairment
M01AB05,C0151795,C0151795,Injection site necrosis
M01AB05,C0151798,C0151798,Hepatic necrosis
M01AB05,C0151810,C0852908,Drug ineffective
M01AB05,C0151825,C0151825,Bone pain
M01AB05,C0151827,C0151827,Eye pain
M01AB05,C0151828,C0151828,Injection site pain
M01AB05,C0151904,C0151904,Aspartate aminotransferase increased
M01AB05,C0151905,C0151905,Alanine aminotransferase increased
M01AB05,C0151907,C0151907,Skin discolouration
M01AB05,C0151908,C0151908,Dry skin
M01AB05,C0151971,C0151971,Intestinal ulcer
M01AB05,C0152029,C0152029,Sinus congestion
M01AB05,C0152030,C0152030,Skin irritation
M01AB05,C0155169,C0014236,Endophthalmitis
M01AB05,C0155169,C0155169,Ocular hyperaemia
M01AB05,C0162281,C0162281,Corneal deposits
M01AB05,C0162285,C0162285,Eyelid oedema
M01AB05,C0162429,C0162429,Malnutrition
M01AB05,C0162830,C0162830,Photosensitivity reaction
M01AB05,C0178298,C0037274,Skin disorder
M01AB05,C0178415,C0178415,Prostatic specific antigen increased
M01AB05,C0205204,C0205204,Scab
M01AB05,C0221512,C0232492,Abdominal pain upper
M01AB05,C0231218,C0231218,Malaise
M01AB05,C0231218,C0234215,Discomfort
M01AB05,C0231218,C2047937,Ill-defined disorder
M01AB05,C0231528,C0231528,Myalgia
M01AB05,C0232487,C0232487,Abdominal discomfort
M01AB05,C0233407,C0233407,Disorientation
M01AB05,C0233632,C1306341,Mental disability
M01AB05,C0233632,C0233632,Thinking abnormal
M01AB05,C0233794,C0233794,Memory impairment
M01AB05,C0235063,C0855775,Pulmonary function test decreased
M01AB05,C0235063,C0235063,Respiratory depression
M01AB05,C0235198,C0233414,Disturbance in attention
M01AB05,C0235266,C0235266,Eye irritation
M01AB05,C0235996,C0235996,Hepatic enzyme increased
M01AB05,C0236068,C0236068,Swollen tongue
M01AB05,C0237849,C0237849,Skin exfoliation
M01AB05,C0237938,C0237938,Gastrointestinal ulcer
M01AB05,C0239454,C0239454,Erythema of eyelid
M01AB05,C0240211,C0240211,Lip swelling
M01AB05,C0241057,C0241057,Skin burning sensation
M01AB05,C0242350,C0242350,Erectile dysfunction
M01AB05,C0242528,C0242528,Azotaemia
M01AB05,C0243026,C0243026,Sepsis
M01AB05,C0259799,C0259799,Punctate keratitis
M01AB05,C0267596,C0267596,Rectal haemorrhage
M01AB05,C0267792,C0267792,Hepatobiliary disease
M01AB05,C0268000,C0268000,Fluid retention
M01AB05,C0302809,C0302809,Hepatitis fulminant
M01AB05,C0332534,C0332534,Induration
M01AB05,C0333472,C0333472,Epidermolysis
M01AB05,C0333641,C0333641,Atrophy
M01AB05,C0339293,C0339293,Corneal perforation
M01AB05,C0340865,C0340865,Anaphylactoid reaction
M01AB05,C0344232,C0344232,Vision blurred
M01AB05,C0392163,C0392163,Corneal erosion
M01AB05,C0392386,C0392386,Platelet count decreased
M01AB05,C0423153,C0152227,Lacrimation increased
M01AB05,C0423791,C0423791,Rash maculo-papular
M01AB05,C0424295,C0424295,Hyperkinesia
M01AB05,C0424295,C0085631,Agitation
M01AB05,C0428977,C0428977,Bradycardia
M01AB05,C0438717,C0438717,Transaminases increased
M01AB05,C0497156,C0497156,Lymphadenopathy
M01AB05,C0497247,C0497247,Blood pressure increased
M01AB05,C0520966,C0520966,Coordination abnormal
M01AB05,C0521490,C0521490,Application site irritation
M01AB05,C0521495,C0521495,Application site rash
M01AB05,C0521509,C0521509,Injection site induration
M01AB05,C0542571,C0542571,Face oedema
M01AB05,C0547030,C3665347,Visual impairment
M01AB05,C0575081,C0575081,Gait disturbance
M01AB05,C0600327,C0600327,Toxic shock syndrome
M01AB05,C0699893,C0007114,Skin cancer
M01AB05,C0702166,C0702166,Acne
M01AB05,C0740471,C0853746,Blood creatinine abnormal
M01AB05,C0849918,C0849918,Eyelids pruritus
M01AB05,C0851341,C1384353,Infestation
M01AB05,C0851578,C0851578,Sleep disorder
M01AB05,C0852875,C0852875,Eye allergy
M01AB05,C0853336,C0853336,Corneal infiltrates
M01AB05,C0853700,C0853700,Application site erythema
M01AB05,C0853714,C0853714,Application site pruritus
M01AB05,C0863090,C0011615,Dermatitis atopic
M01AB05,C0877096,C0877096,Application site paraesthesia
M01AB05,C0877097,C0877097,Application site vesicles
M01AB05,C0877098,C0877098,Application site dryness
M01AB05,C0877127,C0877127,Application site papules
M01AB05,C0917801,C0917801,Insomnia
M01AB05,C0947912,C0151786,Muscular weakness
M01AB05,C1096274,C1096274,Corneal thinning
M01AB05,C1302752,C0015256,Excoriation
M01AB05,C1384666,C0011053,Deafness
M01AB05,C1535849,C1535849,Application site induration
M01AB05,C1608953,C1608953,Intestinal diaphragm disease
M01AB05,C1619712,C1619712,Procedural pain
M01AB05,C1761613,C1761613,Conjunctival hyperaemia
M01AB05,C2979982,C2979982,Vaginal haemorrhage
M02AA15,C0000729,C0000737,Abdominal pain
M02AA15,C0000731,C0000731,Abdominal distension
M02AA15,C0000737,C0687713,Gastrointestinal pain
M02AA15,C0001824,C0001824,Agranulocytosis
M02AA15,C0002170,C0002170,Alopecia
M02AA15,C0002418,C0002418,Amblyopia
M02AA15,C0002792,C0002792,Anaphylactic shock
M02AA15,C0002871,C0002871,Anaemia
M02AA15,C0002874,C0002874,Aplastic anaemia
M02AA15,C0002878,C0002878,Haemolytic anaemia
M02AA15,C0002962,C0002962,Angina pectoris
M02AA15,C0002994,C0002994,Angioedema
M02AA15,C0003123,C0232462,Decreased appetite
M02AA15,C0003467,C0003467,Anxiety
M02AA15,C0003537,C0003537,Aphasia
M02AA15,C0003811,C0003811,Arrhythmia
M02AA15,C0003850,C0003850,Arteriosclerosis
M02AA15,C0003862,C0003862,Arthralgia
M02AA15,C0003862,C0948594,Musculoskeletal discomfort
M02AA15,C0003864,C0003864,Arthritis
M02AA15,C0003873,C0003873,Rheumatoid arthritis
M02AA15,C0004093,C0004093,Asthenia
M02AA15,C0004096,C0004096,Asthma
M02AA15,C0004604,C0004604,Back pain
M02AA15,C0004936,C0004936,Mental disorder
M02AA15,C0006266,C0006266,Bronchospasm
M02AA15,C0006277,C0006277,Bronchitis
M02AA15,C0007097,C0006826,Neoplasm malignant
M02AA15,C0007222,C0007222,Cardiovascular disorder
M02AA15,C0007859,C0007859,Neck pain
M02AA15,C0008031,C0008031,Chest pain
M02AA15,C0009144,C0009144,Tongue coated
M02AA15,C0009319,C0009319,Colitis
M02AA15,C0009324,C0009324,Colitis ulcerative
M02AA15,C0009324,C0033247,Proctocolitis
M02AA15,C0009421,C0009421,Coma
M02AA15,C0009450,C0009450,Infection
M02AA15,C0009676,C0009676,Confusional state
M02AA15,C0009676,C1443060,Feeling abnormal
M02AA15,C0009763,C0009763,Conjunctivitis
M02AA15,C0009766,C0009766,Conjunctivitis allergic
M02AA15,C0009806,C0009806,Constipation
M02AA15,C0009938,C0009938,Contusion
M02AA15,C0010034,C0010034,Corneal disorder
M02AA15,C0010037,C0010037,Corneal oedema
M02AA15,C0010038,C0010038,Corneal opacity
